time,title,description
[0:00],"Growing up in Norway, the family land; and what they did on the farm","Born in district of Ramsdale, Norway, seven miles from town of Eikefjord. Father married daughter who inherited land there, and changed his name to Ramsdale. Importance of land to families - cannot be sold to foreigners. Only eight acres of cleared land on the farm - hay for cows, spinning wool from sheep. Tanning cowhides and making shoes."
[11:00],The guest room in the family home; building houses,Guest room in the family home in Norway. Remains of big yellow pines found when they dug in the ground. Grooves were made from birch bark with a sod cover. Building houses.
[17:00],Going to school in Norway; activities for children; youth groups,"Going to school - subjects, sports. Tree planting every spring. Horses on farm. Work for children - hauling wood and hay. Young peoples' groups."
[24:00],Different types of get-togethers on American Ridge; similar activities to Norway with exceptions,"Get-togethers on American Ridge. Meeting at the Bethel Church. Cutting ice on the ponds, making ice cream. Community hog butchering. Similarity to old country, except America more advanced. People got by well in Norway, but there was little money or chance to get ahead."
[28:00],The town of Eikefjord; connection by steamers to outside world.,The town of Eikefjord. Connection by steamers to outside world.
[30:00],Herring fishing in Norway; how they did it and who bought the catches,"Working in the spring herring run. The captain watched for the schools to approach shore, then the men went after them with a big net in rowboats. Selling fish to the English ships. Crowdedness of fish, living on sailboats - food. Division of catch."
[40:00],Why many left Norway for America; family who was in America already,"Low wages in Norway caused immigration to America. American railroads and logging companies advertised in Norway. Uncle and brother came to America, although brother returned to Norway to stay. Mr. Ramsdale had planned to return to Norway, but on a visit back in 1920 he couldn't find anything he wanted to do. Bergen was 140 miles from Eikefjord."
[47:00],Immigrant train from New York; Olson brothers encouraged him to come; first words of English,"Immigrant train West from New York. Decides to come to America. Contact with Olson brothers on American Ridge, who encourage him to come. Learning first words of English in Liverpool - ""Giddup!"""
[59:00],Where Nick and John Olson's cabins where,"Nick and John Olson's cabins were built on the line between their homesteads, and built together after they proved up."
[1:00:00],Arrival in Troy; first impressions of the country,"Arrival in Troy, July 22,1913. First impressions of the country-big, hot, and fertile. Friendliness of people in the neighborhood."
[1:07:00],Living with the Olson brothers and the Cunninghams; going to school to learn English,"Living with Nick and John. First winter he stays with Cunninghams and goes to school to learn English. The oldest one in school, he started in the first grade and got through the sixth."
[1:15:00],First crop on rented land; saving money and advantage of farming for yourself,Working out for farmers. His first rented land in 1916-growing beans. Saving $500 from two years of working out. Advantage of farming for yourself. Groceries on credit from the store.
[1:29:00],Ole Bohman loans him money to buy thrashing machine.,Ole Bohman loans him money to buy thrashing machine.
