time,title,description
[1:00],"Stories, activities during wintertime; moving their home due to flooding",A cat caught in an oven. Spring flooding caused the Bjerkes to move their house from the flat to the hill. Neighborliness. Heavy snows in winter. Knitting.
[10:00],Joe Wells (African American) family; schoolhouse built on his land; hard-working gyppo; Lutheran Church,"Joe Wells family. Chuck played a harmonica at dances; Joe liked to jig. Schoolhouse built on Joe Wells' land, with his horse. Lou Wells, a fine cook, cooked as a slave in Carolina. Closeness of Joe's family with Frank and Crom Wells. Popularity of their halfway house. Joe gave drinks to the teamsters. Joe beats up Marshall Hays, with Andrew Olson's help. Joe was a hard-working gyppo logger - several Irishmen would work only for him. Lou's big spinning wheel. Joe contributed to Lutheran Church."
[29:00],Building the Lutheran Church,"Building the Lutheran Church. A Californian who tried to fence in the road, (continued)"
[30:00],"Relationship with Nils Lund, who died returning to Sweden","Nils Lund, the foolish miner, died at sea while going back to Sweden. He thought America was crazy. He wouldn't come to Moscow to prove up on his homestead, because he thought they were trying to put him in an asylum. He was friends with Arthur's father, who got along with everybody."
[36:00],Discusses God,God gives people conscience.
[38:00],"Stories about local characters, prospecting","Big Anderson called the devil ""the wild animal"", and God ""the man above."" Like some other farmers, he rented his good land and went gold prospecting, never finding anything. Pete Jackson, a Genesee farmer, prospected by Jackson Butte. Bears hibernate in a long tunnel a few miles south of Arthur's, by Potlatch River."
[46:00],Fishing salmon,Catching fifteen pound salmon on the Potlatch.
[49:00],"Construction projects (Bovill Hotel, cabins)","Hauling logs to the Dahlberg sawmill and Bovill, to build the Bovill Hotel. The Warren cabin, Bovill family. Trout in the streams."
[56:00],"Crimes against Agnes Liner (rape, murder) by Jess Dillman","Agnes Liner raped and killed by Jess Dillman. Dillman shot himself with the last bullet, but didn't die until the next day in Bovill,"
[1:00:00],Schoolteachers murdered near Lewiston,"Deaths of schoolteachers in area, on grade from Pullman to Lewiston."
[1:03:00],Retaliation; self-defense; IWW strikes,"Sam Samovitch kills a man he fired, who came after him with an ax and nearly severed his arm. All the foremen were carrying guns. IWWs were causing trouble by striking the camps."
[1:11:00],"Finding your way in the woods, snowstorm",Using the woods as a compass. Finding your way in a snowstorm. A lost person may not know his own home - mother got lost. Hiking from Genesee to Deary overnight.
[1:18:00],"Potlatch bought some lumber, some for free","Potlatch Lumber Company bought yellow and white pine - the rest of the species they got for free. The homesteaders didn't get much from their timber, but Potlatch did."
[1:25:00],Winter activities; Big Bear Ridge,Snowshoeing and skiing. Killing deer in winter. The Bjerke family wintered on Big Bear Ridge.
[1:30:00],Arthur's limited education,His limited schooling.
[1:32:00],"Native American women's work, burning the land","Burning of grass by Indians and lightning. Work of Indian women - some took up with white men and had children, with successful marriages."
[1:38:00],Why Arthur never married,Why he didn't marry. How whites ruined the country. It was wrong to bring a young wife into a mother's home.
[1:47:00],"Cattle brands, butchering",Cattle brands on the stock Arthur herded. He could shoot flies off the fence at seventy feet. He shoots cattle at butchering time.
[1:53:00],Frank Green saved the Bank of Troy during the Great Depression,"Green saved Bank of Troy in depression. No money in the country to file on homesteads - work all day for fifty cents. Subsistence food,"
[1:58:00],Potlatch Lumber supplies work for local people,Potlatch Lumber Company brings work for local people. Arthur worked hard sawing logs.
[2:00:00],Weather signs,"Weather signs: falling stars, sun dogs, migration of ducks and geese."
[2:03:00],"Weather influencing daily work (crops, slaughtering, sex of animals)","Planting, and slaughtering by the moon. Two brothers who planted by signs had the best crops in the area. Time of day of breeding determines sex of calves and probably people too."
[2:09:00],Enjoys spending time with children,He forgot what he used to know because he stopped paying attention to things. He likes kids.
