time,title,description
[0:00],Fourth of July whistling in Elk River; friendliness of people,Fourth of July whistling in Elk River. Friendliness of people.
[6:00],He was given payroll to take to camp; Blowing in,He was given the payroll to take to camp as a young man. A man who was blue after he blew in. Blowing in.
[12:00],"Early camp conditions: carrying blankets, strike brought clean blankets and sheets; today's lumberjack; camp inspector",Early camp conditions - carrying blankets. The strike brought clean blankets and sheets. Today's lumberjack. A man who'd been in camp for over three years. They gave each other money. A camp inspector - six weeks from St. Maries to Elk River. No gambling or fights in camps.
[21:00],Isolation in Elk River in 1909; Dick Farrell's sermons; pedlars; hangers-on,Isolation in Elk River in 1909. Dick Farrell's sermons. Pedlars. Hangers-on.
[30:00],Travelling lumberjacks; getting lost in woods; cruising timber,Travelling lumberjacks. Getting lost in woods. Using section corners for direction. Cruising timber. Helmer and Deary started buying up land about 1901. Staying in a cabin while surveying.
[42:00],Wood creatures; only used game in camp in the Midwest; bear around camp,Woods creatures; his fear of cow moose. Only used game in camp in the Midwest. Bear around camp; flunkeys fed cubs under the kitchen.
[51:00],Women flunkeys started when there was a shortage of men in camps; caused jealousies in camps,Women flunkeys started when there was a shortage of men in the camps. Women flunkeys caused jealousies in camps.
[57:00],"Lumberjacks got tired of a cook's food, although it was good","Lumberjacks got tired of a cook's food, although it was good, (continued)"
[1:00:00],Men liked a new cook for a few days then he wasn't good; eating at odd hours,The men liked a new cook for a few days even when he wasn't good. Good chuck was the key to keeping the camp. Baker's work by night. Eating at odd hours.
[1:06:00],New equipment came after WWII; building bridge across the North Fork of the Clearwater,Chainsaws came in after World War II. Building a bridge across the North Fork of the Clearwater. Missed horses when cats first came in. Getting old.
[1:15:00],"1936 strike for higher wages, although most were gyppoing; no settlement of strike","1936 strike was for higher wages, although most were gyppoing. Giving the men ten days off over July 4; most came back. By letting them blow-in,they spent all their money and came back. The pamphlets talked of ""Axel and his Finks."" Appearance of lawmen on the scene. Potlatch camps never shut down, but Clearwater did. No settlement of strike."
[1:30:00],Wobblies accomplishments in cleaning up camps in WWI; other unions,Wobbly accomplishments in cleaning up camps in World War I. Other unions.
[1:33:00],Switching a partner so a man wouldn't quit; pressures of gyppo logging; Pelton family operation,Switching a partner so a man wouldn't quit. Pressures of gyppo logging. Pelton family operation.
[1:42:00],Going over hillside on a snowplow; his injuries and painful recovery,Going over hillside on a snowplow (1943). His injuries and painful recovery.
[1:54:00],Witnessing fatal accidents in the woods; our days are counted when we come,Witnessing fatal accidents in the woods. Our days are counted when we come.
[2:00:00],Good relationship with the Company; moved to Oregon on retirement; driving for leisure time from Medford to Spokane,Good relationship with company. Never had a day he could call his own. Move to Oregon on retirement. Driving all over in leisure time. Driving from Medford to Spokane recently.
[2:12:00],State of the country; inflation since the end of WWII; no one is satisfied any more,The country is in bad trouble - inflation since the end of World War II. No one is satisfied any more.
[2:18:00],Deary told the men he'd have to let most of them go in depression of 1907,Deary told the men he'd have to let most of them go in depression of 1907. He surprisingly got work for the winter in Camp 6. The company had to make money; sometimes he broke the rules for the men.
[2:24:00],U.S. economy compared to Germany; looking back as an old man,Will U.S. economy be destroyed like Germany's? He is old; looking back.
