time,title,description
[0:00],"Tracking the Ridgerunner, Bill Moreland; he was a good man who stole food from the Forest Service","Tracking the Ridgerunner, Bill Moreland, whose tracks disappeared in the middle of a meadow. He was a good man who stole food from the Forest Service."
[9:00],He trapped mink in winter; trapping mink in hollow logs; fifteen pound grouse in Scandinavia,"Rather than spend time with the bootleggers, he trapped mink in winter. Trapping mink in hollow logs. Fifteen pound grouse in Scandinavia: Kentucky Johnson wanted to import them."
[18:00],Jericho Mine; all the wealth was in a boulder that had been deposited there,Jericho Mine. All the wealth was in a boulder that had been deposited there. Loscamp befriended Charlie Shils and stole Jericho Mine from him. Loscamp never found anything.
[25:00],Austrians were clannish; Elk River had two sporting houses; girls were mostly younger than forty; lumberjacks logged in the whorehouse and talked about the whorehouse in camp,Austrians were clannish. Elk River had two sporting houses. The girls were mostly younger than forty. They were shunned by the town. Most probably got started because of their own inclinations. Lumberjacks logged in the whorehouse and talked about the whorehouse in camp.
[30:00],"Going deer hunting, traded whiskey for slab of bacon; homesteaders paid no attention to the season, while townspeople paid some attention, except during the Depression","Going deer hunting, he and his friends traded a quart of whiskey for a slab of bacon to get some grease; the miners were appreciative. Scaring a couple who'd killed a deer out of season. Homesteaders paid no attention to the season, while townspeople paid some attention, except during the Depression."
[39:00],Dogging deer was an unforgivable sin; game warded passed up their illegally shot deer at their winter cabin near Dent,Dogging deer was an unforgivable sin. The game warden passed up their illegally shot deer at their winter cabin near Dent. Scared by a golden eagle while he was checking deer hides in the riffles of the river. Game warden and a bunch of grouse.
[49:00],"""Shacking up"" for the winter; passing time, caring for a homesteader who got pneumonia","""Shacking up"" for the winter. Baking powder biscuits every lunch. George was the black sheep of the cooks. Fishing on a raft in a deep hole in the river. Passing time - caring for a homesteader who got pneumonia. When his Palouser blew out on Boom Rock, he had to crawl around the point on his hands and knees."
[57:00],Most loggers were bachelors who planned to keep on logging; they didn't have enough money to consider marriage,Most loggers were bachelors who planned to keep on logging; they didn't have enough money to consider marriage.
[59:00],"Winning a rifle in a close contest at the shooting gallery at St. Maries' fair, (continued)","Winning a rifle in a close contest at the shooting gallery at St. Maries' fair, (continued)"
[1:00:00],In Hoquiam he walked into a shooting gallery to hear himself being talked about,In Hoquiam he walked into a shooting gallery to hear himself being talked about - the same man he'd shot for in St. Maries. He ran a completely honest game.
[1:04:00],Getting Knute and Ed out of Minnie's whorehouse in Hoquiam; firing a gun in camp upset Ed's performance,Getting Knute and Ed out of Minnie's whorehouse in Hoquiam. Firing a gun in camp upset Ed's performance. Minnie's whorehouse had come to camp; they had breakfast with the men. George laughed at Knute's girl. Camping at Lake Quinalt. Elk River's whorehouses disappeared in the First World War.
[1:13:00],Coast lumberjacks got into fights; coast was too wet and had no seasons,"Coast lumberjacks got into more fights because of presence of Finns, who fought with Scandinavians. The Coast was too wet for him, and lacked four seasons. He never saw rough lumberjack fights."
[1:17:00],Joking was their main fun; little chance for crookedness since everybody worked,"Joking was their main fun. There was little chance for crookedness since everybody worked. An Elk River man who rolled drunk lumberjacks. When he was toploading on the landing, a bully hooktender was trying to block up the landing with no success; on the last day he piled up the timber he'd been holding back, and George quit. The hooktender was Polish. After being called ""Swede"" once too often, he called Ziirinitch ""Bohunk."""
[1:27:00],Dent moonshiner who supplied Elk River lumberjacks killed a homesteader; confessed to another man when drunk,"A Dent moonshiner who supplied Elk River lumberjacks killed a homesteader he thought was squealing on him. He confessed to another man when drunk. He left his unsold moonshine with a blacksmith in Malker's camp, and the men drank it all up."
[1:30:00],Moonshiners were West Virginians; one thought that a man who didn't drink wasn't human; some anti-Catholics joined the Klan,The moonshiners were West Virginians. One thought that a man who wouldn't drink wasn't human. Some anti-Catholics joined the Klan.
[1:36:00],Malker Anderson's wife was slightly retarded; What she did to her daughter,Malker Anderson's wife was slightly retarded. What she did to her daughter.
[1:38:00],Rode the rails rather than pay the fare; going east the freights were loaded; going west they were empty and easy to ride,"He rode the rails rather than pay fare. Going east the freights were loaded; going west they were empty and easy to ride. Going to Seltice, Montana, for whiskey for the camp at St. Maries. Drinking was done mostly on weekends."
[1:46:00],Lumber piler who couldn't stop losing his wages to the card sharks,A lumber piler who couldn't stop losing his wages to the card sharks; his defense. George never played because he knew what he was good at.
[1:49:00],"Puttman, hard worker and big liar; men caught their daily limit in the creek after work; Puttman always caught more","Puttman, a hard worker and big liar. The men caught their daily limit in the creek after work. Puttman always caught more than they did; how he outsmarted George and Ed Lilliard. Puttman was a braggart. How he was ribbed about his lie about his shoelaces. He was tight with money."
[1:57:00],Shooting a big elk out of season; skinning it out with Puttman,Shooting a big elk out of season; skinning it out with Puttman.
[2:00:00],A man with a bad case of clap; men got treatment in Spokane; varying degree of use of whorehouses,A man with a bad case of clap: men got treatment in Spokane. Varying degree of use of whorehouses. Lumberjacks could always find work; a man who got mad when lumberjacks wouldn't go to work. He got married after he got a good job at Elk River mill.
[2:13:00],Job as camp foreman; work after the Elk River Mill,"""Rocking chair money"" began towards the end of the depression. His work after the Elk River mill shut down. When he worked in a blister rust camp, the men were being graded to pick foremen for the following year. His job as camp foreman was the best he ever had in terms of cost of living."
[2:20:00],Ike Adams became Elk River marshal,Ike Adams became Elk River marshal after hitting an armed robber over the head with a hammer. A plane lost over Elk River crashed on Cemetery Ridge the night the mill was burned; the CCC boys scavenged the plane.
[2:27:00],Left the CCCs to move to Lewiston to work on the railroad,He left the CCCs to move to Lewiston to work on the railroad. He got the blacks in the CCCs because he wasn't prejudiced. Blacks listened to Joe Louis fight on his car radio.
