time,title,description
[0:00],Ice skating in Fourmile creek during school recess; schoolteacher fired for letting kids dance,Fox and goose game in the snow. Ice skating on Fourmile creek during school recess. Inside games in the schoolhouse. One schoolteacher fired for letting the kids dance.
[4:00],Toboggan parties on hill near her home.,Toboggan parties on hill near her home.
[6:00],Dances as a kid; later traveled to Moscow for dancing; in Canada danced in schoolhouses,Dances as a kid at the homes of parents who believed in dancing. Later went to Moscow and to people's homes to dance. In Canada danced in schoolhouses all night. Mother refused to go to shows.
[10:00],Tent meetings in Viola; only accepted money from members,Tent meetings in Viola. They accepted money only from members. Revival meeting in Harrison in the teens lasting two weeks.
[13:00],Seventh Day Adventists preached the 1910 fire was the end of the world,Seventh Day Adventists preached that the 1910 fire was the end of the world. It terrified her as a child.
[17:00],Went to Viola church and then dinner at someone's house afterwards,"Went to Viola church and to some person's house for dinner afterwards. Once she wanted to wear a new school dress instead of her ""church"" dress."
[19:00],Went to town twice a year for staples; bought food,"Went to town twice a year for staples. Mixed their own baking powder. Onion, cabbage and squash stored in hay loft."
[23:00],Description of chores,"Chores: herding the mill; cows, getting kindling, helping with supper. Father got the strap if the kindling wasn't in."
[24:00],Parents coming to Viola and Father then going to Canada in 1916,Parents coming to Viola. Father goes to Canada in 1916 because property was cheap up there.
[29:00],She went to Canada to help her sister who was expecting a baby. Most of the neighbors were from the United States.,She went to Canada to help her sister who was expecting a baby. Most of the neighbors were from the United States.
[30:00],Russian neighbors. The wife has a child at 12:00 and is back to work about 2:00.,Russian neighbors. The wife has a child at noon and is back to work about 2 hours later.
[32:00],She gives birth to second child by herself with some help from her husband,She didn't follow the custom of staying in bed ten days. She delivers her second child herself with some assistance from her husband. The doctor lost his way in the blizzard. She fools her sister-in-law.
[35:00],Moved back down so her children wouldn't have to walk three miles to school.,Moved back down so her children wouldn't have to walk three miles to school.
[37:00],She went until the 11th grade; teacher was lazy and eventually quit,She went till the 11th grade. The teacher was lazy and didn't teach so she quit. Couple of girls get into trouble A terrible crime for a girl to get pregnant.
[41:00],Parents not against music. First drunk man she ever saw. Changes down here. The Inland Railroad.,Parents not against music. First drunk man she ever saw. Changes down here. The Inland Railroad.
