time,title,description
[0:00],Parents knew where their children were; responsibilities of kids at home,Parents knew where their children were when Mr. Settle was young. Responsibilities of kids at home.
[5:00],Going to a one room schoolhouse; eight kids and one teacher at Aspendale; how he got to school in different seasons,One room schoolhouse. Eighty kids and one teacher at Aspendale. Carrying the booksack. Winter play at school. Getting to school- loading up a wagon with kids. Plowing snow; riding horses in winter. German socks.
[21:00],Favorite subjects in school; most children being moved back a grade when they moved to town; taking the eighth grade exam,"Favorite subjects, spelling bees. Limited opportunity for teacher to work with slower children. Most children were put back a grade when they moved to town. Taking the eighth grade exam, after working with the teacher on arithmetic."
[29:00],The importance of a good education,Importance of getting good education to parents; while living in the country they couldn't go to high school.
[30:00],Why his parents moved near town; his education ended with World War I,His education ended with the war. Parents moved near town partly so kids could get an education.
[36:00],Decisions were made by parents in partnership; parents' religious beliefs; getting lost at a camp meeting,"Decisions were made by parents in partnership. Parents' religious beliefs; devout Baptists, keeping Sabbath, teaching the children. Getting lost at a camp meeting."
[45:00],Mother was the disciplinarian and bought what they needed; parents didn't disagree; father enjoyed syrup,Mother mostly disciplined the children and bought what was needed for them. Parents didn't disagree. The very few staples that they bought in the store. Father's enjoyment of syrup.
[54:00],Their home location and its conveniences for his mother,Home location. Conveniences of the new home for his mother.
[58:00],Bringing country and town together; wishes he was still living in the country; school consolidation; differences between town and country people,Bringing country and town together. He wishes he was still living in the country. School consolidation. Differences between town and country people in town.
[1:00:00],Discussion about country people in town; he wanted enough clothes to look like a town kid,"Country people in town. Country people who wore overalls until they wore out. ""Hayseeds"" and ""pumpkin rollers."" He wanted to have enough clothes to look like a town kid."
