time,title,description
[0:00],Coming to the Palouse country; family history,"How the Steffen family came to the Palouse country; family history. Will Steffen was not killed by the posse: he killed himself. Grandmother saw another son, Henry, shot to death through a window on his homestead near Juliaetta, after an argument over a hog. Will treated his mother good, not badly, as is said."
[7:00],The Warkins killing; best butchering operation in Moscow; Will's motive for killing; killins of Watkins and Steffens,"The Watkins killing is talked about because the doctor was popular, but there were plenty of other killings . Will Steffen had the best butchering operation in Moscow, because he had facilities to let the meat age. As Ken heard the story from his father, Dr. Watkins had given Will trouble about the cleanliness of his operation, and that was Will's motive for the killing. Mr. Kimberling thought Will was a fine guy, though he had a temper. Account of the killings of Watkins and Steffens."
[13:00],Utilizing butchered meat; making cheese from hogs' heads; storing and salting meat; making sauerkraut,Utilizing butchered meat. Father sometimes helped Kitley and Held (one of the men said to be on Will's death list). Making head cheese from hogs' heads. Storing and butchering meat. Salting meat. Making sauerkraut. Storing produce in a ground pit; it was cheaper than building a root cellar. How the family got by on the farm.
[21:00],Getting around by train; doing road work with horse teams; digging creek channel on White Avenue,Getting around by train. Doing road work with horse teams. He got fifty cents a day hauling water for the men digging a new creek channel on White Avenue; with the earnings his mother bought him new clothes at the Golden Rule.
[26:00],Wife stealing her husband's watch; last house at Colfax; views on abortion,"The story is told that a businessman's wife paid to sleep with her husband in the whorehouse and stole his watch, which turned up under his plate the next day at breakfast. The last house in the country was at Colfax. Views on abortion."
[30:00],New years in the marines; cleaning up Moscow sanitation; Steffen family plot in Pullman; Uncle Will's murder,"New years in the marines from 1924. Pay was poor,government cheap. Dr. Watkins learned about doctoring from another doctor; he was a crusader for cleaning up Moscow sanitation. The Steffen family plot in Pullman. His uncle Will's murder was never brought up to Ken by anyone when he was growing up; he gave Mr. Marineau a hard time when the story was published in the Moscow paper 50 years after the event."
[34:00],One night police officer in Moscow; sleigh riding and dances; Marshall Hays shot in Troy,One day and one night police officer in Moscow. Sleigh riding and dances. Payne Sly shot Marshall Hays in Troy; Jake Sly got religion.
[40:00],Pat shoots Moody in the heel; moonshine stolen; revival meeting,"Pat Malone denies knowing a prostitute. Pat shoots Moody in the heel. Klaus Peterson has moonshine stolen, goes to the police. At a revival meeting, Klaus tries to break his habit of swearing. Drunk, Klaus mistakes a show curtain for a bathroom door."
[47:00],Early Moscow schools; boy severely beaten by his teacher,Early Moscow schools: Russell and Whitworth. A boy is severely beaten by the teacher with a switch for playing a prank. His aunt threatens to cut his suspenders so he'd go through the ceiling.
[54:00],Fermenting moonshine; not diluting white light; smart moonshiner in Lenville,"Fermenting moonshine in a manure pile. White lightning: most people didn't have sense enough to dilute it. Summerfield, the sheriff, drank up a lot of what he confiscated. A smart moonshiner in Lenville sold all of it elsewhere. Smart bootleggers took the buyer's money and told him where to get the goods."
[1:00:00],Old cars; bootleg runaway; driving long distances,His old cars: one had bullet holes from a bootleg runaway. Driving long distances.
[1:03:00],Fires blamed on IWWs; riding a freight to Seattle; riding the blinds from Moscow to Spokane,"Fires blamed on IWWs were caused by smut. Riding a freight to Seattle, he and his friend were told they had to join the IWW, and had to get off because they wouldn't. Riding the blinds from Moscow to Spokane."
[1:06:00],Working the apple harvests in Wenatchee; washing dishes in restaurants; working various jobs; restaurant fare; unloading coal,"Working the apple harvests and warehouses in Wenatchee. Washing dishes in restaurants from town to town. Working in a Wild West show in Seattle. Working various jobs, and then running a grocery delivery service. Restaurant fare. The free and easy life, living on the road. Unloading coal. Keeping warm riding a refrigerator car. Had to quit a restaurant after one day because he wasn't union. Washing dishes with white canvas gloves."
[1:21:00],Dragging roads; making a furrow in the snow with a home made plow; horses broke boards in crosswalks,Getting sand on roads in the early days; using dump-boards on wagons. Mud so bad it took four horses to pull a two-wheel wagon. Dragging roads. Making a furrow in the snowy roads with a home made triangular plow. Horses broke boards in crosswalks; wagons broke crossing them. Bob West (federal marshal) harassed farmer's dogs on Main Street with his slingshot.
[1:29:00],Pulling the hand-drawn equipment to fired; Fireman's ball,Pulling the hand-drawn equipment to fires. Fireman's ball. Fire in Charlie O'Conner's pool hall.
[1:30:00],Pool hall fire; popularity of pool; liquor in China,Pool hall fire. Popularity of pool; playing all day; old way of breaking balls. Using bad money in Chinese poker games. Liquor in China.
[1:36:00],Riding into town on a horse,Gene Settle gave Ken rides into town on his horse. Joe Wells walked over man with his caulked boots.
[1:39:00],Fishing at Elk River; end of World War II,First time fishing at Elk River. Mi Lew and his wife in Moscow. China at the end of World War II.
[1:45:00],Having the flu for a month during World War I,Coming down with the flu for a month in World War I.
[1:49:00],Bandits kidnapping; ship captain tore a hole in the bottom of the ship; poverty in China,ChunKing China in the Marines. Bandits kidnapped Chiang Kai Chek. The American ship captain tore a hole in the bottom of the ship and blamed the Chinese pilot. Poverty in China is greatly improved under Communism. Japanese siege of China in early 1930's.
[1:56:00],Travelling the country,He lived and travelled around the country to see new things.
