time,title,description
[0:00],Family background,"They came from a small town near Trent in northern Italy. His older brothers and sister went to Rock Springs, Wyoming, and he followed. His family ate green wheat in hard times. The oldest son got the land. Her family. Schooling through eighth grade."
[10:00],Living in Italy during World War I,"The town lost 25 men in the war, and thirty from the flu in one month. Grape growing replaced by fruit growing after Italy took over the area. Sufficiency of food depended on size of crop - potatoes and corn meal were main foods, cheese from the creamery. Selling butter for income. In the war the government got everything, and came into the houses. The area was part of Austria, and the people still prefer Austria to Italy."
[20:00],"Coal mining in Wyoming, conditions","He felt he was coming to his kin in Wyoming. He enjoyed coal mining there. Digging coal he made $10 a day. His concern about cracks in the mountain. Union improved lot of workers. Men had to wash outside at home, rather than at the mine. He boarded with sister: she came over with a friend who married her brother, and she married an Italian boy; she worked in a saloon. Not much English spoken in mine, (continued)"
[30:00],Wages and Gyppos,"To be a gyppo a man didn't have to speak English, but to be on day wage he did. They spoke Italian but were near German speaking people to the north. Few returned to Italy from America where he lived. There was a much better chance to make a living in the United States."
[37:00],"Working in California, Montana, Potlatch, Idaho","After his brother died, he went to California with his brother. He didn't like labor conditions in southern California. Digging a ditch, he encountered a rattlesnake. Ranching near Butte, Montana for two years - extreme cold. He got a job in Potlatch as fireman on his way to the coast with a friend. He left his lucrative mining job to see the world. Work as fireman seven days a week. By batching he saved a little money."
[42:00],Life after the war,Decline of foreign population in Potlatch. Many thought the mill wouldn't reopen after depression. Americans had a little preference over foreigners. How they met when he returned to Italy. She had lost parents and worked at home for her married brother. Her father died from flu.
[1:00:00],"Influenza, Mussolini","Flu. Mussolini helped poor, though he was a dictator. They questioned Jim about violating curfew."
[1:05:00],"Life in Onaway, bootlegging","She was scared to death when she first came here. She was 24 stunned by lack of running water and electricity in Onaway, after what she'd heard about America. He made wine. There was money in bootlegging. Boche was popular among Italians."
[1:12:00],Labor unions in Potlatch,He stopped belonging to unions because they kept changing. The first union in Potlatch was Four L's.
[1:15:00],"Amelia adjusting to American life, language",A neighbor from a nearby village. A Bohemian lady who helped her adjust. Her children taught her English once they started school. She spent time with Italian friends speaking Italian.
[1:20:00],Catholic religion,Why bachelors didn't go to church - most didn't feel enough at home. Family attended Catholic church.
[1:23:00],Life during Great Depression,"He worked a bit for company in depression and got a little road work. The company didn't help the people. They couldn't get government food because they owned a house, or because they were newcomers. They got by on their own, and feared having to sell their house. They wouldn't trade in Potlatch because the company helped those with some money."
[1:30:00],Immigrants had easier adjustment to Great Depression,It was easier for them than many Americans because they were used to adversity.
[1:33:00],Raising a family different in America,"She raised children to respect parents, not fear them as children did their fathers in Italy. Getting back to work after Roosevelt."
[1:37:00],Relationship with bosses,"Bosses were all right when you did the right thing. Laird was good because he didn't go around the mill like some bosses did, and was fair to the men."
[1:44:00],Working as fireman,Work as fireman was hot and hard. Lunch was the only break. It took all their earnings to get by. Lumber pilers made more money working gyppo.
[1:51:00],Friendly with other Italian couples,"Their close friends were three Italian couples: Ecchers, Michelis, and Valozs. Their first vacation was 17 years ago. An occasional outing; they had to be home to take care of the stock. With their friends they talked of the old country. They didn't go to dances."
[1:56:00],Differences between Italy and America,They have a better life here although they're common people: importance of education. Her fear of taking citizenship test; help for a neighbor. Inequality of justice in America - rich get off; Italy was fairer.
[2:00:00],"Low pensions, lack of education",Low pensions for long-time employees who built the company. The company made a lot of money on Potlatch. People in Italy grew up believing they would become rich in America. He didn't get enough schooling.
[2:08:00],"Friends, relatives came to America","Their Italian friends in Onaway. Italian women coming to America. Her sister told her not to go to America because she wouldn't return, but she thought she would, soon. Brother-in-law returned from America to marry, was sent to the war front and killed. Some Italians went to the cities of Italy; many were coming to America. She was sick on the entire trip to America. His trip to Wymoing by train."
[2:21:00],Fatal accidents in the mill,Fatal accidents in the mill.
[2:24:00],Work in the home,Icebox and cook stove. Washing was hard work.
[2:27:00],"Childbirth, Italian friends","Work friends did at mill. All were from North Italy. Help from a nurse in the hospital when she had a baby, (continued)"
[2:30:00],English language difficult,Help from a nurse. Hard to learn English. Italian families left Elk River.
