time,title,description
[0:00],Death of close friends in Sweden,Death of close friends in Sweden.
[3:00],Food shortage and rationing in World War I in Sweden; his family had less because they grew less,"Food shortage in World War I in Sweden - rationing. There wasn't enough food to eat to log full-time. Her family had more, but the women saved the bread for the men working in the woods. An older couple that had a big open house after rationing ended. His family had less because they grew little; she felt sorry for his mother."
[19:00],The Process of making yarn from flax by women in Sweden; the women made fun out of their work,The Process of making yarn from flax by women in Sweden. The women made fun out of their work.
[30:00],What was going on in Sweden at the end of World War I; failure of 1909 strike,"Sweden was on the verge of revolution at the end of the first World War, when Branting was made prime minister. Unfair election practices gave wealthy more power. Failure of 1909 strike."
[40:00],His brother injured in the woods; many people never saw a doctor,"His brother, injured in the woods, was laid up there for eighteen weeks without any pay. Many never saw a doctor."
[43:00],How the rich were powerful in Sweden until unions became strong; Conditions in the woods in Sweden versus the US,"The rich stepped on the poor in Sweden until unions became strong. His friend, of poor background, went to America, returned and became a legislator. People made just enough working to live. Woods conditions were terrible in the U.S., worse in Sweden."
[49:00],Her mother fed people who begged; Tartars stole and traded; a family got food from others,"Her mother always fed people who begged, saying her sons might be hungry in America. Tartars stole and traded. A lady who begged. Grinding bark for bread - ""Harpan"" A family who got food from the others; their children went to America and helped them."
[58:00],"After coming to Troy, he worked for Potlatch Lumber Company","After coming to Troy, he worked for Potlatch Lumber Company."
[1:00:00],"Malker Anderson being a good foreman, his drinking problem, and his suicide; lumberjacks drinking up their money; she was warned about American men","Old-time lumberjacks are gone. Malker Anderson was a generous foreman. Malker's drinking problem caused him to be fired often, and finally he committed suicide. Firing a drunk crew. Lumberjacks drank their money up and went back to camp. She was warned that American men ran around with women."
[1:21:00],Coming to America was in her blood; her brother's love of Troy; she was not lonely,"Coming to America was in her blood. Few were still coming when they did. Her brother Jalmair's love of Troy. Importance of having their land to get by during the depression, She wasn't lonely when he worked out, as some women were."
[1:30:00],Daughter learned English easily,Daughter learned English easily.
[1:33:00],Chuck Wells: his joking about drink and speaking Swedish; acceptance of family.,Chuck Wells: his joking about drink and speaking Swedish. Acceptance of family.
[1:38:00],Friendless of people in neighborhood; change of Swedes who'd been in America; change in Sweden,"Friendliness of people in neighborhood. Change of Swedes who'd been in America, and change in Sweden. A word play on ""neighborhood."""
[1:45:00],Her brother's love of Troy; him having to move back to Sweden because his wife was afraid to come to America,"Her brother Jalmar's love of Troy never dimmed through the years, though he had to live in Sweden because his wife was afraid to come. Jalmar's neighbor Elsa had been born in America, but returned to Sweden because of pressure from her elderly father. Jalmar's wife wouldn't move to her new home, though it was near the old."
[1:55:00],Why he worked in Norway and living in the Norwegian woods,Why he worked in Norway - Swedes were working harder than Norwegians. Living in the Norwegian woods.
[2:00:00],Blackened dishes in the wood camps; smuggling across the Sweden-Norway border; prices in Sweden,Blackened dishes in the woods camps. Smuggling across the Sweden-Norway border. Prices in Sweden.
[2:08:00],Hard work for women in Sweden,Hard work for women in Sweden. A wife whose husband bought junk at auctions.
[2:14:00],Farming and paying of the place; raising a big family,"Farming and paying off the place. In America people work for themselves, in the old country for others. Raising a big family was possible in the country. Pioneering and the rewards of working to ""make it."""
[2:21:00],Elsa's fun,Elsa's fun
