time,title,description
[0:00],Born in Minnesota; a liittle about her family;,"Born in Minnesota; a little about her parents. Living in South Dakota: first memories, swallowing a barley straw, the first pair of shoes. Living in Orchard tract south of Spokane, dairy farm in Valley, Washington, play, school drills; father works in machine shop in the city and had troubles."
[9:00],Discovered Troy;,"Discovered Troy; train ride to move to Troy with pets in boxes, Scandinavian lumberjacks on train, arrived April 1, 1912; stayed at Greer Hotel, Griff Torance who has sold them his farm comes for them in a wagon hub deep in mud on Main Street. Description of farm. James Pence builds barn in 1917."
[15:00],To school; dissapointed to be put back a grade;,"To school, disappointed to be put back a grade; walking 2 miles; snow 6 feet on the level the first winter, crust in Spring, coasting and skis. Creek had fish; why it no longer runs year around; going to school by bobsled, by horse and ending up walking. School lunches, lard buckets around the stove, tobacco cans for better lunchboxes. Early boyfriend with bicycle. 34 10 Water on the farm"
[24:00],Water on the farm;,"Water on the farm, well and creek, cistern on hill piped water into the house; going modern with tub and toilet. House hold duties: dishes, breadmaking, ironing, the wash and how it dried in winter. Working with Dad, milking, haying."
[30:00],Little sister at the stream nearly drowns;,"Little sister at the stream nearly drowns; first ififle, shooting squirrels, going hunting for grouse, coasting with the dog. Imagination play ""fancy ladies"", paper dolls."
[37:00],Sold cream from dairy; uses of milk;,"Sold cream from dairy, uses of milk^; mother sold eggs. Smokehouse for meat, canning beef. Having fun. Pine squirrels for pets, casteroil and Mother Crows cures one and kills one. Sleeping in her pockets, returning her pet squirrel to the wild."
[44:00],Grif Torrance has a pet owl; how an owl eats mice;,"Grif Torrance has a pet owl, how an owl eats mice. Melvin Marsh's pet ground squirrel, pittingpotatoes and carrots, root cellar made with timber."
[47:00],The one room rural school; recess games;,"The one room rural school; recess games, Pump-Pump Pullaway, Run Sheep Run, Steal Sticks, snoball fights in winter, spell downs, Clap In - Clap Out, and Musical Chairs. Singing, programs, dialogues (plays), and recitations; community get-togethers, little newspapers, basket socials."
[57:00],Water in school; bucket with dipper and improvements;,"Water in school, bucket with dipper and improvements; wood stove for heat; books, tests, 8th grade state tests, number books, consolidation, independant workers of rural school, teachers read to class."
[1:00:00],Importance of scgool to community social life;,"Importance of school to community social life; after consolidatior social life at standstill; the literary society, various forms of get-togethers; Big Meadow played Rook."
[1:05:00],"Games; Poor Pussy, Post Office, Who's got the key;","Games: Poor Pussy, Post Office, Who's Got the Key, old folk dances like Virginia Reel, Gustav Skoll . Her father's disapproval of bonafide dancing , Black Bottom and Charleston. Mother had parts in programs."
[1:10:00],Big Meadow nationalities;,"Big Meadow nationalities; Father looked Norwegian and was well accepted even tho' he was English. Sister has hurt feelings when left out of conversation by Swedish speaking girlfriends. Remembering Austrian family in Valley, Washingtor The helpless teacher; the father mixing his pronouas. No effort to translate for others by Swedish or Norwegians in Troy, determined to be bad manners. Determination of parents."
[1:17:00],A highlight of the year;,"A highlight of the year, hanging May Baskets with candy and flowers. Helena and sister deliver May baskets to two Norwegian bachelors in secrecy."
[1:19:00],Christmas programs at school and church;,"Christmas programs at school and church; dinner with plum pudding. Raising turkeys, owls and coyotes caused trouble. Trouble with beavers."
[1:22:00],To Lewiston Normal School;,"'Baching in Troy to go to high school; didn't want to teach, but took $25 loan for start from father. To Lewiston Normal School; teaching on Driscoll Ridge; 2 problem students; teaching at Big Meadow with younger sister Hester in 8th grade."
[1:30:00],School subject;,Stink bugs in school; kids were independant workers; dictionary well used. School subjects.
[1:36:00],Hays Shooting; Early Troy roads;,Hays shooting; early Troy; roads; floods. Colville Reservation. Indians see while the family lived in Washington.
[1:43:00],To Moscow across country;,"To Moscow across country; charging for drinking water at an 43 early Moscow fair. Father's cars: Model A Ford, horse hair, Dodge."
[1:49:00],Going to Troy; Sunday School;,"Going to Troy. Sunday school at Methodist Church. Fair Day in Troy; jelly judging story. Two Lutheran churches, Swedish and Norwegian; other churches."
[1:54:00],Schools she taught at; Moving to Elk River;,List of schools she taught at. After marriage they rented 49 their house and moved to camp at Elk River.
