time,title,description
[1:00],Chinese family traditions,Chinese family groupings. No marriage between cousins with same family name. A bit of Chinese civilization.
[10:00],"Family rule to care for elderly, parents",Rule within the family: responsibility of son for father. Stress on care for elderly.
[17:00],"How Chinese count, celebrate birthdays; Chinese New Year celebration",How birthdays are counted in China. Chinese New Year's celebration. Meaning of red and white colors. Importance of blood in China.
[25:00],Chinese in Walla Walla; opportunities for women in America; jobs; savings,Chinese in Walla Walla. Opportunity in America - value of American money in China. Preventing Chinese women and children from coming to America. He came as a merchant's son. Chinese labor in America on railroads and in mines. Father saved $500-$600 his first time in the U.S.
[30:00],Subsistence farming in China; water buffalo; robberies,Family subsistence farming in China - importance of water buffalo. Robbery of homes of people who were doing better than their neighbors.
[41:00],Family separation upon coming to America,Village structure. Separation of families when husbands came to America.
[48:00],First Chinese boy in Walla Walla; circus holidays,"Mi Lew was the first young Chinese boy in Walla Walla. Although there was little home life, he was treated well by the men. Circus holiday for workers in Walla Walla."
[54:00],Chinese gambling games in Walla Walla,Gambling a way of making a living for some in Walla Walla. Chinese gambling games.
[1:00:00],Chinese community in Walla Walla,"Truck gardening operations in Walla Walla. Chinese community in Walla Walla much bigger than Spokane's, because of gardening in Walla Walla. Cooperative work and living."
[1:12:00],Work as a child; social climbing,"He went to work as a houseboy at twelve while going to school. The wife threw big parties because she was a social climber, and after them he went hungry."
[1:20:00],Attending school; adjustment,Attending school and adjusting.
[1:24:00],Father came to Spokane; worked railroad; returned to China to become herb doctor,"Marie Lew's father came to Spokane at sixteen after he was married. He first worked for his father, who supplied the Chinese railroaders at Hope. He returned to China and learned to be an herb doctor."
[1:30:00],Father's herb business in Spokane,Her father's herb business in Spokane.
