time,title,description
[1:00],"Farmer Nilson homesteaded near Winnipeg Junction, Minnesota, sent money for passage to America","Farmer Nilson, who'd homesteaded near Winnipeg Junction, Minnesota, sent him money for passage. Slept through his stop and woke up at Fargo, North Dakota. A black porter speaks Norwegian and helps him out."
[6:00],Paid of his ticket by working five months for the farmer; also worked on a railroad,Paid off his ticket by working five months for the farmer. Then worked on a seventy-five foot railroad fill to eliminate the grade and the need for helpers. Axel offers an old Irishman a drink and he swallows the whole bottle.
[11:00],Lumber work and wages in Minnesota,Piled lumber in Minnesota for $1.80 a day. Hired out in the woods for $35/month if you stayed until the job was done and the job is probably still not done. So you got $l/day ($26/month) and board.
[13:00],Railroad men spending all their wages in town every few weeks,Railroad men used to go to town every few weeks and blow all their wages.
[14:00],Went west on Northern Pacific to where they were building reservoir; quit after a few hours because they feared safety conditions,Partner and he went west on Northern Pacific and got off where they were building a reservoir. Quit after a couple hours because they feared they would be killed by the dump cars. Hiked forty-five miles in one day to reach where a branch line was being build. Wilson brothers hired them and paid their board for ten days until work started and they stayed until the job was done.
[22:00],Returned to farmer Nilson to help with the harvest,"Returned to farmer Nilson to help with harvest. Came west again in April and worked for McGoldrich. He was a nice old man, as simple as any lumberjack."
[24:00],"He ran Camp 35 which had 350 men' built the camp inside the ""Y"" where the locomotives turned","For two years he ran Camp 35, near Clarkia, which had 350 men. Built the whole camp inside the ""Y"" where the locomotive turned. The cook house ran 24 hours a day. The machinist, Ernie Smith, could make anything you told him or showed him, but not if you drew it."
[31:00],Getting machinery parts from Spokane and groceries from Bovill,Could get machinery and parts the next day from Spokane. Groceries trucked out from Bovill.
[32:00],Could know where every man was in the woods; Axel explains that he doesn't get tired of the same old faces because they trust and know each other,"Could tell you where every man was in the woods. Axel explains to Billings, the boss, why he doesn't get tired of the same old faces—they trust and know each other. Axel can tell the crews where to go and they're all gone in 15 minutes."
[34:00],"Worked for McGoldrich until July 4th piling lumber in Spokane; couldn't save money, and went to mine near Wallace",Worked for McGoldrich until July 4th piling lumber in Spokane. Couldn't save money. Went to mine near Wallace and after one trip a half a mile underground he quit.
[36:00],Axel took on the lowest paying job on the employment boards which Potlatch Lumber Company,Axel decided to take the lowest paying job on the employment boards and that was Potlatch Lumber Company. Scraped up gravel near the mill in the river and worked until there was ice in the water.
[40:00],"1907 was the ""Year of Wooden Money"" because mill workers were paid in coupons, but with gold in the woods","1907 was the ""Year of the Wooden Money"" because the mill workers in Potlatch got paid in coupons, but he got gold in the woods."
[41:00],"He did different jobs in the woods such as swamper, faller, whistle punk, choker setter","He did all sorts of jobs in the woods: swamper, faller, whistle punk, choker setter. As whistle punk he'd signal the donkey with a stick on a tight wire and then chase the load in to the landing and let it through the bull block."
[45:00],Setting up the tight line with fourteen spar trees on one line,"Tight line had to be set up carefully, often with fourteen spar trees on one line. A donkey once sat in one place for eighteen months."
[1:00:00],Italians couldn't help in scraping gravel,Italians couldn't help in scraping gravel because you felt the power but a helper didn't. Donkeys also run by feel. Making a twenty-four foot splice in the cable in an hour when it broke.
[1:04:00],Coastal loggers were almost useless in Idaho woods because of different conditions and techniques,Coastal loggers almost useless in Idaho woods (.cause the techniques and conditions were so different. The setting up of spar trees and rigging for high line and high lead described.
[1:08:00],Hard to keep up with the changes from the old days,Hard to keep up with the changes from the old days. The first combine he saw near Deary.
[1:14:00],Worked ten months for CCC in the Depression; also build road near Calder,Worked ten months for CCC in the Depression. Built road on the St. Joe near Calder.
[1:18:00],Piling match stock up to four feet width; they quit because they couldn't handle wide boards,Piling match stock up to four feet in width. Partner and he quit because they could barely handle the wide boards. Used a pickaroon when the boss wasn't looking.
[1:20:00],Great white pine; Frye halfway house at Collins,The great white pine. Frye halfway house at Collins.
[1:30:00],Winter of 1909-10 drove piling with a steam donkey for Elk River mill; walked to Bovill and back in one day,Drove piling with a steam donkey for Elk River mill in winter of 1909-10. Lived in tents. Walked to Bovill and back in one day in the break-up for some blueprints. Later men complained about a 3 mile hike.
[1:39:00],Head of roustabout crew; Ole Trumball's homestead used for Potlatch headquarters,Head of roustabout crew. Ole Trumball's homestead used for Potlatch headquarters. Slept in a tent and often woke up with his hair frozen to bottom of the tent.
[1:45:00],Loaded stones in front of Potlatch gym; rock at Whitman College he picked out four miles from Elk River; Axel and crew blew up stumps and levelled off streets,Loaded the stones that are in front of the Potlatch gymnasium. The rock at Whitman College he picked out 4 miles from Elk River. One newsman often came and took pictures of the snow and the logging. Had 9 donkeys working out of Elk River and on a clear day he could hear each one of them. Axel and his crew blew up stumps and levelled off the streets in Elk River.
[1:54:00],Big flood by Herrick on St. Joe in 1933; dike broke when Axel was in St. Maries; bridge near Calder also broke,"Big flood by HerricK on St. Joe in 1933, 2 days before Christmas when working with CCCs. Axel was in St. Maries when the dike there broke. Bridge built with 2 inch cable near Calder was broken; animals hung in crossarms of telegraph poles."
[2:00:00],CCC camp was flooded and reported a 95% loss to Fort Wright; rebuilding the camp,The CCC camp was flooded and the captain reported a 95% loss to Fort Wright. Major Murphy called Axel in to make a rough estimate of what they needed. Rebuilding the camp.
[2:06:00],"First CCC camp on Pend Oreille River had 26 old lumberjacks; had Wobbly thinking to destroy, not build","First CCC camp on Pend Oreille River had 26 old lumberjacks with the old Wobbly thinking - destroy, not build. Got rid of most of them and got the crew to work with him. You need to have the will of the camp."
[2:08:00],Gave locals near Herrick help; building new bridge across river from road to camp; dangerous work in the river,"Gave local people near Herrick help. Building new bridge across river from road to the camp. His dangerous work in the river. Gave tools away to farmers - boss said, ""The flood took care of all of it."""
[2:16:00],Farmer near Calder lost 86 head of cattle in flood,"Farmer near Calder lost 86 head of cattle in flood. Cows crowded by gate to the barn, calves stayed by haystack eating hay. One calf floating on a bale of hay. Milk cows tied to stanchions in the barn drowned."
