time,title,description
[1:00],Husband learned machine shop work; came west for early jobs and to visit the Wood family,"Ernie (her husband) learned machine shop work as a boy in the East. Smiths came west because their friend liked it so well - early jobs, and visits to Wood family."
[12:00],Husband worked for the company; lacked formal education and couldn't read books; didn't want to be foreman,"Ernie started working for the company on shays and in the shop. His skill at precision manufacture of parts from memory. Men in the shop bet that he could work as accurately by estimation as a man with a micrometer. He lacked formal education and couldn't read books, so he didn't want to be foreman."
[25:00],Indispensability to the company; hiking two miles to work,His indispensability to the company - he worked till 83. Working all night; hiking two miles to work. He didn't want responsibility of being foreman.
[30:00],1914 fire; women leisurely packed their trunks; the severity of the fire,"1914 fire. Its intensity. The women were leisurely packing their trunks, when Ernie came in a great hurry. His report of the severity of the fire. Getting their trunks to the depot."
[43:00],Looked ridiculous going to the depot; great aunt and uncle's excitement,"She wore all sorts of valuables, and looked ridiculous going to the depot. Great aunt and uncle's excitement."
[56:00],Sat on the train in the station until ten at night; evacuation signal whistle blown by mistake,"The people sat on the train in the station until ten at night, then were sent home because danger was lessened. During the night the evacuation signal whistle was blown by mistake."
[1:01:00],Sister-in-law caught in dirty clothes; waiting at the depot; man who left his wife during the fire,"Her sister-in-law was caught in dirty clothes when the fire started, which bothered her, being ""nasty-nice."" The well-to-do ladies wore their furs to the station. Waiting at the depot for hours. The doctor told her she could have the baby right on the train. The man who grabbed his dog and left his wife during the fire."
[1:12:00],Evacuation of Slabtown; bravery of Tarbox; feelings about likelihood of losing home; panic of taking belongings,"Evacuation of Slabtown - people had blankets over their heads. Bravery of Tarbox, who pushed the engine through a burning log across the track, and threatened his fireman, who wanted to jump. Feelings of family about likelihood of losing home. Panic of taking belongings."
[1:23:00],God changed direction of the wind; importance of God's help; most people thought it was luck,Perhaps God changed the direction of the wind during the fire. John Sanderson prayed when the wind changed direction at his home. Importance of God's help; most people thought being saved from the fire was luck.
[1:30:00],Mrs. T.P.Jones tried to run to Bovill; pressured lumberjacks to donate to the Red Cross; armistice celebration; Mrs. Jones refused to give the Red Cross the money,"Mrs. T.P.Jones tried to run Bovill. She pressured lumberjacks to donate to the Red Cross. Mrs. Jones invited the ladies' cemetery committee, headed by Nell, to serve a big dinner for the lumberjacks during the armistice celebration. Mr. Jones took the proceeds and refused to turn them over to the committee. She also refused to give the Red Cross money to the treasurer. Nell confronted her on the street of Bovill. Nell's responsibility for soliciting the town for the food for the affair. Finally she decided to forget about it because a grudge hurts the person who holds it. One day Mrs. Jones sweetly offered them their money."
[1:53:00],Mrs. Jones' fight with the Red Cross; lack of true friends,More of Mrs. Jones' fight with the Red Cross. Her probable motivation - swelled up over her husband's position. Her lack of true friends.
[1:57:00],Bedbugs from the camps,"Nell's father-in-law brought bedbugs from the camps, and she eradicated them."
[2:00:00],Birds' nests had bedbugs; men did most politicising,Birds' nests were found to have bedbugs. She is not a politician; men did most politicizing.
[2:09:00],Had to do most the child raising; husband's habit of rising extremely early,"She had to do all the child raising. Ernie didn't help, but asked her to hit them when they displeased him. Ernie's habit of rising extremely early; she wouldn't get up that early to make breakfast."
[2:17:00],Washing clothes; Grandmother's work making clothes from sheep's wool,"Washing clothes. Grandmother's work- making clothes from the sheep's wool. Nell's first knitting, when her friend had trouble."
