time,title,description
[0:00],Came from North Carolina; related to Martin Thomas; Potlatch Ridge; father worked on farms and did carpentry,"Family came from North Carolina in 1904, related to several people in the area including Martin Thomas. They landed in Juliaetta, then farmed Potlatch Ridge. Her parents came to Genesee from Oregon in 1893 and then Fix Ridge. His father worked on farms and did carpentry. They moved to Kendrick from the Texas Ridge farm so daughters could go to high school in winter."
[8:00],Early years on the farm; blacksmith shop in Leland; raising beans into grain; started growing peas instead of beans; farm chores; importance of farm animals,"Early years on the farm. Blacksmith shop in Leland. Tram with buckets from Potlatch Ridge to Kendrick. Juliaetta tram. Early trucks. It took a quarter of the 160 to feed the stock. Raising beans would be followed by an excellent crop of grain; young people hoed beans, cut them and piled them. Horses tramped beans before threshing machines. Peas replacing beans, because it was less work. Farm chores for young. Importance of farm animals - raising what you eat. Cream money for groceries. Tiny deposits in Kendrick bank of 1910. Trading for what you needed. A three-year note for $3 of spuds."
[23:00],Man killed over line fence on Texas Ridge; killer hung himself in neighbor's house; Devil's Lanes,"Men held on to their land, weren't anxious to get more. A man killed his neighbor in argument over line fence on Texas Ridge (1906); the killer hung himself in neighbor's house when he went to get the authorities. Devil's Lanes were small strips between property where the owners were unwilling to share fences. Land readily available to rent; young men could get a start by renting bean ground."
[29:00],Sawmills; people focussed on survival,"Much work for small sawmills. Prevalence of sawmills; they were brought in for patches of timber. People thought about survival, not being rich."
[30:00],Work was seasonal; Hauled grains on sleds to Kendrick; rebuilding after the 1904 fire,"Work was short-term and seasonal for many. Hauling grain on sleds to Kendrick in winter, visiting with friends in town. After 1904 fire many buildings were rebuilt with brick from Joe Fricktell's brickyard. After fire they cut trees from hillside for shade on Fourth of July; importance of the celebration."
[38:00],Railroad became supply link to Clearwater county and Pierce; stores in Kendrick,"After railroad came in 1891 Kendrick was the major supply link to Clearwater country and Pierce, by pack trail. Early stores were on present site of Kendrick school - sidewalks on stilts with railings protected drunk men from falling in the river. Towns were built from locally milled lumber."
[42:00],Leland flour mill; food grown on the farm; ice storage,"His neighborhood traded ""at home"", in Leland. Leland flour mill. Food was grown on the farm. Problem of keeping fresh meat - meat wagon taken to farms during harvest by Marvin Long.Ice Storage."
[49:00],"Women's raising of ""grocery money""; cooking in the cookhouse; responsibilities at a young age","Threshing pictures. She cooked for the crew at age of twelve. She started milking at five, as part of the women's raising of ""grocery money."" The men called cookhouse the ""pie house."" Country women used their own produce in the cookhouse. Inside the cookhouse - fighting flies. Cooking. Young age for responsibilities."
[1:00:00],First pair of long pants; long dresses for cookwagon; mother's fear of rattlesnakes,Boys wanted to work with men. Their pleasure at getting first pair of long pants. They helped with haying for 75 cents a day. Uncomfortable long dresses for cookwagon. Mother's fear of rattlesnakes - she wouldn't let children go barefoot. Threshing season for her outfit.
[1:05:00],Plowing as a child; commotion in Juliaetta when armistice was signed; Fourth of July,"Plowing only when ground was moist. Plowing with foot burner on wheeled plow as a child. Commotion in Juliaetta when armistice was signed. Fourth of July at Juliaetta park; getting a dress made for celebration while tramping hay. Riding cattle for play. ""Living free."" Easing of work in winter."
[1:13:00],First World War; talk around the Cameron community; World War II,"German opposition to First World War, in Cameron community. A man who'd talk to his father when the war was going well for the Germans, A man who talked against the draft, but signed up himself. A German blacksmith who shamed his countrymen when they didn't buy bonds. A wealthy German who didn't enlist in World War II was almost hung by drunk returning enlistees. This man tried to buy the only five plough lathes in town, causing enmity."
[1:20:00],Employment opportunities; depended on hand-me-down clothes; local gatherings,"Nothing was proved against IWWs. Good employment opportunities in the area. His family depended on hand-me-down clothes and shoes. There was more happiness, and commingling among people at local gatherings. People weren't trying to get ahead of others as much; snapping up of land now."
[1:25:00],Living in Kendrick with daughters; Texas Ridge farm; built a house,"Living in Kendrick with daughters. He rented Texas Ridge farm from local dentist, at his urging. Family built a house there the year he and Mabel married. Purchase of farm through his widow's generosity."
[1:30:00],Dinner with Soil Conservation Service; loss of farm in hailstorm; improvements on the farm,Dinner with Soil Conservation Service brass from Washington on their old farm. Description of their beautiful farm. Loss of farm in this year's hailstorm. Improvements on the farm through the years. Tile for good drainage. He never had a lease because the dentist believed in a man's word. Terms for rent were one-third of the crop.
[1:38:00],Spring blizzard,Spring blizzard of 1906.
