time,title,description
[0:00],Depression hardships and society,Father lost part of his land during depression. People visited for 2 or 3 days. Box socials and school programs. Chambers Flat and Harvard schools shared school term. She used to get excused from school and play hookey in the woods.
[6:00],"Chores and work at home, including childhood tales","Chores around the home. Separating milk from cream. Cellar to let milk sit in. Mother got 100 a pound for butter in Palouse. Playing on hill. Skating all winter, every night and all weekend. Dam near Harvard to help them float logs down to Potlatch. Boys chasing them fall in the water. Tabogonning. Only one married man used to come to skate."
[16:00],"Princeton, a half-way house, and the murder of Chinese miners","Princeton was the only nearby town - store, couple of salons, dance hall, hotel. Halfway-house between Palouse and Hoodoos. Chinese coming through. Some white men killed 5or 6 Chinese miners one night."
[19:00],Bachelor miners,"Bachelor miners. Billie Duff and Charlie Wagner. Johnny English, a Frenchman. One old man chewed tobacco and laid it on the fireplace."
[21:00],"Camping, huckleberring, and fishing",Camping on river. Huckleberrying and fishing. Stayed 3 days to a week. Scared at night. She. slept by tent door with an axe. Put wash tub in creek and filled it with berries. Huckleberry wine.
[27:00],Horseback riding; children taking care of themselves,Went horseback riding all Sunday in the woods. Sister knocked unconscious and didn't come to for 3 or 4 days. Parents would go away now and then; children knew how to take care of themselves. Mother made all her soap.
[30:00],Mother's cooking for boarders,Mother's cooking. Boarding men; mother cooked all the time. Camp near Harvard when building railroad. Men lived in tents. Father delivered milk.
[33:00],Naming of Harvard,Naming of Harvard by her father.
[35:00],Early businesses in Harvard,Early businesses in Harvard. French lady ran a boarding house. Boy hired to keep cattle from walking down railroad track into the fiEld. Many of the loggers came from the East. Some came with their parents.
[39:00],"Build up of Harvard, including hotel",Built up Harvard quickly. Three story hotel. Loggers stayed overnight on way to camps. Whittaker - Steele store. No saloons. Father opposed drinking. Drunk men pulled off train to sleep it off on Harvard railroad platform.
[44:00],"Celebrations, parties, and fights at dances in Bovill","4th of July celebrations. Wagon floats. Played for dances since age of twelve. Had only 6 piano lessons. Went up to Bovill every Friday night to play. Fights at the dances, usually caused by drinking."
[52:00],Native Americans harvesting Camas; sale days in Potlatch; shotguns,Indians digging camas in her front yard. Sale days at the Merc in Potlatch were a celebration. Once they gave a prize for the heaviest family. Mother kept her shotgun nearby when her father gone. Shot at a neighbor's bull to get him to go away.
[58:00],Father's logging and farming,Father logged his own place. At first with oxen. Didn't need much money in the old day* Grew mainly oats - some wheat. Ice house - cut ice on the river and buried it in sawdust. Side C
[1:00:00],"Timber, ice boxes, and water","Enamel ice box and pan to catch water. The REA. Father used to say ""everything came to him."" Used to be solid timber around Harvard. Parents when newlyweds went to cabin by Harvard. Mother took a clock with her."
[1:04:00],"Father's history, including chance to buy Spokane for $5","Father went to California when 19, worked on rail road. Could have bought Spokane for $5. A staunch Republican; in the state legislature in '18 and '19."
[1:08:00],"Flour, bread, and baking","During WWI couldn't buy white flour, couldn't bake anything decent, couldn't make bread. Prices high. Mother made delicious sourdough biscuits."
[1:10:00],Steffens desire to kill the sheriff and doctor,Steffens said to have wanted to kill Sheriff Joe Collins after killing Dr. Watkins.
[1:14:00],Harvard and Princeton kids sports rivalries and friendships,"Harvard and Princeton kids fought over ball games, but were good friends otherwise. Father, as manager, once had a team that whipped the county."
