time,title,description
[0:00],Crop Speculation led to losses; Difficulties in raising hogs,Roosevelt's help. Speculation on beans and wheat led to losses. Difficulties starting to raise hogs; moving the building for hogs with a stump puller to get it close to a pond.
[18:00],Modifying the pond for stock; preparing the hog house to move,Lining the pond with clay so it held water for the stock. Laying peeled logs under the hog house for skids. Work was easy for him when young.
[23:00],Moving the family to Central Ridge; Early clearing and farming efforts,The family move to Central Ridge. Climbing the ridge with the wagon and no trail. Father's early clearing and farming efforts. After threshing he brought home shoes for the boys. Broadcasting flax seed by hand.
[30:00],Improved hand broadcasting; Father threshed around Genesee,Improved hand broadcasting. Father threshed around Genesee.
[33:00],Grandfather and father's work in Minnesota; Driven out of Swift Falls and went to Park,"Grandfather and father's wood cutting with oxen in Minnesota. Grandfather loved Park and split wood even when he was old. They were driven from the Swift Falls area by grasshoppers and hail, and went to Park."
[41:00],Father's fire insurance company; Education in Spokane; There was no future in Norway,"Father started Farmers' Mutual Fire Insurance Company, a cooperative, on Camas Prairie. Father changed his name. Getting education in Spokane. No future in Norway."
[46:00],Homesteading on Central Ridge; Hauling Harvested Flax; Plowing the fields since he was eleven,Opportunity to homestead on Central Ridge. Father made money raising horses. Father's arduous trips to Kendrick with the harvested flax. At eleven Helmer was ploughing the farm with a walking plow; he practiced on four horses so his father got a gang plow. Straw bottoms.
[57:00],Last year farming Central Ridge,"His last year farming on Central Ridge: good money on pigs, problems with summer fallowed land, desire to get out."
[1:00:00],Quitting the ridge because of a bad neighbor; Bloowurst stole cattle,"A bad neighbor was a major reason why he quit the ridge. They fought after his boys persisted in dogging Helmer's cattle. Bloodwurst then dragged Helmer's lead cow down to his pasture. He'd also stolen cattle from a big stockman, Helmer discovered from a lawyer. He decided to ""neighbor"" with Helmer. A fight and a near-fight with two other men as a result of tangling with Bloodwurst. Teaching neighbors to saw cordwood."
[1:21:00],Confronting Bloodwurst about cattle theft; Sons harassed Helmer's boy,Helmer called him on stealing three cattle and two were returned. His sons harassed Helmer's boy.
[1:25:00],Helmer's son ran away from home in the winter of 1931; Found son in Pomeroy and wanted him to stay to get an education,"Helmer's son got balky and ran away from home (1931). The agonizing winter drive to Parma in his Whippet with a bad case of stomach flu, only to find that the boy wasn't there. Locating his son in Pomeroy - urging him to stay with the farmer, who was providing him with a school education he couldn't get in Park."
[1:43:00],"Helmer's experience in running away from home to try to homestead; Working in Avon, Deary, and Craigmont","Helmer himself ran away at eighteen to raise money for homesteading in Canada. His horseback journey to Gifford to find it still too early for farm work, then north to Park in a snow storm. His jobs working near Avon for a French-Canadian (who later killed his wife) and at Deary, His father discovered his whereabouts when Helmer tried to collect money owed by a farmer. His father persuaded him to work on the railroad from Craigmont to Nezperce, but the job was no good."
[2:00:00],Didn't homestead in Canada when he couldn't raise the money; Father built the house and barn in 1908; Father's education in Missouri,Father persuaded him not to go to Canada when he didn't get enough money. In 1908 father had house and barn built. Father went to chiropractor school in Missouri.
[2:07:00],French-Canadian killed his wife and himself; Father's chiropractic work,"The French-Canadian he'd worked for killed his wife and himself, becoming extremely jealous of her going with woman friends. Father's work as a chiropractor - helping Helmer's injury."
[2:11:00],Pleasures of dances in homes; Sneaking out to dances,Pleasure of waltzing in homes. Learning from their aunt. Masquerade dance. Basket socials. Dances till daylight; you'd hear the violin as you were trying to sleep. Sneaking out of the house to dance despite father's wishes.
[2:20:00],"Brothers worked for Malcom, a good neighbor","His brothers worked regularly for a good neighbor, Malcolm, whose offspring now hold a lot of land."
