time,title,description
[0:00],"Family came with other Germans from Arlington and New Auburn, Minnesota; poverty of the people","Family came with other Germans from Arlington and New Auburn, Minnesota. Poverty of people. Mother's first impression of Kendrick as a hole. Reverend Hopf persuaded some of his old congregation to come."
[6:00],Early days at Cameron; people told stories; celebrations and get-togethers,"Early days at Cameron. People told stories; grandmother told of ghosts. Get-togethers. Fourth of July celebrations. Games. Dances first at homes, later in school. Literary societies: the ""Hog's Eye"", a newspaper with funny stories about the people. Debates were serious; importance of printing press verses discovery of America."
[15:00],Old country customs; celebrating Christmas at home,Old country customs: celebrating Christmas at home. Low and high German.
[19:00],Desire to become American; patriotism and loyalty in WWI,Desire to become American. Patriotism. Loyalty in World War I. Mother's reluctance to go out then. A Leland person stomped Cameron's flag in the ground. Mother's teaching about judging people. Sons in World War II. Perhaps a few were reluctant.
[26:00],Grandparents disliked wars and class distinction in Germany; equality of poverty then; less class distinction,Grandparents disliked wars and class distinction in Germany. Equality of poverty then; less class distinction now. Helpfulness of community. Typhoid in her family. (continued)
[30:00],Death and typhoid; mother was wonderful; importance of honesty and education,"Death and typhoid. Mother was wonderful. Importance of honesty and education, and not thinking you're better than anyone else."
[39:00],Teaching school;few children went to high school; strange old fashion teaching methods; tradition of teaching in the family,Teaching school. On Friday afternoons she had the children tell about their experiences. Very few sent their children to high school when she went; her parents sacrificed because of their determination. Queer ways of an old fashioned schoolmaster; her brother's innovations. Tradition of teaching in her family; parents' regrets that they couldn't have got more schooling.
[51:00],Mixing for young people; husband told her not to go back to teaching; discrimination of woman teachers,"Mixing for young people. Her husband told her not to go back to teaching. Discrimination against woman teachers. Her work at home. Renting a farm; slow process of acquiring land. They hardly noticed the depression. Many of the successful local farmers inherited. Her father-in-law's unsuccessful farming, including eastern Washington and Alberta. School consolidation was accepted with mixed feelings."
[1:00:00],Consolidation ended friction between small communities; Civic activities and importance of Church; non-Germans in the community didn't mix,"Consolidation ended friction between small communities Civic activities and importance of church. Non Germans in community didn't mix much or learn German. They spoke English as children with non-Germans, following parents' instructions. Sunday visiting - baseball, horseshoes, picnics."
[1:06:00],Girls worked as maids; few opportunities for girls; divided opinions on sending girls to high school,"Girls worked out as maids, but she didn't want to and to this day dislikes housework. Few opportunities for girls. Her parents shared decisions equally and let their girls do what the boys did. Divided opinions about sending girls on to high school. Decline of neighboring."
[1:14:00],Games that girls played; sports; party games,"Games that girls played. She played baseball with the boys. Cameron verses Leland ball rivalry. Party games - Spin the Bottle, Telephone, Cross Questions - Silly Answers, Post Office - were played at homes. Literary and debate. School games - Black Man (Pom Pom Pullaway), Crack the Whip, Dare Base, baseball, Run Sheep Run, Old Mother Pigeon Toe."
[1:22:00],Threshing crews; excitement for young people to meet opposite sex in threshing,Threshing crews. Excitement for young people to meet opposite sex in threshing. Chores for her to do at home; dislike of digging potatoes. She had to study harder at Spokane High School than at Lewiston Normal. Philosophy of service taught to teachers.
[1:30:00],Experience of student teaching in Lewiston,Experience student teaching in Lewiston - attitude toward supervisors. She resolved never to physically hurt a student after she did once.
[1:36:00],Getting lost coming home from school in Spokane; Aunt and Uncle in Spokane were poor,Getting lost coming home from school in Spokane. Aunt and uncle in Spokane were poor. Reminder that she once said she wanted servants. Girls' infatuation with movies: thev didn't see the other side.
[1:40:00],Red Cross work in WWI; church criticized use of German language; husband changed name to get work,"Red Cross work in First World War. When outsiders criticized use of German language, the church started English services three weeks out of four. Husband changed name from ""Neumann"" to get work in Coeur d'Alenes. There was far less stress on nationality in the West than the Midwest - all were Americans. Acceptance of a Japanese teacher in the area. Father's belief in opportunity of West. Father could have bought land at Spokane."
[1:46:00],Father was first in group from Minnesota congregation; dances,Father was in first group from Minnesota congregation. Support of minister. Church was used only for religious activities. A new dress from confirmation. There was more prejudice on the part of each church; parents taught acceptance of other churches. How reverend dealt with opposition to dancing. Dances.
[1:53:00],Most didn't go to high school; rivalry and feuds between families,Most didn't go on to high school. Rivalry and feuding between families. Some felt they were a little bit better than others.
[1:57:00],Triple drowning of the Tupper family in their pond,Triple drowning of the Tupper family in their pond.
