time,title,description
[1:00],Parties at the Mansion; Mansion Grounds; Use of Front Porch,"A large garden party at the Mansion given by Mrs. Adair. Adair flowers at the Mansion. Calling on people on the other side of town. Serving a special salad with pineapple. Cutting their first pineapple. Reason for parties. Mansion grounds; the birdbath, a woodpecker. Use of front porch; Mrs. McConnell, ""bird house"" enclosure. Sleeping on the upper porch in summer."
[22:00],Boarders; Standards for Roomers,"Kinds of trees planted around the house. Family's attitude toward the mansion. Boarders; mother's standards for roomers, and popularity of mansion to boarders. Bernadine's interests influenced by boarders."
[31:00],Life as a Girl; Public Readings,"""Dandy Lion Killer."" Self-restraint as a girl. Ione's public readings. Bernadine's desire to win applause like Ione."
[39:00],The McConnells,"An Indian friend hid Ben McConnell's son, during an Indian raid at Yamhill, Oregon. Homes the McConnells lived in. The rhyme McConnell told Bernadine. McConnell's bankruptcy. His business interests. He wasn't given special attention after her return. Mrs. McConnell didn't go to Boise because she was so retiring. McConnell children. Mamie McConnell met Borah in Boise."
[1:00:00],McConnell's Job,Borah got McConnell a job as immigration inspector; Ione helped him.
[1:04:00],College in Lewiston; High School Commencement; Exclusiveness of sororities; Subjects of Study for Women,"Ione went to Lewiston college so she could live with her younger sister, who needed her. Learning physical culture from Amelia Henry; demonstration at the high school commencement. Dean French and her strictness. Exclusiveness of sororities was bad. Subjects of study for women were limited."
[1:25:00],Enjoying School; Musical Training,"Their enjoyment of school. Their sisters wouldn't try to excel as they had. Bernadine's musical training included work at various conservatories, but her best teacher was at Moscow. Hired as voice teacher at the university as a come-on."
[1:30:00],Bernadine's Musical Training; Enjoyment of Teaching,"Earning money to support her musical training. Her first, painful exposure to symphonies. Enjoyment of Rubenstein's recent concert on TV. Her performances as a girl for her parents in the mansion. Enjoyment of teaching; advantage of teaching privately. Her exceptional hearing. Her nose contributes to her mezzo-soprano."
[1:44:00],Putting on Airs,Father's lecture when his girls said they were rich. Father's mild punishment for Bernadine's rudeness. Attitude toward putting on airs; university people thought they were a notch above others.
[1:51:00],The Crissman Family,"Crissman family, the only blacks in Moscow. Mammy Crissman's service at the house; her joke in the dark."
[1:56:00],Tramps; Marking of Houses,Tramps stopping at the mansion. Marking of houses. 5o Interactions.
[2:00:00],Alexander's Ragtime Band,Sister played Alexander's Ragtime Band as the church offering.
