time,title,description
[0:00],Parents' life as farmers in Nebraska,"Parents came to Idaho in 1913 because of father's health and old friends in the Princeton area. Farming in Nebraska; drouth, hailstorms, grasshoppers. Lightning storms that scared neighbors here were normal in Nebraska. Trip out by train on a through coach. First potatoes in Palouse tasted sugared compared to green Nebraska spuds."
[8:00],Dick had natural interest in logging; worked various jobs,"Getting the family place. Dick broke a leg before he came out when a horse fell on him. He took a natural interest in logging from the first fall— the first operation, on the home place, was very simple. Working various jobs as methods changed."
[17:00],World War I logging; Harvard camp,Logging with a railroad and team was most economical. A railroad camp was too big to move over the bridge at Harvard. Culling logs to save them from going to Japan as cants around World War I.
[23:00],Weyerhaeuser empire,"Weyerhaeuser empire, from Alaska to the equator. End of the operation near Fernwood Weyerhaeuser and Scott Paper ""share"" chipping in Lewiston."
[28:00],Pulling stumps with horse,"Clearing logged-off land for farming, pulled stumps well. An old horse pulled stumps well."
[30:00],"Pulling stumps with steam donkey, dynamite",Pulling stumps with a steam donkey and dynamite. Tamarack stumps burn poorly. Planting oats for hay.
[32:00],IWW strike at Bovill; Dick stayed; labor conditions,"IWW (Industrial Workers of the World) strike at Bovill. Out of 150 men, 28 stayed. Why Dick stayed. Authorities gave permits to pack guns. The men struck for better conditions, not money. How Dick discovered the changed conditions."
[38:00],Lumberjacks moving around,"""Lumberjacks from every state in the union."" Loggers left and came back again."
[42:00],Lumberjack preacher,"Dick Ferrell, lumberjack preacher, handles men who disrupt his sermon. His past life."
[45:00],Potlatch Joe; Tom Kelly,Potlatch Joe pulls a gun in a poker game. Tom Kelly withheld his pay because Joe would spend or gamble it away. Joe tricks him by going to Deary instead of Spokane.
[48:00],Drinking and gambling in bunkhouses,"Card sharks. Bidding goes up in each bunkhouse down the line. Jess Hetley bluffs on a pair of jacks. Sheriff Summerfied and T. P. Jones argues over benefits of drinking and gambling, then pretended to gamble with matches."
[55:00],IWW episodes in Moscow,IWW (Industrial Workers of the World) in Moscow bullpen didn't suffer. Fires in the grain fields and exploding equipment were probably pinned on them.
[57:00],Interactions with police and IWW; friendship with Pat Summerfied,"Pat Malone makes police remake Dick's bed, pulled apart in a search for Wobbly cards. Pat argues with Summerfied over arresting two men who aren't IWW's. Pat helps Dick escape with six gallons of moonshine, and then invites him up to drink; their friendship."
[1:00:00],Reputation of Pat Fialone,"How Pat Fialone got his reputation in Duluth, Minnesota, He'd look the other way when lumberjacks were drunk. He was strong, and would get his man if he decided to."
[1:05:00],Clay Gustin,Clay Gustin's strength and fights.
[1:08:00],Old verses new lumberjacks,Older lumberjacks got mad at newcomers' replay of the day's logging at night.
[1:10:00],Arrests for moonshining,"Pat Malone ""arresting"" Francis Lynch for moonshining."
[1:13:00],Logging mill during Great Depression,"If the logger had too many difficulties, he'd quit. Dick's problem with the mill foreman about winter work during the Depression."
[1:18:00],Earning a living during the Great Depression; Colfax Russians,"In the Depression Dick made a living cutting cord wood in a cooperative effort. He gets a big hog for one truck load of wood. The Russians below Colfax bought wood, traded for hay. How will the young take another depression? Good times in those Depression days."
[1:28:00],Money owed for Potlatch land,"He owed three years' payment on land he bought from Potlatch, but they didn't foreclose."
[1:30:00],Potlatch deeds Moscow Mountain to the University of Idaho,"Potlatch Lumber Company, owing back taxes on their land, deeded Moscow Mountain to the University."
[1:34:00],Decline of town of Palouse; wood for Moscow Library,People have drifted apart compared to the old days. Decline of town of Palouse. Dick is still owed money from the Depression. Day-and-night hauling wood to Moscow library.
[1:45:00],"Drilling, dredging along Palouse River",Striking logs while drilling deep underground for water. Dredging for gold on the Palouse River.
[1:49:00],"Fighting forest fires, then verses now; Fleetwood Fire",Dick gets 72 hours straight pay working on a fire. How Dick missed the Floodwood fire. Fighting fire with hand tools could do a better job than the Forest Service today.
[1:55:00],Working too fast; fire threatening work crew,"""We haven't got no old time lumberjacks."" Operation depends on man in charge. Dick is almost penalized for working fast. Bill Helmer pulls his work crew when threatened by a fire, angering T. P. Jones, (continued)"
[2:00:00],Protecting work crews against forest fires,"(cant.) Bill Helmer protects his work crew. Tim Fitzpatrick, a cruiser, notched his compass for each state he worked."
[2:04:00],1910 Fire; Slash fire in 1918,1910 fire scarred the yellow pine. Fighting a slash fire at Camp 10 (circa 1918).
