time,title,description
[0:00],Modernization in Norway,Modernization in Norway has followed America. In his home in Norway.
[7:00],History of Norwegian school; temperance league for youth,History in Norwegian school. Temperance league for youth there.
[13:00],Nearby Methodist Church; no dancing; plays and parties,"He went to nearby Methodist Church, although Nick and John thought he should stay with Lutheran. No dancing; kids played ""Three Deep."" Plays and parties."
[23:00],Trading in town; Troy establishments,Trading in town on Saturday. Troy establishments.
[30:00],Train depot; farming on his own; market crash in 1920; no getting ahead in the twenties,Train depot. First years of farming on his own. Other work while he was farming. Effects of market crash in 1920. Decision to return from visit to Norway. No getting ahead in twenties.
[45:00],Threshing business in the twenties; advantage of gas; source of harvest crew,Getting into threshing business in twenties. Advantage of gas over steam. Big orchards. Source of harvest crew. Enjoyment of harvest.
[59:00],Hardship of thirties depression,Hardship of thirties depression. *Goes off transcript for approximately 30 minutes*
[1:33:00],Best prices for farmers; price controls; Eisenhower's opposition to family farming,"People could still make a living on small places with old equipment. The best prices for farmers were in the forties; and under Truman, with price controls. Eisenhower's opposition to family farming. Advantage of having people on the farm."
[1:43:00],Decline of neighboring; fertilization ruining land,Decline of neighboring. Need for price supports. Fertilization is ruining land; mulching was good for it.
[1:57:00],Advantage of inheriting land; need for modern equipment,Advantage of inheriting land or starting farming in early years. Need for large farm acreage with modern equipment.
[1:59:00],Bank of Troy helping people; liberal policies,How Bank of Troy helped people. Continuity of liberal policies.
[2:04:00],The sawmill in the White Pine area; an alcoholic,Enjoyment of his pasture land. Residents and the sawmill in the White Pine area. An alcoholic.
