time,title,description
[0:00],Place of birth and growing up a pioneer,"Her place of birth was incorrectly recorded as Latah, not Nez Perce County. Growing up with a pioneer heritage*"
[3:00],Stories from living on the farm,Watching an Indian get fruit from the Reuben place. Reuben family. She asks Eddie Conner an embarrassing question. A dispute over the farm's boundary is settled by a grove of trees.
[8:00],"Fruit, produce and animals","Her father's knife is lost in a tree. Kinds of fruits from the family orchard. ""The William Nixon Bare Spot"" in the raspberry patch. Her father wins a bet with a neighbor about the size of his strawberries. He loved to give neighbors garden produce, and to keep Gersey cows in town."
[15:00],Dogs and animals,"Dogs. Gack, their first, a stray from a covered wagon, was shot by neighbors when roaming. Stubb, the cattle dog, and Missy, who knew how to get petted. Grace kills her puppy by mistake."
[21:00],Dealing with rattlesnakes,Snakes. How children took care of rattlesnakes. The mate returned to the spot where his partner was killed. Where rattlesnakes were found.
[24:00],Birds on the farm,"Birds. The pigeon problem on the farm. Swallows, hawks, and other welcome birds. Destructiveness of English sparrows and sparrow hawks."
[27:00],Pigs on the farm,Their pigs were great snake killers. Missouri razorbacks ate chickens. Her mother fights off two enraged sows who were attacking a piglet caught in the fence.
[30:00],Women's work and survival,"Her mother's frailty. She used to tell Grace that while men worked six days, women worked seven, and that women conceived when they were physically weakest. (An unwanted child became a leading citizen; nature took care of the human family before family planning.) Her mother's isolation was lightened by joining the Golly Gokers, an international club of people who wished to correspond: gifts and letters came from everywhere, and the children learned of geography. Her mother enjoyed giving a meal to travellers and talking with them; they housed the school teacher and hired hands. Winter breakfast."
[42:00],Native Americans in the area,"Indians. Peo-peo-ptalkt, and hollyhock in Indian yards. Charlie White's mother, an Indian, was put aside for a white woman after the country was settled; the story was told that she camped in the new wife's yard when she was angry. Grace's Indian friend had tragedy in her family when her son was killed in a fight."
[50:00],Stories of women in the area,"Brocky Gack, mistress of a rancher, had pride in dealing with a dressmaker. Gane Silcott, an Indian, was buried by her husband Goseph at the confluence of the Snake and Clearwater. Goseph never took his sister home to meet her."
[54:00],Trapping animals for bounty during war; coming of the telephone,"She trapped squirrels and weasels for bounty while the boys wjuri at war, and bought a ukelele with the proceeds. She learned songs from early records, some of which her mother worried she'd sing in town. The telephone came; a night call of distress from the Spokane county jail."
[1:00:00],Stories of Nez Perce,"Her brother Ben was often asked for a little money by the Indian he rented from. He witnessed a Nez Perce funeral, which ended with the widow giving away all the family possessions."
[1:05:00],Bunkhouse and reading books,"The bunkhouse covered the storage cellar. Mother discouraged her from reading westerns, forbade Horatio Alger, but permitted mild love stories. Reading Topnotch while herding cows. They named cows after the wife of the man who sold them, or after movie stars."
[1:11:00],Horses and dogs,"Horses. Prince always stopped when one child tumbled off his back. Madge lived on white bread through a winter; Ben mourned when she died and was dragged away. A small boy was bitten by a rabid coyote, and the family dogs were muzzled."
[1:17:00],Electricity and going to town,"Electricity came to the farm. Dressing to go to town to trade, and wearing dusters. Mother told stories on the way to town; Follow-Me's rest stop. The pleasure to come back home."
[1:23:00],"Trees, shrubs and bees on the farm; first job; working as telephone operator","Trees and shrubs on the farm. Mother hived bees for honey, and once nearly died from a dead stinger. The family children didn't hire out, which was her mother's pride. Her first job was embroidery for ten cents an hour. Working weekends as the Genesee telephone operator for nine cents an hour; she was afraid of the switch board in thunderstorms, and handled all kinds of requests."
