time,title,description
[0:00],Studying home economics; Acquaintance with husband; Discrimination in Spokane,"Her study of home economics at the University. Intention to teach; instead, training was useful in home and business. Acquaintance with husband during college. His return to China to look over opportunities. Discrimination against him at Pantagicus Theatre in Spokane. She would have had difficulty teaching then."
[10:00],Family restaurant during the Great Depression; Family travelled to China and back,"Buying restaurant from parents during depression. Her parents returned to China with younger children to see that they got culture. Her brother and sister returned to America in 1937, during trouble in China. Employees deferred some wages during depression until they had money to pay; hard work."
[16:00],Social activities for Asian students; Exclusion and inclusion from activities; Changes in minority treatment over time,"Cosmopolitan Club was source of social life for Asian students,who were excluded from university activities. She didn't mind because it gave her more time to study. Her closeness to the other girls in home economics,and her inclusion in all their activities. Her social activity in Moscow, Their good treatment in Moscow; they have avoided the few who didn't care for them. Change in treatment of minorities in time."
[30:00],Rejection from Baptist Youth group; Prejudice in town; Cosmopolitan college group,"His experience of rejection in Baptist youth group in Pullman - hypocrisy in carrying out Christian teachings. Chinese didn't try to mix because they didn't want rejection. Encountering prejudice in theatres and barbershops. All non-whites were ""colored"". Cosmopolitan college group."
[39:00],WSC friends were from Walla Walla; Difficulties for Chinese people to get citizenship; Educating children,"His friends at WSC were friends from high school in Walla Walla; difference in his experience and theirs. Until 1943 Chinese had to be born in the U.S. to be citizens. Chinese boys stood up in fights against Russian and Italian boys' taunts. Class distinction in high school. He wore ROTC uniform and could therefore be as well dressed as other students. His father educated daughter to be a doctor, although others disapproved. A brilliant Chinese woman who couldn't get a good job. No good jobs for Chinese because they weren't citizens."
[51:00],Differences between how people were treated in China and America,"He felt good in China because he was one of them and respected by them. By being in America he was considered an aristocrat in China. In America Chinese are immediately typed as ""lower class"", even today. Preference of Chinese for living in China. Lodges wouldn't admit Chinese."
[57:00],Benefits of owning a business; Nature of Chinese people,Being in their own business protected them from discrimination. Chinese are mild people and don't force circumstances. A brilliant Chinese woman scared the men off because of her education.
[1:00:00],Return to China to marry,Return to China to marry.
[1:01:00],Operating a Chinese restaurant after WWII; Money during the Depression; Chinese people looking for work,"Chinese food wasn't popular until after the Second World War. To make a living Chinese restaurants had to serve more food, better prepared, for less money; so they had to work up to sixteen hours daily. Restaurant work They knew they'd be able to make a living. Introducing Americans to Chinese food. Owing money in depression. Employees - they liked to help college students; few Chinese looked for work in Moscow."
[1:15:00],Raising children in American ways; Woman's role in family,"Children's help in business from a very young age. They were raised in American rather than old-country ways. Her preference for women to stay at home with family, Chinese women were secluded in homes in early days."
[1:23:00],Discrimination and treatment of Chinese people,Discrimination towards Chinese changed when blacks became active for civil rights. Chinese found America a good place to make a living. In the old days Chinese were treated like animals.
[1:28:00],Chinese men visited prostitutes in Walla Walla,Prostitutes in Walla Walla took Chinese money and found the men to be less brutal.
[1:29:00],Treatment of women in China; Marriage prospects,"In China girls were sold to families as serving girls, and became members of the new family. Their marriage prospects."
[1:30:00],How well family lived in China; Life before and after communism,"His mother lived fairly well in China because of father s earnings. Father only went back twice to visit. Obligation to give money to many relatives when a person returns to China. Life of her parents after their return to Chinas loss under communism. How her parents got out of China they were not free. Before communism, there was great poverty but also personal freedom. Life under communism - good for the masses, but tragic for those who had some money."
[1:44:00],Friends and relatives in the area; Wedding celebrations,"Maintaining contact with Chinese friends in the region. Wedding celebrations. They are included in gatherings of Engs, the major family in the area. Relatives and friends. Friendship with new owners of their restaurant."
[1:51:00],People on the outs with the Manchu came to America from Canton,Why people from Canton came to America; they were on the outs with the Manchus.
[1:55:00],Family's Christian background; Religious influence in Walla Walla,What their friends speak of when they get together. Her family's Christian background. Religious influence on him in Walla Walla. Their connections through the church and business to American society.
