time,title,description
[1:00],"Fires of 1910 started with lightning and hit on Elk Creek, Tamarack, Bolls cabin","The fires of 1910 started with lightning. The last rain was in April, Sent to spot fire on Elk Creek and corralled it. The next day the Tamarack fire flared up and went twenty miles in two hours. They were at the Bolls cabin on ridge near Elk Creek when the fire passed. It came within a hundred feet of the clearing. It would twist a tree, take the top and carry it hundreds of feet. They stayed and worked on the fire and ate everything Bolls had in the cabin and potato patch. Didn't know the country and walked thirty miles to get to the main camp a few miles away by land."
[17:00],Logging started on Elk River in 1911; built mill and town at the same time,"Logging started going around Elk River in 1911, Built mill and town at the same time. At Elk River from 1909 - Dec, 1930 when the mill shut down, Married a flunky."
[23:00],"Lived comfortably and safely on Elk River; when mill closed population was 1400, with three schoolhouses and the Trumball Post Office","Never locked his door when he lived in Elk River, Three friends would stop by early Sunday morning and have a drink and talk. When mill closed there were 1400 in Elk River, Three schoolhouses near Elk River before the town started and the Trumball Post Office in Elk River."
[30:00],"Arrival in Elk River and catching fish in the creek; whole town was covered with big white pine, white fir, and red fir","Arrival in Elk River and catching fish in the creek. Whole town site covered with big white pine, white fir and red fir."
[33:00],"Worked in the woods as a child in Sweden, Patron has sawmill, four mill, foundry, sash and door factory, machine shop; families lived in house owned by patron","Worked in the woods as a child in Sweden, Patron had a sawmill, four mill, foundry, sash and door factory, machine shop. Land farmed on a seven year rotation. Families lived in house owned by patron with a piece of ground. Axel worked for patron for five cents a day. Came to America because the wages sounded better here. Taught by one old man in grade school."
[45:00],His experiences with Weyerhaeusers; they'd inspect once a year and took them out to camp and feed them; after 1922 fire salvaged 32 logging camps,His experiences with the Weyerhaeusers. They'd inspect once a year and they took them out to a camp and fed them. After the 1922 fire on Marble Creek they had 32 logging salvage camps and Charlie Weyerhaeuser stayed around for months. Charlie heard the Weyerhaeuser1s bad-rapped in Bovill and he laughed about it.
[54:00],"Story about Weyerhaeuser starting with a homestead, bought more land and built sawmill with backing from German money","Heard one story that Weyerhaeuser started with a homestead, bought more land and built a sawmill with backing from German money. Laird the assistant manager and major stockholder and often rode with Axel on the speeder. When people in Potlatch were promoted they moved into a bigger house."
[1:00:00],Axel was foreman at Camp B During the IWW Strikes; Axel convinced men to take down the IWW stickers,Axel was a foreman at Camp B by the time of the IWW strike in 1917. Every camp and mill in the Inland Empire shut down. Axel had them burn brush around the camp a few days before the strike. Axel convinced the men to take down the IWW stickers they'd plastered everywhere. Twenty boxes of dynamite lay in plain sight. They hurry to get the time slips ready. The eight men left in camp fight fires (not set).
[1:15:00],Axel returned to camp at midnight and wasn't shot by watchman because he started to whistle,"Axel returned to camp at midnight and wasn't shot by the night watchman because he started to whistle. Almost shot by the fire patrol, Jackson and Hayes, when the forest is closed. Axel unlocked the chain and stood in the pickup's light by chance and the men didn't shoot. Helmer had called Jackson to say a man who'd help up a poker game might be coming through. A few hours later Jackson was still shaking."
[1:23:00],After the war there was clean linen and bedding; quality of camp improved,"After the war there was clean linen and bedding, eight men to a car, showers and hot water in the camps. In the early days there were greybacks and bedbugs; when you carried blankets you couldn't keep a camp clean. Tried to steam them out and in a month worse than before. Wobblies did a good job."
[1:30:00],After the War had to sign up with the 4-L's in order to work,After the war you had to sign up with the 4-L's in order to work
[1:32:00],Axel was between management and workers; last Wobbly strike in 1948,Axel was between management and the workers. He had to try to hold a crew and was often on the carpet for showing favors. Last Wobbly strike in 1948.
[1:37:00],After war most of the old crew came back to work with Axel; most of the loggers were foreigners,After war most of old crew came back to work with Axel and some buddies from France. Maybe half a dozen from Elk River enlisted. Most of the loggers were foreigners. Axel couldn't get a commission because he wasn't a citizen. 1921 slump.
[1:42:00],1911 to 1914 built railroads; Potlatch owned timber byt not the land; railroad crew almost all immigrants,"In 1911 to 1914 built railroads - laid and picked up tracks and built beds. State land had to be logged quickly because Potlatch owned the timber but not the land. Railroad crew almost all immigrants. Sometimes he'd fire the whole crew, call Featherstone in Spokane and get a whole new crew of 60 or 70 men. After a few years they got to know Axel and he them and they stayed. The crew would get the Wobbly idea-""I won't work"". Laid 1/4 mile of track a day by hand. Gyppoed 1/4 mile a day with 14 men often. Could make $10 a day when gyppoed piling lumber."
[1:57:00],Logged in France so the place looked like a park,In France logged so the place looked like a park when they were done. Would set work loads for men for the week and they'd be done Thursday and they were given leaves and left camp.
