time,title,description
[0:00],Teacher experience before Bovill; lack of learning in schools,Teaching experience before Bovill. Training at Lewiston Normal - teacher* had to throw out the theory and use their heads in the classroom. Lack of learning in school now. Teaching phonics. Mental contests between Bovill and Deary. Bovill girls were pretty.
[11:00],Teachers in Bovill; lack of education and discipline,Teaching two grades instead of all the grades. Respect for teacher in one room school; discipline in Bovill. Small teachers often had a harder time.
[18:00],Mother was a teacher; first husband was very mean,"Mother was a teacher, so it followed naturally for her. The husband of the family she first boarded with was very mean, and she determined not to marry someone like that."
[22:00],Social life for teachers in Bovill; card games and dances; people remained in Bovill,Social life for teachers in Bovill - card parties and dances. Groups of couples gathered for snacks after dances. Listening to a lecture by a bridge expert in Moscow. People remaining in Bovill from the old social group.
[29:00],"She ran Sunday school, in Bovill","She ran Sunday school, in Bovill."
[31:00],A wedding for a poor girl put on by the women of Bovill,A wedding for a poor girl put on by the women of Bovill.
[34:00],Rooming with different people in Bovill; Boarding and eating out,Rooming with different people in Bovill. Boarding and eating out.
[39:00],Pat Malone and the lobby of the Spokane Hotel; Pat as deputy had little to do,Pat Malone and the lobby of the Spokane Hotel. Pat as deputy had little to do.
[46:00],Pete Olson was a good but eccentric man; read a lot but lived in a filthy house,"Pete Olson was a good man, but eccentric. He read omnivorously, and lived in a filthy house. He was very attached to his animals, and died while drunk. How he made a living."
[54:00],A woman druggist who was conned by men with worthless mining stock,A woman druggist who was conned by men with worthless mining stock.
[57:00],Reluctance to hire Catholics and married women to teach,No Catholics were hired to teach while one man was on the school board. Reluctance to hire married women to teach. Social division of women.
[1:01:00],"Bovill was a ""liberal"" town; anti-drinking sentiment among the Presbyterians","Drinkers were beyond the social pale. Anti-drinking sentiment among good Presbyterians. Bovill was a ""liberal"" town."
[1:03:00],Mrs. T.J. Jones' social isolation from the town; had to ask her for all his spending money,Mrs. T.J. Jones' social isolation from the town. T.P. had to ask her for all his spending money.
[1:10:00],"Weekend trips from Bovill to Spokane, renting costumes for Halloween masquerade dances",Her weekend trips from Bovill. Renting costumes from Spokane for Halloween masquerade dances. Driving the old road to St. Joe. Putting up cars in winter.
[1:16:00],She removed her money from the Bovill Bank before the Depression hit; she hid her money in stockings; social life during the depression,"Depression was a great leveller. Bovill bank took people's money right before it closed. She got money out of bank when she heard men talking about closure. She kept money in stockings. CCCs. Town cared for the suffering. Shooting deer, cutting wood. Continuity of social life during depression."
[1:24:00],"Community plays were much fun. Needland Parker, an actor and playwright, wintered in Bovill and put on plays","Community plays were much fun. Needland Parker, an actor and playwright, wintered in Bovill and put on plays."
[1:30:00],Movies and travelling players.,Movies and travelling players.
[1:32:00],Urban community is self-centered and fast paced; people less concerned about others,Urban community is self-centered. Fast paced life makes people less concerned about others. Hard times should bring people together.
[1:35:00],Bovill people made more working in the woods than working in the mills,"""Poppa Potlatch"" - getting services from the company, Bovill people made much more working in the woods than men did in the mills; they didn't regard Potlatch as taking advantage of them."
[1:43:00],Bovill women controlled the husband's money. She never felt subservient,Bovill women controlled the husband's money. She never felt subservient.
[1:47:00],Amorality of the young; women and ambition; teacher looking to get married,"Amorality of young. Need for women to have ambition. As a teacher, someone always wanted to marry her; so she shopped around. Problems of finding the right man. Belief in family unit. Drinking wasn't too big a problem."
[1:54:00],Not much politics in Bovill - most were Democrats,Not much politics in Bovill - most were Democrats.
[1:57:00],"Kids weren't told they had problems, so they didn't have any","Kids weren't told they had problems, so they didn't have any."
[1:59:00],"Learning disabilities. A dose of ""willow tea."" Sources of problems","Learning disabilities. A dose of ""willow tea."" Sources of problems."
[2:05:00],Bribed with a pair of silk pajamas to pass a child; flunking kids who weren't prepared,"She was to get a pair of silk pajamas from a lady for passing her child, but she failed her. Flunking a bunch of kids who weren't prepared for the grade."
[2:05:00],"Little time for self-expression in class, with the 3-R's. A boy who was a ""social pass.""","Little time for self-expression in class, with the 3-R's. A boy who was a ""social pass."""
[2:13:00],The kids hurt a boy's feelings; he went on to become very successful,The kids hurt a boy's feelings; he went on to become very successful.
[2:15:00],Transition to married life; she valued her free time. Enjoyment of teaching young kids,Transition to married life; she valued her free time. Enjoyment of teaching young kids.
[2:18:00],Snootiness of teachers trained at the University of Idaho to those trained in Lewiston,"Snootiness of teachers trained at University of Idaho to those trained at Lewiston Normal, Unfair grading of university papers. Accompanying a girl and her date to Lewiston,"
[2:23:00],Axel Anderson's first and second wives,Axel Anderson's first and second wives.
[2:28:00],Separateness of lumberjacks from town,Separateness of lumberjacks from town. Two men gave her part of their money to hold onto while they went on a trip.
[2:34:00],Careers of various students of Mrs. Fisher,Careers of various students of Mrs. Fisher.
[2:36:00],Reluctance to spend on physical and civic changes in Bovill,"Physical changes in Bovill. Reluctance to spend on civic improvements, compared to old days."
[2:37:00],Misuse of funds by officers in CCC camp,Saving and spending money. Husband didn't like running CCC camp in Bovill - misuse of funds by officers.
