time,title,description
[1:00],"Native Americans raced horses all over, on racetrack on grandfather's homestead",Indians came from all over to bet and race horses on the race track on grandfather's homestead. Father was a friend of Mox Mox.
[5:00],"It took her grandparents all day to come up the old Lewiston grade, stayed overnight","It took her grandparents all day to come up the old Lewiston grade, stayed overnight."
[7:00],"Went to Walla Walla for flour, sugar, coffee, etc., once or twice a year in the early years","Went to Walla Walla for flour, sugar, coffee, etc., once or twice a year in the early years."
[9:00],Site for Moscow Cemetery chosen to bury great-grandmother,Site for Moscow Cemetery chosen to bury her great-grand mother. Perhaps some Indian children and grown-ups buried there previously.
[11:00],"Grandfather in legislature, leader of formation of Moscow school system and a farmer.","Grandfather in legislature, leader of formation of Moscow school system and a farmer."
[18:00],Chinese hired cheaply to build railroad. Eating out in Moscow.,Chinese hired cheaply to build railroad. Eating out in Moscow.
[21:00],300 pupil Moscow High School; taking the eighth grade exam,Taking the eighth grade exam. Losing her school locker when first at the 300-pupil Moscow High School. Went home on weekends.
[27:00],Dob as a cashier at Penny's; open until nine o'clock Saturday night for farmers,"Dob as a cashier at Penny's. Had cups that went on a pulley to the office where change was made. Open until nine o'clock Saturday night, so farmers could come in."
[30:00],Parents lost homestead largely as result of bad summer 1893,Her folks lost their homestead largely as a result of the bad 1893 summer. They would dry out grain that hadn't matured and feed it to stock.
[36:00],"School; father helped with math; for eighth grade exam, had to memorize passages perfectly","School. Went 1/4 mile down the road to get water for school. Father drove her two miles to school by sled in winter. Father helped her with math. For the eighth grade exam you memorized passages perfectly, including punctuation. Would help other students."
[48:00],Family read to themselves after supper; WWI caused hardships on farm families who depended on sons,"Family read to themselves after supper. Bought books and got magazines, weekly Moscow paper and San Francisco Examiner. World War I caused hardships in farm families who depended on sons' help. No white flour during rationing in WW I."
[55:00],Several Indian scares. Women and children stayed in forts and men took care of farm and stock,Several Indian scares. Women and children stayed in forts and men took care of farm and stock.
[57:00],End of tape,End of tape
