time,title,description
[0:00],Growing up in Italy with little farmland; family who was here already; why he came to America; getting out of army duty; where he lived.,"He grew up forty miles west of Florence on a little acreage. Half of what they grew went to the landlord. His brother got a false passport to get to America. His siblings settled in Wilson Creek, a division point a hundred miles west of Spokane. He came to America because he wanted work and didn't want to go in the army. He got out of physical by making his heart beat fast. He crossed the ocean in 1920 with his brother's fiancée. She didn't like it in America and went back with her husband; her daughter returned when she was grown. Most men ""toughed it out"" working on railroad section. He boarded with brother and wife."
[14:00],Working as a lumberjack in Elk River; blowing money in Spokane,"Lumberjacks were a great group of men. IWWs brought the better conditions. Lumberjacks stuck together, while many sawmillers were scabs. Lumberjacks gave their own money for drink; they always paid back the conductor on the line to Elk River. He only left woods for mill because of short season. Blowing in in Spokane - girls took the men's money. How lumberjacks stuck together. Unlike lumberjacks, sawmillers were family men."
[24:00],Working on a strip in the woods; wasn't asked to join the IWWs,"Working on a strip in the woods. Two Frenchmen fought and one left, so the three men managed the strip themselves by working extra after supper. Wasn't asked to join IWWs."
[29:00],Working on railroad sections because he didn't speak English,"A railroad pass to come West to Spokane. Railroad section work was all he could do because he didn't speak English, and the instructions were simple."
[30:00],"Brother forcing him to read the Spokesman Review; dating in Elk River at 25; unhappy first marriage, tearing down his house in Elk River and rebuilding in Lewiston","Section work was hard. His brother made him read the Spokesman Review when he wanted an Italian paper. Foreigners were ""up against it."" Dating at Elk River when he was 25 - movies, not many dances. Unhappy first marriage. Tearing down his house at Elk River, he rebuilt on a lot in Lewiston."
[39:00],Brother losing his job due to strike; coming to Elk River and availability of jobs; working in the orchards in Lewiston; who raised his children after wife left,"Brother lost job in car inspector's strike, so they came to Elk River. Availability of jobs in Elk River. Preference at Lewiston for ex-Elk River workers in 1933 - little work and lots of walking. He worked on orchards farms for free produce and wood. Housekeeper and neighbors helped raise his children after wife was gone."
[47:00],How he got superintendent's job; how Weyerhaeuser got more timber,"Bloom ran Elk River as ""one horse town"" as well as mill. He got superintendent's job by helping Weyerhaeuser steal timber. Weyerhaeuser got more timber cutting access roads than the timber he bought. Old Weyerhaeuser felt sorry for the horses working in the rain."
[54:00],Other Italian-Americans in Elk River; going to dances,"Other Italians in Elk River; some married. An Elk River boy who became a multi-millionaire in Spokane by trucking. They went to dances together, because Pete had a dollar in his pocket."
[58:00],Loading lumber in Elk River; forced to join four L's at Elk River and Lewiston; not getting promoted,"Loading lumber at Elk River mill. Sawmillers were family men so they didn't support each other like lumberjacks. Forced to join 4L union at Elk River and Lewiston. When the boss's relatives got promoted over him, the union representatives (who were company bosses) told him he was free to quit."
[1:03:00],College students getting men's jobs; favoritism in promotion in the company; how Potlatch got around company union outlaw,"College students got men's jobs for extra work after the men trained them. Favoritism in promotion. After Roosevelt outlawed company unions, Potlatch came through the back door with IEU. His commitment to unionism - as soon as they got organized, he went to the top. Changing from AFL to CIO - Billings failed to live up to promise to raise wages when they raised on the coast. Chauncey Afoll, the head of the (cut off)"
[1:12:00],Elk River never had a strike; was told to vote Republican; strike in Lewiston,"There was never a strike at Elk River. Whenever there was an election, they shut the plant down and told all the men to vote Republican. In the Lewiston strike there were scabs bought off by the company. Nixon's long standing crookedness."
[1:17:00],Not interacting with other Italian-Americans; selling bootleg whiskey; no drinking at the mill; being fearless,"He had little to do with Italians, whose dialects he couldn't understand. Discovering and selling a cache of bootleg whiskey. No drinking in mill, but some came in sick Monday morning. Little heavy gambling. Harry Adams' joke about his bald head and another man's wife; his fearlessness."
[1:23:00],How he lost his hearing; getting a better assignment after being passed over,"He lost hearing grading lumber in the planer. Passed over for a raise in the planer, he complained to the steward, and got a better short-term assignment."
