time,title,description
[0:00],Why family decided to homestead in Potlatch Canyon; location of siblings' homesteads; buying land on Fix Ridge,"Brothers decided to homestead in Potlatch Canyon, seeing an unusually good grass growth in winter. Location of siblings' homesteads. Father located on two different homesteads that were no good when surveyed out, so bought land on Fix Ridge."
[11:00],Dealing with local wildlife; decline of orchards; weather in the 1970s versus back then,"Abundance of prairie chickens: they nearly flew off with a trap; they were killed by poisoning of squirrels. Poisoning of coyotes, buzzards and magpies (a bad problem). Change of creek channel. Decline of orchards; weather has become colder in spring. Rare snowfall in early days."
[22:00],Getting seniority rights working for the railroad; working long hours during the war but not getting more money,"Railroad crossing of wagon road along the canyon. How he barely got seniority rights working on the railroad section, and how another man didn't. The railroad refused to raise wages during the war, but increased hours. ""Bumping"" those with less seniority."
[29:00],A fatal train wreck,A fatal train wreck
[30:00],Working 24 hours to clear up a wreck; men warned others of the danger; why the wreck happened,"He worked twenty-four hours without stopping on the wreck; one of the men killed had warned the others about the danger two days before. Potlatch Creek undermined a dirt bridge, causing a fatal accident."
[37:00],"Section work: lunch at eleven, a man who couldn't take the work, fear of rattlesnakes","Section work: lunch at eleven, a man who couldn't take the work, fear of rattlesnakes."
[45:00],Going to school in Lapwai; dealing with horses; Former size of Juliaetta; trading on Potlatch creek; conditions in running a dairy (audio does not follow the index or transcript),School at Lapwai: Native Americans liked to fight when there were more of them in a group. Breaking eggs on a runaway horse; mounting a pony on the run. Ferry to Lapwai. Hauling to town from ridge a new accident. Former size of Juliaetta. Pattern of trade along Potlatch Creek. Cream that stood in the sun. Dairying conditions.
[1:00:00],Getting by in the early days. A horse spooked by a naked man. Cradling grain.,Getting by in the early days. A horse spooked by a naked man. Cradling grain.
[1:05:00],Consolidating schools between Juliaetta and Lapwai shot down;Peopeo Mox Mox warning men of flooding on the railroad tracks; Issues with local Native Americans as well as those in other areas,"School consolidation between Juliaetta and Lapwai defeated because of opposition to Native Americans, which lost them the railroad taxes. Jonas Waters returned a bucket of lard with money in it. Peopeo Mox Mox warned the railroad men of a flood and a bad place for the track, but they wouldn't heed him. The Native American with scalps. Sioux revenge on Custer; their fury at white violation of Indian women."
[1:18:00],Vollmer selling whisky to the Native Americans; Voltmeter's way of earning money and keeping the money he had,"Vollmer sold whiskey to Native Americans despite the law. He borrowed money cheap in the East, loaned it high in the West, and foreclosed when he could."
[1:20:00],It was rough learning to work in timber near Tekean.,It was rough learning to work in timber near Tekean.
[1:21:00],The flooding river nearly destroyed their home while Ed worked to save the bridge.,The flooding river nearly destroyed their home while Ed worked to save the bridge.
[1:27:00],"She thought the men had a serious accident on the section, but they had escaped.","She thought the men had a serious accident on the section, but they had escaped"
[1:30:00],Peopeo Mox Mox getting mad at his brother; Jack Sevens getting a bobcat skin; Peopeo Ptalkt being a kind man; death from drinking; Native Americans getting alcohol,Peopeo Mox Mox got mad at his brother for having a big feed with his cattle. Jack Sevens beat a fur buyer on a bobcat skin. Peopeo Ptalkt was a very good and kind man. A death from drinking: Native Americans would never tell where they got booze. The white men would pull the Native Americans down to their level.
[1:39:00],All Ed's siblings are dead. His father's concern for family's welfare; family sharing. Father wouldn't foreclose on a mortgage..,All Ed's siblings are dead. His father's concern for family's welfare; family sharing. Father wouldn't foreclose on a mortgage..
[1:44:00],Her naming. The good old days. Early harvesting. Making lye from; ashes. Material prosperity now. Work on a homestead.,Her naming. The good old days. Early harvesting. Making lye from; ashes. Material prosperity now. Work on a homestead.
[1:50:00],Settlement of Cedarville (near Tekean) by pre-emption. A voucher that paid $2000 by circulating in 1893.,Settlement of Cedarville (near Tekean) by pre-emption. A voucher that paid $2000 by circulating in 1893.
[1:52:00],She had to imitate Ed by swearing to get a cow to come home.,She had to imitate Ed by swearing to get a cow to come home.
