time,title,description
[0:00],Logging and homesteading for Potlatch company and the machinary they used; a man who couldn't sweat,Logging on the homestead and for Potlatch. Using dollies and drays. A man who couldn't sweat.
[11:00],"How harvesting and threshing were done in Genesee, time it took, and how hard it was",Threshing sixteen hours a day. Driving derrick team. Enjoyment of harvest - the engineer blew whistle at four a.m. The work didn't drive men; pitching bundles was hard. Harvest work and spring work at Genesee. Some Troy men took crews to Genesee for threshing.
[25:00],Working hard to survive on the homestead; hauling wood to Troy,People worked most of the time to make it. Activities on the homestead. Hauling wood to Troy in winter. Rough-locking wheels.
[30:00],Runaway horses and the problems they caused,"Getting tangled in a runaway which killed a horse. Once a runaway horse, always a runaway. Mr. Burkland's runaway."
[39:00],The differences between Troy and Deary; Police getting money for arresting people,"Stopping in Troy during wood hauling trips. Troy was a lively farmtown, while Deary was a tough lumberjack town. Whiskey caused fights at dances. Marshall Hays almost arrested him for walking on the sidewalk with a bundle of hay. Dislike of Hays by people; he arrested a relative of Mr. Burkland who had a drink. Hays got money by arresting people."
[51:00],How hard homesteading was in Deary; How Potlatch company influenced town; Importance of Dahlberg; how hard clearing timber was,"Roundtree, who homesteaded at Deary, sold out for a team of horses. Pioneering was very rugged here - only foreigners could put up with it. Long delay before Potlatch came into the country. Importance of Dahlberg, the trader, for building up the country. Little money was paid for timber but any money was valuable. Clearing land, a slow process. Difficulty holding homesteads."
[1:00:00],How Potlatch helped the town of Deary grow and how it affected the town afterwards,"Potlatch started the town of Deary. They would have started town at Avon because it was open, but were held up for more money. Deary townsite was almost entirely timbered. Water shortage at Deary. Deary grew fast - sale of lots."
[1:08:00],Where early Deary merchants came from; Swan Erickson's reputation as a blacksmith,"Many early Deary merchants came from Troy and Nora. Swan Erickson's various blacksmithing locations; his kindness, especially to kids; breaking of his horse."
[1:17:00],Joe Wells and his family were an important part of the Deary local life,Joe Wells and his family were good people. Joe liked to drink. The head Potlatch crews stopped to eat and stay at their home. They were completely a part of local life.
[1:20:00],How poeple visited each other and had get togethers in Deary,Visiting was done in town rather than at a neighbor's once the town began. Neighborhood get-togethers.
[1:24:00],Discussion of purposely set forest fires and what they did for the land; Dahlberg and his father trading in the area,Backfiring to stop fires. Frequent fires in the country set by many. Burning was good for the land. Dahlberg and his father had been peddlars in Sweden; more about his trading.
[1:30:00],Coming into Deary from Bear Creek; Participating in acitives in town,"Frequent trips to Deary from Bear Creek. Horses on the farm. Increase of social use of town: skating, baseball, confectionary, dances. This caused decline of rural get-togethers. Country dance pavilions (bougheries). Dahlberg's mill."
[1:36:00],Decline of Deary to lack of logging; Poltatch bringin in more money into the country,"Decline of Deary when logging slacked off. Deary businesses. Potlatch brought money into the country. His parents got money from stone and timber claims, which they proved ud for $400."
[1:44:00],Arson fires in Deary and the bucket brigade to stop them; different words for swearing,"Deary fires maY have been arson to collect money. They didn't hurt the town. Bucket brigade. Harsh begged everyone to save his bank; ""hen"" was his substitute for swearing. Fred Heck's fun."
[1:50:00],"Deary fourth of July, town fair, strawberry festival","Deary fourth of July, town fair, strawberry festival"
[1:51:00],Farming the family place. People farmed just to get by and keep out of debt.,Farming the family place. People farmed just to get by and keep out of debt.
[1:56:00],Comparing farming in Idaho versus farming in Minnesota; Effects of Depression on people in the area,"He drove back to Minnesota to compare the farming potential, and found it no better than here. Depression didn't have much effect here because people weren't doing well anyway."
