time,title,description
[1:00],A man and his wife go home to her parents; Hays killed in shoot-out with Sly; man killed by a live wire as he shot out insulators,"A man's wife goes home to her parents, and he goes too. Hays killed in shoot-out with Sly. Hays unpopular, but honest, fearless, and enforced the law. Hays' sons no good. Joe Wells escapes from Hays because he can t see him in the dark. A man killed by a live wire as he shot out insulators. Maybe Mrs. Sly shot Hays; maybe he deserved to get shot. Moonshine killed a ""nigger"" (Joe)."
[13:00],"Noise of trains in Troy; building railroad cut by Troy; rise and fall of Denver, near Grangeville","Noise of trains in Troy. Building railroad cut (by Troy). The rise and fall of Denver, near Grangeville, by-passed by the railroad. Camas Prairie around Grangeville very much like Latah County country. Severity of winter near here. Clay soil on Camas Prairie. How the Rowans met."
[26:00],The stabbing of Driscoll; recent killing of a troublemaker by a policeman from Stites,"The stabbing of Driscoll, who was bothering a girl, by Shoemaker. Was Driscoll drawing a gun? Recent killing of a troublemaker by a policeman from Stites, who resigned his jpb first."
[30:00],Killing of Clemm in Troy,"Killing of Clemm in Troy, in a restaurant owned by two blacks. Trouble was caused by local people much more than by transient lumberjacks."
[34:00],Lumberjacks honest but drank earnings; repaying loans,"Lumberjacks honest but drank up their earnings, Repaying loans in Grand Forks, Canada. Jacks were mostly single."
[38:00],Grangeville man shot full of led in his cell after ignoring warnings to stop beating his wife,"A Grangeville man, part Mexican, was shot full of lead in his cell, after ignoring men's warnings to stop beating his wife. Twenty men fired one bullet apiece into him. Frank's friend, in the next cell for cattle rustling, was very scared."
[41:00],Mrs. Rowan's father signs petition to get man out of jail for stealing his horse and many others; eventually became one of the local aristocrats,"Mrs. Rowan's father signs a petition to get a man out of jail. He'd stolen his horse and many others, although his family denied it, and he eventually became one of the aristocrats of the area."
[44:00],"Man trying to get out of the country on horseback, caught and lynched near Whitebird","A man trying to get out of the country on horseback, caught and lynched near Whitebird in someone's front yard. Mrs. Rowan thought that hiding him would have been better."
[48:00],"As a boy Frank meets a man who had just gone crazy; Troy man had been institutionalized and threatens Frank with weapons, but it only kidding","As a boy Frank meets a man who had just gone crazy. At Troy a man who had been institutionalized threatens Frank with weapons, but is only kidding."
[51:00],Burying a stranger found hanging in Camp's Canyon near Burnt Ridge; body was exhumed and disappeared,"Burying a stranger found hanging in Camp's Canyon, near Burnt Ridge. The body was exhumed and disappeared. No one said who he was. A man killed in a cabin on Burnt Ridge."
[54:00],Why O.K. Olson built his home in the canyon (a joke). O.K. pretends to be mad,Why O.K. Olson built his home in the canyon (a joke). O.K. pretends to be mad.
