time,title,description
[1:00],Family origins and parents' pioneering Latah and Nez Perce counties,"Parents pioneered Latah and Nez Perce counties. Great-grandfather and family immigrated from Switzerland, as was traditional."
[4:00],Early days in Idaho,Family move from Wisconsin to New York. Reading of reminisced of Walter Gain from the Genesee News. Fruit was hard to get. Walter flpps on a salmon on the banks of the Grande Ronde. He shoots a pack rat in the house and learns a lesson.
[10:00],Jain family on the Palouse in late 1800s,"In 1878, Jain family goes to the Palouse and takes up a pre-emption. Old homestead house still stands. Walter trades saddle for breaking cow. Oxen suited to new country. Prairie chickens and plowing. Walter sleeps as he plows. Carrying feed grain in the snow."
[17:00],"Miners' markets, merchants and bottom-lands","Miners' needs opened new market. Trusting merchants, freighting problems. Bottom-lands settled first. 1893 only year of crop failure."
[23:00],"Mary Leila Lamphear (mother) coming to Palouse, courted and marrying","Mary Leila Lanphear comes to the Palouse after her father has come west to recoup racing losses. She is much-courted by local swains. Mary Lanphear marries Walter Dain, 1893. log cabin honeymoon."
[30:00],Hard but happy times,Hard but happy times. Cash money to pay for postage was hard to come by. Walter has a bout with illness. Grandparents' 50th wedding anniversary.
[42:00],Granparents and family meal menus,Grace's remembrances of her grandparents. Menu for a pioneer meal. Earm animals traded for a piano and washer for town living.
[47:00],Family history,W.B. Gain's reasons for leaving Switzerland. Family record goes back to St. Bartholomew's Massacre. Family back home worried about the immigrants.
[58:00],Wagon trip west,Short account of the wagon trip West.
[1:00:00],Leaving Wisconsin,Adelia Farwell and Lewis Gain married in 1866 in Wisconsin. Birth of fwins caused some hardship. Characterization of Lewis Gain. Leaving Wisconsin. Grasshoppers in Colorado.
[1:05:00],Hard years in Genesee,First hard years in Genesee. Gain's Christmas party. Oregon Grape jelly used as medicinal cordial. Grandfather plants hardwood trees. Paying debts with land.
[1:11:00],"Direputable family, work and use of wild game",A disreputable Genesee family. Breaking sod for $2.50 per acre. Use of wild game.
[1:18:00],Homestead locators and homestead social practices,Grandfather Lanphear was a homestead locator. 1893 hard times. A little money cushion was marvelous for the homesteaders. Neighbors help during sickness. Sympathy for an unwed mother. Making snow cream with strawberry jam.
[1:28:00],Root cellars and thrashing crews.,"Pickles, hams, and vegatables in the root cellar. Washboiler full of coffee for Scandanavian thrashing crews. Thrash crew eats up the crop."
