time,title,description
[0:00],Introduction,Introduction.
[1:00],Coming by train to Palouse; hiring hack to get to home place; crops,"Coming by train to Palouse (1900). Hiring hack to get to home place; grandmother scolds driver's poor performance. Settling in. Crops of wheat, barley, and oats. Chores."
[7:00],Mother discontent with Potlatch area because of scarcity of churches; family moves to Genesee,"Mother discontent with Potlatch area because of scarcity of churches. Family moves to Genesee. Wild oats overtake first wheat crop. Move made in February, hard travelling dawn to midnight. House in Genesee was early stage stop, merchandise store."
[14:00],Father hunted,"Father hunted, Rudolph wasn't interested. Lying quiet on a deer run for 4 or 5 hours. Hunted in winter, kept meat frozen and wrapped. If weather warmed, it was canned."
[18:00],Built new house after two years; hauled lumber from Johnson mill in Troy,"Built new house after 2 years, took 2-3 months. Hauled lumber from Johnson mill in Troy, two-day trip. Spring where teamsters congregated. Sliding off the road with a wagon load of posts."
[23:00],A day on the farm; thrashing crews from Troy,A day on the farm. Thrashing crews down from Troy. Thrashing crew at his brother's place held up by rain: brother had to keep feeding the horses. Thrashing machine operation. Trouble with smut. Members of thrashing crew. 30 to 40 days—harvest season.
[33:00],"Mr. Tweed, a carpenter at $2.50 per day.","Mr. Tweed, a carpenter at $2.50 per day."
[35:00],Purse-binder.,Purse-binder.
[37:00],Midwives.,Midwives.
[38:00],"First tractor, a Fordson. Eight horses on a footburner. Harrow.","First tractor, a Fordson. Eight horses on a footburner. Harrow."
[44:00],"School, shortened term because of farm work. Early Genesee larger than today. Walking to school.","School, shortened term because of farm work. Early Genesee larger than today. Walking to school."
