time,title,description
[0:00],Adair Family Homestead; Riding Stride Saddle,"Adair homestead was between Bovill and Collins. The girls rode stride saddles. A bucking horse and divided skirts. An Indian horse with ears and tail bobbed as a punishment. Slippery trails. Father insisted they ride stride saddles, although some townspeople wondered. Mother was a good shot, but too busy to ride much."
[11:00],Fourth of July at Elf River Falls; The Trumball family,"Elk River Falls. The Trumball family. Invited to spend the Fourth of July weekend there, the girls were the first to catch the fish Trumball had planted. Bernadine freed a native pheasant. Her .38 special revolver, a constant companion in the woods."
[20:00],Visitors from Bovill; The Bovill girls' birthday party,"Arrival of Bovill family to graze cattle; they soon had a trade with homesteaders. Trustees of the Collins school. A surprise visit from the county superintendent, when Miss Adair had dismissed school at Collins to come to the Bovill girls' birthday party."
[28:00],Adair Family Trip to Collins,"Adair farm location. The family made the trip to Collins in one day, stopping for lunch at Anderson."
[31:00],Packrats; Homesteading,"Packrats chunked their cabin with potatoes. House-lining. Mother didn't enjoy homesteading, but did it to help. A friend would stay with her in the upstairs loft. Beargrass mattresses in the barn"
[38:00],Big Fire of 1910,"Her experience of the 1910 fire. The hazy conditions. As she and her friend prepared to seek out other Homesteaders, a fire crew arrived and enlisted their help to cook for them. Potatoes and bannock. Moving with the crew. Concern when short-term folks joined the crew - two men and her gun insured their protection. Pay. Excitement of the situation. Trying to stay clean. Parents didn't know what had happened to her."
[1:01:00],Returning to Moscow after the 1910 Fire,"Return from fire fighting to Moscow, via the train from Avery. They took their clothes in salt sacks."
[1:10:00],Adair Family Pet Bear; University of Iowa's mascot,The Adair's pet bear at the mansion. He got loose in the house; he climbed a maple tree. Discovery of the bear. The bear became University of Iowa mascot. The bear ripped a visitor's trousers. The bear's playfulness.
[1:19:00],Selling the homestead to by a mansion,Mr. Adair bought the mansion by selling his homestead to the Madison Lumber Company.
[1:24:00],Story of Ben and Bill McConnell; Political life,Mrs. McConnell never had her picture taken. The Adairs supplied a Kodak snapshot of her in recent years. Mrs. McConnell was shy and did not like political life. She stayed home when he was governor; daughter Mamie acted as his hostess in Boise and met Senator Borah there.
[1:28:00],Story of Ben and Bill McConnell,Story of Ben and Bill McConnell (continued).
[1:30:00],More Stories of Ben and Bill McConnell; McConnell daughters,More about the McConnells. The unusual lives of the sons. Governor McConnell was a politician. McConnell daughters.
[1:41:00],M.J. Shields,How M.J. Shields talked to himself.
[1:43:00],Birthday Rhyme,A birthday rhyme on getting old.
[1:44:00],Forty-Nine Meadows; Exercising in the winter,"A horse drowned in the soggy depths of Forty-Nine Meadows. Trapping with Mr. Carter and ""Sylves"", the dead horse. Father told the girls to exercise in the winter."
[1:50:00],Drunken Stagecoach Rider,Carter gave a stagecoach ride to a drunk who was amazed by the moonlight.
