time,title,description
[0:00],Father's escape from going to an orphanage at the age of six; move from Moscow to Cameron,"Father's escape from going to an orphanage at age of six. He travelled around the country working for his board. His hatred of mules, because they bluffed him. His fondness for people he stayed with. His move to the Cameron area from Moscow."
[9:00],Her desire to become a teacher from childhood; Cold Springs school; cooking for family; social life centered on school,Growing up she wasn't deprived of much that she wanted. She began cooking meals while her mother worked in the field when she was eight. Her desire to become a teacher from childhood. A family on every 160. Cold Springs (or Agatha) School dwindled from fifty to ten; it was on the road from Lewiston to Orofino. Social life was centered on the school during the term.
[15:00],"Sunday school in the summers, activities","Sunday school in the summers was organized each year by ""Sunday School"" Johnson. Activities of the Sunday school. Description of school classes from photos of schools."
[25:00],Revivals were a headache; she enjoyed school; learn a lot on her own,"Revivals were a headache to the children, who had to attend and keep quiet. Her enjoyment of school; children had to learn much on their own because teachers were so busy. Spell downs."
[28:00],Joint literaries at Crescent and Cedar Ridge schools;,"Joint literaries at Crescent and Cedar Ridge schools. They were followed by party games, though dancing was not allowed."
[30:00],Party song; parties verses dances; teachers organized,"A party song. How games were played. Courting was begun at play parties. Difference between parties and dances. ""Flying Dutchman"" was considered too rough by some. Who participated. Importance for community visiting. Teacher organized the program."
[43:00],Literary paper; her enjoyment of teaching; keeping in touch with past pupils,"The literary reader read the literary paper. Coasting parties, Material for the paper came from jokes in magazines and gossip in the community. The editor was usually the teacher. The rest of the program. Her enjoyment of teaching, and contact with her past pupils."
[53:00],"Chores at home, and play;","Chores at home, and play."
[56:00],Going to high school in Orofino and Lewiston; work as a servant for dinner parties; getting teacher certificate,"Going to high school in Orofino and Lewiston, while working in people's homes. Demands of the work were too great in Lewiston, where she had to act as a servant for dinner parties, Living with county superintendent during the summers. Getting teaching certificates."
[1:00:00],Boarding while teaching; living at Crescent Community,"Boarding while teaching. Pleasure of living with the Kauders, at Crescent Community. A child drew a bird for the county superintendent."
[1:06:00],Her concern about discipline;,"Her concern about disciplining. Expelling two older boys from Linden School, one of whom wasn't really guilty. Methods of discipline."
[1:15:00],Enjoyment of seeing children learn; stories of students she had,"Enjoyment of seeing children learn. Difficulty for teachers with changing books. Vital help in teaching from a few older students. A girl who knew she was in the ""dumb"" group in first grade at Orofino. A shy Indian boy who knew the answers. Preference for some children."
[1:27:00],Meeting first husband; lived at Park; teaching during World War II,Meeting first husband. They lived at Park. She taught during World War II shortage there.
[1:31:00],Buying land at Park from the family doctor; primitive home,"Buying land at Park from the family doctor. The home was primitive at first; their baby was cold in the winter. Husband worked out. The unpleasant work of daily water hauling, with small children left at home. The work at home. Problems of water hauling at Park."
[1:45:00],Venison during the depression; husband did WPA work; less social events during war,"Venison during the depression. A woman who went hungry in Park. WPA work for her husband. Lack of getting-together in Park during the depression. Card playing at the school on weekends; her son's luck at pinochle as a youngster. Children and families. She didn't attend the Lutheran Church. She and a nurse were Park's ""educated"" people."
[1:55:00],Relations with the Bank of Troy; importance of bank to community,Relations with the Bank of Troy- borrowing from them compared with the Kendrick bank. Importance of banker to community.
[2:00:00],Cooking at fraternities;,Pullman students banked at Troy in large numbers. Cooking at fraternities.
[2:03:00],"Dances were at homes, not schools; Park road conditions","Dances were at homes, not schools, except in Park. Park roads went up and down."
