time,title,description
[1:00],Early Viola residents; mail in a covered wagon; four buildings set on fire; accidents with equipment,"Early Viola residents. Boles' store and Post Office. Nichols carried mail in a covered wagon. McCray saloon, Sanson box factory and Comer Hotel. Burning of church two schoolhouses and old hall by a boy with, perhaps, the help of someone else. Minister for Viola church worked out. Dohn Rothwell got leg caught in tumbling rod, also Beasley girl — grinding flour."
[8:00],Why parents came and what they arrived with; Father taught school; eating camas; Nazarenne Church,"Parents came from Junction City to homestead and arrived with tea, bread and an onion to eat. Father taught school that year. Two foot high bunch grass. Following the plow and eating the camas. Smylie. Nazarenne Church."
[15:00],What they did for free time; planting the garden; thrashing beans; snowdrift problems,Played on creek in free time. Brothers cutting church and running races. Father marked off the rows in the garden to be done each day. Helped raise kids. Getting stuck in snowdrift. Raised beans on summer fallow. Sometimes thrashed beans with frails on barn floor in the winter.
[23:00],How her father saved his crop in 1893; why bound wheat held up but wet wheat did not; where they said wet wheat too,"Father saved his crop in 1893 because he had a binder and had his grain all bound. Most other people used headers in 1893, but with a binder you could cut it somewhat green. With header the grain had to be almost ready to shatter out. Father sold much of his grain for seed grain. People sold wet grain to coast."
[27:00],How they canned produce and where they stored it,"Canning with half gallon tin cans which were sealed with red sealing wax. Put garden stuff in cellar, put cabbage in a straw and dirt pile and buried potatoes in pits."
[30:00],Harvesting potatoes; getting woood in the snow; raising dry beans; fruit orchards; and using lard,"(continued) Brothers a nuisance when digging up potatoes. Father wrapped himself in gunnysacks to his hips to work in the snow getting wood. Raised lots of dry beans. Didn't believe you could grow apples until Wes Palmer put in his orchard. No bugs then in the garden, fruit or berry bushes. Used 25 gallons of lard a year."
[39:00],How Viola got its nickname; trading timber for groceries; selling hay; mail delivery; father didn't swear,"Viola named ""Dogwalk"" because the dogs walked on the planks. Boles store mainly traded with the people who lived in the timber who traded wood for groceries. Father would sell them hay cheap or give it to them. Got mail twice a week. Father had to get his paper and read it by the lamp. Father never swore — could only say ""Gosh mariah""."
[44:00],Fourmile church; how people were baptized in the winter; not a lot of dancing; couldn't bury people in the winter in Canada due to cold ground,Fourmile Church. Emmett Godow a good minister. Cutting a hole in the ice and baptizing people. Didn't dance much. The frozen ground in Canada. Couldn't bury people in the winter because the ground was frozen solid.
[54:00],Literaries and debates on Fridays; Charlie Crow and her brother singing; making their own newspaper,"Literaries and debates every Friday night. ""Which is most useful: the dish rag or the kitchen door?"" One old man would get mad if people didn't see it his way. Charlie Crow and her brother sang ""Casey Dones"" and tore the house down. Made their own newspaper."
[59:00],One fellow rented a pony and ran it until it fell down dead. Wes Palmer would hitch up wild horses.,One fellow rented a pony and ran it until it fell down dead. Wes Palmer would hitch up wild horses.
[1:00:00],Training wild horses; Aunt and Uncle running off to get married; Wes Palmer; Palmer son killed by a log; Asher Palmer working till 90,"continued) After one run the horses could be put in a harness. Her uncle and aunt ran off and got married by the Dustice of the Peace, Wes Palmer. Wes' only son was killed by a log. Asher Palmer worked in the garden when he was 90."
[1:08:00],Broke off courting husband; hauling timbers for the railroad; bought household goods when married,"Broke off courting with her husband because he took another girl to a dance. Charlie hauled timbers for the railroad trestle near Viola. Not given any presents when married. Spent $25 on a new cookstove, used daven port and four chairs."
[1:16:00],Methodist camp meetings; taught to be afraid of Native Americans,Methodist camp meetings went on for several weeks. Taught to be afraid of Indians.
[1:21:00],Homesteading in Canada; Five years without a crop; one pickup load when leaving,Heard about homestead land in Canada. Lived there from 1912 - 1937. Went for five years without a crop. Took one pickup load with them when they left.
[1:31:00],Eighteen people in one house over the winter; what they would do when they couldn't go outside,Eighteen people spent one winter together at her place. Would visit when it was -30 and the women would quilt and the men played cards. Young people stayed all night at dances.
[1:35:00],Having a baby in the dead of winter; quilting; making money by taking neighbors to town,One woman had a baby in the dead of winter in a sleigh on the way to the hospital. Quilted twice a week. Husband would take neighbors to town on Saturday night for ten cents.
[1:46:00],Brothers buying photograph for parents for Christmas,Brothers in later years surprise their parents by buying a phonograph for Christmas and hiding it behind the tree.
[1:49:00],Dr. Gritman having smallpox and people waiting for him; Alice Skeene isolated; Mrs. Gritman going to Portland,Alice Skeene waited on Dr. Gritman when he had smallpox and then her folks wouldn't let her stay at home. She ends up staying at her house and accomodations are made. The most dangerous time was when she was scaling off and she was isolated. Mother wouldn't let her in the house after that. Mrs. Gritman put on a veil and went to Portland.
[1:55:00],Getting typhoid fever and only eating strained food; daughter's relationship with father during the same time; threatening to burn the weeds,Down 36 days with typhoid fever. Could only eat strained buttermilk and eat whey. Baked a cake and ate the whole thing. Her daughter would cuss her father when he licked her. Her daughter took a notion to burn the weeds around the house.
