time,title,description
[0:00],Life on the trail,Meager fare on the trail. Saddlebags gave food a leathery taste on the same day it was made. Cooking bread in sheep camps. There was even less variety in winter.
[6:00],Grandfather's Politics,"Politics : though a staunch Republican, her father voted for Bryan and the silver populists. Election day was sacred. Grandfather Jain decided that Republicans were the party of democracy. The old Civil War veterans of the Union were always honored with special decorated wagons in parades."
[10:00],"Wild horses, prairie chickens, ponies and Grandfather's life","Grandfather took wild horses from Old Kentuck in the spring, used them to plow up the hard sod, and returned them in the fall, As a boy, father tried to save prairie chickens from being killed by the plow; he cocked his muzzleloader between his toes. Kentuck (John Talen t) cornered the pinto pony market. A woman traveler, left by her husband near Kentuck's place, lived with him; their children had no last name because she had no way to get divorced. Her third union."
[19:00],"Timothy Driscoll, Genesee's leading citizen","Timothy Driscoll, Genesee's leading citizen, did unknown good deeds for the town; his wife who stayed at home was known as the leading intellectual."
[22:00],"Follett Family, and Jim Jackson",The Follett family and store. Jim Jackson ran the Sunday school and gave something extra to each customer in the store. The handmade handkerchief which passed between the Follett and Jain families.
[27:00],Churches in Genesee,The well-attended Genesee churches. Genesee Valley Lutheran Church cemetery is laid out symetrically in straight lines. The chimes of the Catholic Church ruled the town's daily life. The terrifying clang of the fire bell.
[30:00],Genesee Hotel Fire,"Watching the Genesee Hotel burn, Grace trembled with fear. She imitated the sound of the fire bell on the piano. Volunteer fire departments."
[33:00],Ed Vanouck and Bill Sprenger,Ed Vanouck did all sorts of public service work for Genesee. Bill Sprenger's house.
[37:00],Decoration day and health of father's sisters,"Decoration Day celebration, wildflowers honored graves. Two of father's sisters died, one of spinal meningitis, the other of puerperal fever (following childbirth). This sister was married to Dr. Cox, a pioneer physician; Grace visited the Jefferson Medical School and saw the operating room where he learned."
[43:00],Genesee cemetary inhabitants,"In the Genesee cemetery, near the Jain plot, Wallace Cool (killed by Steffen), and the Nebelsiecks ,another tragedy. The Hollisters and their dog Don, who saved the wife's life. The Wahls, and their paralyzed child. (Rev. Gamble, Lola Clyde's father, attended the sick during a smallpox epidemic.) The Bresslers; as a child, Grace teased Mr. Bressler, the banker, about his hand."
[54:00],People and names of Genesee,"Larabees had popular children. Burr, the community recordkeeper. Gray and Wardrobe had many children, but the family name has been almost lost. It's wrong that women's maiden names are ignored."
[1:00:00],Water availabilty in early days,"Water. The artesian spring on the Hanson place has always flowed. A stoneboat had to be used to fetch water when the family spring dried up. Getting water in a bucket meant conserving it. Dynamiting the spring for more water. It s quality. Cold springs on the Little Potlatch, a well used spot in the old days^ is now forgotten."
[1:09:00],Wheat history and development,"Wheat yields of forty bushels were great in the old days; with the development of Gains wheat by Vogel at Washington State College, yields increased tremendously. The Piatt brothers introduced blooded herefords to the area."
[1:13:00],Pioneer Genesee doctors,"Pioneer Genesee doctors: Drs. Conant, Ellen, Tourney. They knew the families so well that they were loved friends and advisors."
[1:16:00],More on Geneseee families and local lore,"The Sprenger family. Hamptons provide music for the community. The Walter Clavanaugh funeral was a testimony to family love and community tradition. The Glavanaugh family. Walter's brother Reuben disappeared while hunting in the Potlatch country; his mother cooked while they searched, to no avail. Carey Mae Hickman, Walter's wife, took in Grace's dress for graduation. Hickman family marriages show interrelationships in Genesee. The gathering following the funeral helps bring the grieving back to life."
