time,title,description
[1:00],Genesee businesses; rodeo largest community event; Sundown Jackson,"Early day Genesee was busy with businesses. Genesee's three day horse show and rodeo. Sundown Jackson had Dave exercise his ""wild"" horse. Quality of the working stock. The rodeo attracted good riders. The biggest community event of the year."
[16:00],"Hickman livery barn, 1914-1915","Dave Hickman's father's livery barn. Because railroad ended at Genesee, they conveyed salesmen down to Lewiston. About 1914 his father put two automobiles on the line. In 1915 there was only about a mile of rock road in the country, and it was hard to use. He rented teams, stabled horses overnight, kept stallions at stud, but didn't freight. There was room for fifty head of horses in the stable, and fifty more in the corral."
[24:00],Two towns of Genesee (old and new); Rosenstein store; winter,"There are two towns of Genesee: the ""old town"" was abandoned when an effort was made to charge the railroad for the depot, and the road simply relocated the town. The Rosenstein store: Max Rosenstein cut the Chinese laundryman's clothesline. Morgan the telephone man had to pull his car up the hill to his house with a pair of mules in the winter."
[29:00],Native Americans traded goods in Genesee,"With Genesee only three miles from the Nez Perce reservation boundary, Indians traded there, but own little land in the area now. (continued)"
[30:00],Native Americans near Genesee; no homesteading land left in 1881,"Indian families in the Genesee area. When the Platts came in 1881, there was no homestead land left. Dave's father came in 1889 with a ticket to the end of the railroad line."
[36:00],Marketing grain; importance of horses; stage routes and railroad.,"Problem with marketing grain in the early days. The change in climate made it possible to grow wheat on the flats starting in 1917. Tunneling under the snowpack across the street in Genesee. Driving stock from Cottonwood and Grangeville to Genesee, because it was the end of the line. ""Tame"" horses were shipped from Genesee for the French Cavalry. Importance of horses in early farming. Hay and fruit warehouses. Driving pigs from Lenville to Colfax. Stage routes un the grade from Lewiston. Going to Palouse from Genesee to the flour mill."
[48:00],Harris was Methodist minister,"Great-grandfather Harris, a Methodist minister, watched the Sunday ball games and complained."
[50:00],Platt cattle operation;,"The Platt operation comprised owned and rented land around Genesee and homestead and range on the Salmon River. In 1915 John Platt brought in a big stock of Hereford cattle from Iowa and Nebraska. ; the first in Idaho. The enterprise failed when the livestock investors demanded their money at a difficult time. Their stock built up from 20 purebreds to over 200. Fluctuation of cattle market. Demand for purebred bulls was mainly in range areas. Genesee tied to the development of other areas, (cont.)"
[1:00:00],Genesee as strategic location,"Genesee's strategic location in early years. Specialization in use of horses, home delivery of purchases."
[1:02:00],Platt cattle known as best around; Salmon River operation,"The Platts first bought three purebred Herefords in LaGrande in 1896 and introduced them to the Salmon River range herd. At first they were laughed at because of the small size of the bulls, but soon they were known as the best cattle in the country. The Salmon River cattle operation described. Located due south of Winchester, it was squatter's land not surveyed until 1910, then homesteaded."
[1:12:00],Tom in charge,Tom got a saddle horse at five and ran the place in his father's absence by nine or ten.
[1:14:00],Purebred cattle; drowned cattle while fording,"The purebreds were raised at Genesee, then taken down to the range. In early years range cattle were fed at Genesee. Platt^partner in the butcher shop absconded with money. A drowning on the Clearwater at Spalding while fording cattle. The family operation was a natural combination of resources."
[1:21:00],"Salmon River country had rough weather, land",The Salmon River was rough country. Rumors of stock stealing. Country too steep for a Texan. Tough winters: people expected to be holed up for three to five months. Winter diet. Pigs too much trouble to raise there. Homestead social life.
[1:30:00],"Effects of winter on cattle operation, hay; post WWI depression difficult","Private school at the Platt homestead during the winter. The severe winter conditions of 1919-20. A 60% shortage of feed forced them to drive the cattle across the frozen Salmon River. Hay prices went from $7 to $50 a ton, and beef fell from $36 to $9. Effects of that winter cold on the cattle. After selling off almost all of their herd, John and Bill Platt started up again. The post World War I Depression was hard on the stockman."
[1:31:00],"Post WWI depression prices, farmland as tax write-off","Farmers had speculated on more land with high wheat prices, and were caught short after the war with the falling market. Williamson of Moscow invested in new land as soon as he could borrow on his other holdings, and lost almost all of it. Farmland is now being bought by non-farm interests at inflated prices and used a s a tax write-off."
[1:36:00],Settlement of Genesee; railroad,The Genesee area was early settled by people and groups who intended to stay and found more opportunity than where they'd come from. Speculation in towns which hoped the railroad would pass through them. It commonly takes three generations of investors in a place to realize profit; expansion of farms from an inherited base isn't hard.
[1:55:00],"Winter 1919 was awful; no work, low wages, bodies froze","During the bad winter of 1919 the cows tails and even their bodies froze to the ground. Wages were low after the war, though there was much work. Some ranch hands were not competent."
[2:00:00],Turteling Brothers,Turteling brothers started as a one tent construction operation in the country and became big.
[2:02:00],Driving cattle across the Salmon,Tom describes driving cattle across the Salmon; using a calf to lead the rest.
[2:05:00],Local support for WWI,"Local effort to support World War I; selling the family's unwanted Plymouth Rock, rooster. An Idaho company was early involved in the war."
[2:08:00],IWW accusing; fires in Big Bend; smut explosion,Dave was accused of being an IWW when he complained about dusty conditions while thrashing. Several fires in Big Bend country were never solved. Quick action in a smut explusion. How smut grows on wheat. Headers were replaced because the delay before thrashing caused some wheat to shatter. Thrashing outfits were a big business.
[2:18:00],Growing wheat good on flat and in the hills,Reasons for growing wheat on the flat as well as in the hills include the high price of wheat during the war. The climate has moderated; and the water table has appreciably dropped one reason being the intense cropping of the soil.
[2:24:00],Scandinavians; anti-German pranks; moonshine,Scandinavian hospitality. Anti-German prank-during World War I. Most moonshine around Genesee was made for home use.
