time,title,description
[0:00],Discussion of penmanship and a penmanship expert who changed name,A penmanship expert who changed his name for the sake of his handwriting. Penmanship.
[3:00],Moving around due to father's job; How they bought their first farm in Nebraska; moved to Oregon after dust began,"Family moved around because father was a railroad engineer. He saved gold pieces in a cloth sack to buy a farm. They farmed by her brother in Nebraska until the dust began; then father auctioned off their holdings. They moved to McMinnville, Oregon, where it was too wet for mother."
[12:00],Moving from Oregon to Moscow; Gold Hill Farm,"They moved to Moscow, where they had friends. The Gold Hill farm."
[15:00],Attending Ursuline Academy; teaching in Creston Washington; getting married; interests in teaching,"Attending Ursuline Academy. Teaching near Creston, Washington, receiving a letter a day from Evan. No water at the schoolhouse. Wedding ceremony. Bleakness of Creston school; boarding. Her deep interest in teaching and admiration for teachers who boarded with her family."
[30:00],Eighth grade graduation; Making a living near Creston,"Eighth grade graduation in the county seat. Her wish to live her whole life in the same place rather than move around. Her friend from Colorado Springs. Making a living around Creston,"
[36:00],Attending Ursuline academy and the meals there; what they did there as chores; Christmas programs and coming home for Christmas,Attending Ursuline Academy. Meals. The problem of cold feet and hot bricks. Most girls there were local. Strictness. Apples on the ground in winter. Digging dandelions. Home at Christmas - Christmas programs. Recitals at school.
[52:00],Union church in Princeton; Princeton young people going to Christian Endeavour Society in Potlatch; Dick Ferrell the lumberjack preacher,"The union church at Princeton was attended by many denominations, had visiting and lay preachers. Princeton young people went to the Christian Endeavour Society at Potlatch on Sunday evenings. Dick Ferrell, the lumberjack preacher, stayed with Evan's family when he preached at the church; he was a man of God and very popular. How he helped her catch the"
[1:00:00],"Sunday school, picnics, church service.","Sunday school, picnics, church service."
[1:05:00],The Guernsey grocery store in Princeton; using different ingredients that were hard to get a hold of,Guernsey grocery store in Princeton. Receipt (recipe) books. Cream of tartar instead of baking powder.
[1:11:00],Onaway store doing business with Potlatch people; Death of Evan's parents; First licensed pharmacist in Idaho,"Their Onaway store did a great deal of business with Potlatch people. Improvement of Onaway in recent years. Death of Evan's parents within twelve hours of each other. The town of Onaway. The LePards: she was the first licensed pharmacist in Idaho and made hats; he, a doctor, had a sanitarium."
[1:21:00],What she did once her children were in school; loss of the store at the end of the Depression,"She kept books and waited on customers after her children were all in school. Serving customers Cellophane packaging. The loss of their store at the end of the depression; Evan had helped all the people he could, and many could not pay him back."
[1:27:00],How much time was required for keeping house and family; her children going to college,Keeping house and family required much time. Cutting ice. Her children's ideas changed when they went to college.
[1:30:00],Building of the Guernsey house in 1910 and the materials they used,"(Getha Lakey Guptill, daughter of Ella May Benge, joins the conversation. Building of Guernsey house in 1910 from hand-made cement blocks which they hardened in the river."
[1:33:00],Interactions with gypsy and one of their camps near Fernwood in 1939,Taking a gypsy's picture against her wished. A gypsy camp near Fernwood (1939). Their stealing from Portland stores.
[1:40:00],Grandpa Tribble helping save settlers lives when they offended some Native Americans,Grandpa Tribble saved some settlers' lives when they offended Indians on the river. As an old man he told stories to the kids during get-togethers
[1:44:00],"Staying in Princeton to go to school. ""Jingle Bells"" on the cylinder phonograph.","Staying in Princeton to go to school. ""Jingle Bells"" on the cylinder phonograph."
