time,title,description
[0:00],Earthquake at Deary,An earthquake at Deary. A blast that shook Montana.
[5:00],Partnership with oldest brother after parents died,He couldn't sell place because farmland didn't bring money. Partnership with oldest brother after parents died. He could have bought a ranch at Whitebird cheap if he had the money.
[9:00],Low price of cattle and hogs; man gets angry with Mr. Halen,Low price of cattle and hogs. A man gets angry when he thinks Mr. Halen is on the WPA.
[14:00],Trading cows; plowing with horses; cutting twenty acres of peas every day; broke a horse,Trading cows for horses and selling the horses. Non-stop plowing with horses - cutting twenty acres of peas with a 5 1/2 foot mower each day. Putting a fine colt on a mower. How he broke the horse. Bad luck with horses after this one. Father gives him a team on condition he'll kill them and not sell them; he'd broken the team when he was a kid.
[30:00],Brother lived with him for nineteen years,"His brother lived with him, invalided, for nineteen years."
[34:00],Crops and horse farming; stopped from growing wheat; concentration of farm land,Crops and horse farming. Government stopped him from growing wheat. Concentration of farm land around his farm; comparison to early days.
[44:00],Father homesteaded; worthlessness of timber; uncle's bankruptcy,Father homesteaded; worthlessness of timber. Farmers worked out for a hundred dollars to live on. Uncle's bankruptcy and optimism: he was a town man who farmed.
[52:00],First World War; farmer left grain in storage; good money pea crop; bankruptcy of Deary Bank,"He bought home place in First World War from father, then bottom fell out of market and he gave it back. A farmer left his grain in storage then until the storage ate it up. A good money pea crop. A man who lost his new farm.; another gave up his stock on a mortgage. Bankruptcy of Deary Bank."
[59:00],Restrictions during First World War; seasonal work,Unreasonable rationing restrictions during first World War. Seasonal work.
[1:00:00],Timber for Potlatch; IWWs improved conditions; committee to combat Wobblies; Wobbly strike,Cutting down timber for Potlatch. Bunkhouses at Camp 6. IWWs improved conditions. Meeting of local farmers to form a committee to combat Wobblies; he wouldn't join. Wobbly strike.
[1:09:00],Lumberjacks didn't like kids working; bought produce from farmers,"Many old lumberjacks didn't like kids working. Many came from back East; an old man who couldn't work was on the payroll. T.P.Jones bought produce from farmers, but Nogle seldom did. Highline with a crooked line."
[1:15:00],Cougar Jack got beat up,"Cougar Jack, a big man, was a bluffer, who got beat up by a smaller guy."
[1:18:00],Money for timber from Potlatch; Bill Helmer,Money for farm timber from Potlatch. Timber claims sold to Potlatch. Bill Helmer.
[1:24:00],Boss worked with the sawyers; cutting junk and good timber,A walking boss who worked with the sawyers. Cutting junk and good timber. Bohunks fired when they should have gotten better directions.
