time,title,description
[0:00],"Saunder's fire; work as walking boss; overseeing large number of men, long days, two shifts","Saunder's fire (World War II). Work as walking boss. Long days. Overseeing a large number of men. Two shifts got a quarter of a million board feet a day. Burning slash and reseeding. Contact, with Forest Service was limited."
[21:00],Routine of his work seven days a week,"Routine of his work, seven days a week. ""Sold to the company"" to be on monthly payroll. He did work of six men today."
[30:00],Maintenance and supply; salary change through the years; never got tired; consultation with foremen,Maintenance and supply. Salary change through the years. He never got tired like workers do now. Work by the day verses by the hour. Coverage of territory - he'd spend a day in a large camp. Consultation with foremen.
[45:00],Staking out railroad routes; railroad crews work and pay,Staking out railroad routes. Train grades and switchbacks. Shays. Shay crews. Regular railroad men might not be willing to ride. Railroad crews had best job in the woods - great pay compared to what he made. He missed the best opportunity by banking his future on the woods.
[1:00:00],Variety of woods work; scouting ahead to lay out the roads and new ground,"The variety of woods work - ""new ground to work on every day."" Scouting ahead to lay out the roads and new ground. Long walking."
[1:06:00],"Fired people on the job, not in camp; hired back men he fired","He always fired people on the job, not in camp. He watched the scalers' board to locate trouble spots. He'd hire back men he fired, even the next morning. He'd argue with men and then they'd be friends."
[1:12:00],"Some liked a boss, others disliked him; couldn't help making mistakes; helping one man angers another","Some liked a boss, others disliked him. He can't help making mistakes. Helping one man gets another one mad at him. He usually got on the carpet with the company for overpaying the men."
[1:18:00],When he retired he had to get out of country or he'd spend money on drinks with friends,"When he retired he had to get out of the country or he'd spend his money on drinks with his many friends. He never ""logged"" off the job. He picked up men in town and drove them back to camp. His superintendent didn't want to leave the Elks Temple to find men in the tavern, so he did by himself. It was costly to buy beer."
[1:30:00],"Europeans called back to their countries in WWI, many died","Europeans were called back to their countries in World War I and many died. A man who went back to the old country for a few years and had a good time without losing money, thanks to the exchange rate."
[1:33:00],Potlatch tried to save money on wages; management not understanding what camp foreman had to go through,"Potlatch tried to save money on wages - ""Split the nickel,"" they told him. He couldn't argue with men over gyppo rates. Management didn't understand what camp foreman had to go through."
[1:39:00],"Explanation to General Manager Billings of why he liked ""same old faces""","His explanation to General Manager Billings of why he liked to work with ""the same old faces"". He went far in trying to keep a crew. He wanted to watch the skidway, not visit the company."
[1:45:00],Hospitalization insurance; death benefits; danger in the woods because of changing conditions,"Hospitalization insurance. Death benefits were $2,000, Danger in the woods because of changing conditions."
[1:54:00],Potlatch logged state land first; gave much of it back in the thirties; barely had enough money to buy timber during the depression,Potlatch logged state land first; gave much of it back in the thirties. In the depression they barely had enough money to buy timber.
[1:57:00],"He was ""a cog in the wheel.""; aspects of his job; only one man can be boss","He was ""a cog in the wheel."" Aspects of his job. Only one man can be boss."
