time,title,description
[1:00],Stories of how Moscow came to be named,"The naming of Moscow: inaccurate versions. The town was named after pioneer Sam Neff's hometown, Moscow, Pennsylvania. This was affirmed by his son from Yakima, who spoke to the Latah County Pioneer Association,"
[6:00],First visit to Moscow to hear President Theodore Roosevelt at the University of Idaho in 1911,First visited Moscow in 1911 to hear Theodore Roosevelt speak on wheat sacks at the university administration building. This speech showed his greatness as a leader.
[8:00],family homesteads near Spangle and Hole-in-the-Ground; cattle rustling; shooting,"Grandfather took a homestead near Spangle. His father's diary. Harvesting wheat by hand; mechanical harvesting came with the railroad in the eighties. Other grand father walked from Illinois to Pike's Peak to mine in 1860, and later came to Rosalia. Father took a home stead near Hole-in-the-Ground, which was being used by cattle rustlers; they shot him through the shoulder, causing the death of Abe's baby brother. Later his father shot and killed the gunman in Rosalia."
[15:00],Moscow's apple orchards; Frantzel's Brewery during Prohibition,"Abe's first sight of Moscow, the town was surrounded by apple orchards. Frantzel's brewery was turned into a vinegar works during prohibition."
[16:00],University of Idaho during WWI; influenza epidemic,World War I. Assigned to the university for officer training; role of university in war effort. Severity of influenza epidemic.
[20:00],Abe's jobs at University of Idaho,"Jobs at the university put Abe through law school: head waiter at Linley Hall, building Miller elevators, student law librarian, armory guard, Sunday reader at Colfax Episcopal Church."
[27:00],University of Idaho had good football teams in early 1920s; Abe played for the team,"Good football teams at Idaho, early 1920's. When Abe played in 1923, Idaho was neither beaten nor scored against in Northwest, and lost narrowly to Stanford and USC. University of Washington was afraid to Idaho. Idaho would have gone to Rose Bowl except that Stanford beat them 3 - 0 in Portland."
[30:00],Abe started practicing law by defending bootleggers and moonshiners at U.S. District Court in Moscow,"U.S. District Court met in Moscow for two terms of 12 several weeks each, in spring and fall, handling scores of jury cases. Abe got started by defending indigent bootleggers and moonshiners."
[35:00],Moonshiners and how they made their money; Abe as deputy prosecutor and night jailer,"Moonshiners came from the timber country, and were mostly arrested by federal agents. The big money was made by bringing bootleg into the county for the well-to-do. Outside the wooded area, the county was best in the state for enforcement; unlike Wallace and Kellogg, where officials were prosecuted. Abe began as deputy prosecutor. The county sheriff's force. He was night jailer for the county, and fought the bedbugs."
[42:00],Prohibition in Latah County; Evangelists thought prohibition would end social problems,Prohibition came to Latah County early. Evangelist meetings stressed the evils of drink and dancing and believed that prohibition would end social problems. A popular band sued over a denunciation of their character.
[48:00],"Alcohol as ""forbidden fruit""; moonshine ingredients; WCTU pledge failed with Abe","Prohibition made liquor ""forbidden fruit""; women drinking became socially acceptable among the middle and upper class. The poor quality of moonshine. Skid row bums drank anything with alcohol, such as the paralyzing jake (Jamaica ginger). Bricks of dehydrated grapes were sold with ""warnings"" against turning them into alcoholic beverages. WCTU brought Abe a pledge to prosecute prohibition above all other laws, which he couldn't sign, and then they worked against his reelection. Problems brought on by prohibition."
[58:00],Pat Malone evidence,Pat Malone found all the evidence drunk up on the way to court. Moonshiners claimed the mash was used to feed the pigs.
[1:00:00],Moscow businesses during WWI; Pastime Pool Hall,"Description of downtown Moscow businesses and businessmen at the time of World War I. The Pastime Pool Hall was ""the poor man's friend"" and a very well run establishment. Davis, who ran a Moscow store, later started the Winn-Dixie supermarket chain in the South."
[1:22:00],Moscow lawyers in the 1920s,Moscow lawyers in the 1920s.
[1:27:00],Arson trial of A.S. Frost,Arson trial of A.S. Frost for burning down his garage was prosecuted by Abe in his first year. Although the jury thought he was guilty they found him innocent because of the judge's instructions and inflection about the need for corroboration of the testimony of an accomplice.
[1:31:00],Trial for Orr robbery of Tommy Matthews; Abe won,"The case of State vs. Orr for the robbery of Tommy Matthews. Matthew was hit on the head with a blackjack and robbed of his shop's proceeds as he drove home. Hap Moody sifted through the Orr ash heap until he found the metal part of the cash purse. Orr was convicted, and Abe successfully argued against the appeal. District judges."
[1:42:00],Summary of Abe's public service to Idaho and nation,"A brief summary of Abe's subsequent career of public service to Idaho and the nation: congressman, general counsel of the post office department, member of Interstate Commerce Commission. Why he came back to Moscow from Washington."
