time,title,description
[1:00],"Acknowledges Arthur's age, getting old",Arthur is getting old.
[3:00],Surveying land with Bill Helmer,"Surveying the country with Bill Helmer. Relocating the the original government corners. The old marks. A corner of ""no man's land."" The government corner on Arthur's place plowed under after he quit farming."
[12:00],Herding cattle in Bronson Meadows in Elk River country,Arthur herded cattle in Elk River country in Bronson Meadows. The man who homesteaded Elk River. There were no fish above Elk River falls. The few people back there were mostly pheasant hunters and gamblers. Too much snow for deer and elk. His dog kept bear out of camp.
[30:00],Hunting animals for food; coyotes the exception,"He wouldn't kill bear because he wouldn't eat it. Shot a wolf once, but never cougar. Shot many coyotes, because they chase deer. Deer will come right up to a person for protection when they're being chased. Deer tame easy: examples. A deer can make a fool out of people in the woods."
[41:00],Swedish and Norwegian languages; Lutheran Church,"He tries to read a little Norwegian, and speaks a little Swedish. Swedes and Norwegians both went to Lutheran church. His father and grandfather all born in same house in Norway."
[47:00],"Customs of Swedes, Norwegians, named after weather",Troy had people whose names were like the weather.
[49:00],Norwegian holidays,Norwegian holidays here: there were 13.
[50:00],"Hunting from a young age with bow and arrow, rifle","He began to hunt with a .22 at 15, before that with bow-and-arrow shooting big deer from a favorite stump,"
[55:00],"Animals in the area (elk, squirrels, birds)","The country's elk first shipped to Bovill from Yellowstone Park in 1928. Local people paid. The elk prospered then, but too much hunting has hurt them. A squirrel poisoning campaign killed off many birds. Early abundance of grouse and pheasants. Hooter grouse."
[1:00:00],Hunting elk,More about Arthur's favorite hunting stump. Killing three elk at a quarter mile with a 30-30. Shooting and sharing two elk.
[1:06:00],Hunting in Selway country,Arthur's 30-30 outshoots the big guns in the Selway Country.
[1:10:00],Homestead burned down; Deary fires,"The original homestead house burned down, Arthur suspects early Deary fires may have been set."
[1:16:00],Hunting coyotes locally,He liked to hunt close to home. Coyotes have sharp scent. Cross-breeding coyotes and dogs make mean dogs. How coyotes kill deer in winter. Bobcats and lynx jump on deer's backs.
[1:25:00],"Arthur was an excellent shot, hunting examples",Killing three deer with two shots. Arthur got to be a good shot from shooting at chipmunks on the range.
[1:29:00],"Very poor, little food during President Cleveland's time; better during President McKinley's term","Bad times around 1892, with Cleveland. Good times during McKinley, and World War I and II."
