time,title,description
[0:00],Discussion about where they were from in Sweden; his home town owned by lumber company,"They were born in Sweden, she near Torsby, he near the Norwegian border. His area was timbered logging country settled by Finns in 1640, and owned by the lumber company that everyone worked for. Rocks on the roads."
[8:00],Her family and their house in Sweden; her brother and father returning to Sweden,Her family and their house in Sweden. Her brother Jalmar and father returned to Sweden despite their desire to stay because their wives would not come. Many of her brothers came to America.
[17:00],What people heard about America; her father's experiences in America,"What people heard about America: cutting gold with a knife, the wild West and Indians. Her father's experiences in America"
[20:00],She had to quit school due to mother's illness; working the fields,She had to quit school because her mother was ill. Working in the fields. More about family life.
[31:00],His work in the woods as a boy; difficulties in school,"She likes America. His work in the woods as a boy, and father's lumbering. Difficulties with school - a bad male teacher. Settlement in his neighborhood."
[42:00],Discussion of her godfather and his confirmation class; getting a passport,"Her godfather. His confirmation class. He had to be tough when growing up. He entered the front door of the parsonage once, which only the well-to-do were supposed to use. Getting a passport."
[53:00],"Stories about Mattie Harris, an eccentric character from Little Bear Ridge.","Stories about Mattie Harris, an eccentric character from Little Bear Ridge. She distrusted people."
[1:00:00],Her confirmation training,Her confirmation training
[1:03:00],Stories from mother about baptising the spirits of dead children; ministers were high-ranking,Her mother's minister told about baptising the spirits of dead children in a cemetery. Ministers were high-ranking.
[1:07:00],Showing deference to pastors; the rich didn't associate with the poor; logging in Sweden; more discussion about confirmations and lack of denominations,"People had to take off their hats to pastors, and hats and gloves in banks and in the post office. Axel Bohman wouldn't do this when he returned to Sweden. The rich didn't associate with the poor. Logging in Sweden; unions came to woods. More about confirmations and lack of denominations."
[1:22:00],"Importance of immediate baptism, and its dangers to babies health","Importance of immediate baptism, and its dangers to babies health."
[1:27:00],Discussion of the rich and arranged marriages; church announcement of marriages on only three Sundays,The rich arranged marriages with each other. Church announcement of marriages for three consecutive Sundays. Their meeting at the shoemaker's.
[1:33:00],Entertainment - Salvation Army,Entertainment - Salvation Army
[1:30:00],Salvation Army and movies in Sweden,Salvation Army and movies in Sweden.
[1:40:00],What they heard about America; being related to the Bohmans and they were well off in Sweden; Legal arrangements to come to America,"What they heard about America. The Bohmans were related to her family. How Ole changed his name from Olson. The Bohmans were well off in Sweden. Mr. Thomason decided to come after talking to her brother. Legal arrangements to come to America; sponsorship from Troy area people. She thought it might take a long time to get his papers, but it was quick."
[1:59:00],The work he did when he got here; Ole Bohman helping as the banker and often checked on how the Thomasons were doing,"The work he did when he got here. Ole Bohman helped the people as a banker, and he could be with anyone. A loan to a drunk man. Bohman's father was like a county commissioner here; his job was to help the poor. Ole checked often to see how the Thomasons were doing, and helped them."
[2:00:00],Many Swedish people worked for Bohman's lumber when they first came; Ole Bohman was worried about the Bank during the Depression,He changed from a bank to a private loan on his farm. Many Swedish people worked for the Bohman's lumbering when they first came. Ole Bohman's worry about the bank during the Depression.
[2:03:00],Living with the Nelsons when she first came over; Discussion of her voyage to America and then to Idaho,Living in a small house by the Nelsons when she first came to America. Her train trip West with her aunt who lived in Tacoma. Her voyage to America. Her friend told her women didn't work in America. She didn't debate coming. The transition wasn't hard because she lived at the Nelsons.
[2:23:00],Not knowing English was a problem; when they became citizens,"Their troubles not knowing English - he couldn't ask for food at the table, she couldn't talk to a peddler. They became citizens seventeen years after arriving; her desire to belong to the country."
[2:26:00],More discussion of her train trip to Idaho; how she found her family after coming to the train station in Troy,"More about her train trip. When she reached Troy, no one was waiting for her; how she found the family"
[2:30:00],Reaching her new home; how being neighbors with the Nelsons made the adjustment to America easier,Reaching her new home. Neighboring with the Nelsons made her adjustment to America easy. Fun with the Nelsons. Helping with their work.
[2:48:00],Swedish girls who worked in Spokane; Anna Bohman wouldn't let the cleaner take her boss's suit,Swedish girls worked out in Spokane. Anna Bohman wouldn't let the cleaner take her boss's suit.
[2:53:00],People learned English much faster by associating with Americans; She wanted to go to school; their children learning Swedish,People learned English much faster when they were associating with Americans. She wanted to go to country school. Their children learning Swedish.
