time,title,description
[0:00],Propaganda against the Wobblies; camp conditions,Propaganda against the Wobblies. How the Princeton community felt about them. Effects it had on the farming country. Conditions of the camps. Wobblies getting blamed for things that they didn't do.
[6:00],Stories from when he was a kid,Stories from when he was a kid. Walking to Potlatch to get a haircut. Jungle up through Elk Creek. Not wanting to get caught out in the dark. Nowadays kids have motorcycles to go to Moscow.
[17:00],First car in town; trading horses and cows for a car; people getting killed working on the railroad,First car in town. The fastest Ford in America. Trading horses or cows for down payments on a car. Watching them build a road on Potlatch Hill. People would get killed working on the railroad.
[27:00],Stories about going sledding and ice skating as a kid; Competing with a friend,Going sledding under a barbed wire fence. Stories about going ice skating on the river. Competing with one of his friend.
[37:00],Outrunning the train on his motorcycle; car accident,Outrunning the train on his motorcycle. Stories made up about him riding his motorcycle. Car accident. Getting into an argument in Harvard.
[48:00],Rivalry between Harvard and Princeton kids; playing hooky,Rivalry between Harvard and Princeton kids. Would play each other in ball games. Playing hooky and going up to Harvard.
[54:00],Going to school; his parents' place,Religion in school. People couldn't afford college. Parents bought their place in three different pieces.
[59:00],Homesteaders; working in the mill; working on the farm; skills he learned,Homesteaders who stood out. Working in the mill. Quitting to work on the farm. Skills he learned from working at the sawmill.
[1:13:00],Management at the sawmill; a lazy logger,Management at the sawmill. Who got blamed if something went wrong. A lazy logger
[1:19:00],Logging techniques; operation of a sawmill,Explaining logging techniques. Operation of a sawmill.
[1:27:00],Others who worked in the mill; bosses causing trouble,"Others who worked in the sawmill. Bosses caused trouble, not the management."
[1:30:00],Issues with his boss,Issues with his boss. Got his boss fired.
[1:38:00],The kindness of Anna's grandfather,The kindness of Anna's grandfather
