time,title,description
[0:00],"Sam Schrager's questions for Brink, conducting interview from her home.",Sam Schrager's questions for Carol Brink.
[6:00],"Carol's childhood in a small town, lonely but happy; why Idaho as source of material",Beginning of Carol Brink's reply. Sources of writing in her Idaho childhood.
[10:00],Her book Buffalo Coat; real facts verses fiction; double suicide story; Moscow,"History of doctors in Buffalo Coat: Dr. Dellapine. Dr. Ledbrook and Winnie Booth suicides were a love pact, as the book suggests. Mrs. Ledbrook. First draft of Buffalo Coat: need to make a good story from facts."
[22:00],"Biographical information about her grandfather, Dr. W. W. Watkins","Personal history of Dr. W. W. Watkins, her grandfather, his life as a doctor delivering babies, and his role in Moscow."
[29:00],Biographical information about her Grandmother Watkins,Grandmother Watkins (continued) as a homebody
[30:00],Grandmother Watkins; children's books,"Grandmother Watkins (Caddie Woodlawn), and her home in Moscow, where Mrs. Brink grew up. Moscow friends featured in her children's books, Two are Better Than One, All Over Town, and Luley."
[37:00],"Social classes, diversity in Moscow",Diversity of backgrounds in people who came to Moscow. Definite social classes in Moscow.
[41:00],"Women's role in pioneer society, West verses East",Equality of women in pioneer West as compared to East. They believed that their role was as important as men's. Significance of Caddie Woodlawn's father speaking to her about growing up; this led some women's libbers (women's liberation) to condemn book.
[46:00],Grandmother's home in Wisconsin,"Her grandmother's home near Menominee, Wisconsin, has been preserved by the Dunn County Historical Society as part of the Caddie Woodlawn Park."
[50:00],"Biographical information about her father, Alexander Ryrie; her family","Background of father, Alexander Ryrie, and his brothers, the basis for Snow in the River. The fun of pioneering. Mother and aunt."
[1:00:00],Assassination of President McKinley,Memory of McKinley's assassination.
[1:02:00],Girl Scouts troupe; Sunday School,Play of the Sunday school girls group.
[1:04:00],Homesteading near Clarkia (Washington),Homesteading east of Clarkia. Conflict between lumber company and conservationists. Effect of homesteading on her aunt: her struggle one winter. Accuracy of Strangers in the Forest.
[1:11:00],Boville family; girls gaining weight; lumberjack named Dynamite,Life for girls visiting on the homestead. The Bovills. Wages for the girls to gain weight. How Dynamite got his name.
[1:16:00],Husband was supportive of her work as a female writer,Friendship and support of her husband. Writing as a woman.
[1:20:00],Sketches of early Moscow,"Mrs. Brink reads sketches of early Moscow. ""Proudly We Hailed"": Moscow Fourth of July. This was deleted from the transcription."
[1:30:00],Sketches of Unimportant People,"Unpublished true stories from Unimportant People. ""Of Tramps and My Aunt."" This was deleted from the transcription."
[1:40:00],Sketches of The Bookstore,"""The Bookstore."" This was deleted from the transcription."
[1:49:00],Perspective with old age; awareness of a small town,Perspective of old age. Awareness that comes from growing up in a small town. Greetings to Moscow.
