time,title,description
[0:00],Instructions from mother on her deathbed; her tuberculosis,Instructions from mother on her deathbed; her tuberculosis.
[6:00],"Working in Potlatch during winter, Camp 8, Camp C, Elk River; huge snowfall in Elk River","Working for Potlatch in the winter of 1912: sawing at Camp 8, hooking on the landing with an incompetent hoistman, working in the Elk River mill, ""bull cooking"" at Camp C. His aunt, Mrs. Issac Swenson, whose husband had been killed. A thirteen foot snowfall in Elk River."
[26:00],Father help his kin; Uncle Isaac's death,His father helped his kin. Failure to side cut tree caused Uncle Isaac's death.
[30:00],Sawing and swamping in 1936,Sawing and swamping in 1936.
[31:00],Sawing timber with other men; Going to work with his brother,Working with other men sawing timber; teaching a new man. Requirement for bonus. Going to work with his brother; art of falling trees.
[46:00],Near fatal accident with brother Simon,Near fatal accident with brother Simon.
[49:00],Accidents on the Clearwater River,His wagon almost went over the ledge into the Clearwater River at Peck. A jerkline skinner lost his wheel team when the ferryboat sank.
[55:00],Raising hogs on Central Ridge; Peck bank,Raising hogs on Central Ridge (1923-4). Moving a house for the hogs. The Peck bank.
[1:00:00],Borrowing money to raise hogs; Crops and hogs,Borrowing money from the Peck bank for the hogs. Arguing with his father over shares. Bean and wheat crops (1918-19). Poor return on hogs the second year.
[1:10:00],Living was hard in 1924; Dangers of miscarriage; Father's barn burnt down,"Hard living in 1924 - his wife almost died after a miscarriage, and he had to care for the children; investment on Guernsey cows. Bartering with father over debt. His father's barn later burnt down, and father sold out with a big sale."
[1:20:00],Working in harvest 1926-27; Raising cattle 1924-32; Hauling cream,"Working in harvest; the wet years of '26 and '27. Raising cattle in Park (from '24-'32) was rough. Losing money trying to log because there was no snow. Low dairy prices, A runaway. Exchange hauling of cream. Breaking road from Park with cream in the snow."
[1:30:00],Hauling cream to Helmer in winter,Hauling to Helmer in winter. He fooled a neighbor who wouldn't help with the cream.
[1:37:00],Living on farms around Moscow; Working various jobs,"A man on whose farm he had arranged to live gave it to someone else. He lived on another farm near Moscow for doing chores, but was cheated. Getting WPA work. Working for the Forest Service, Wenatchee apple harvest, and as a teamster on shale rock."
