time,title,description
[0:00],History of Dr. Gritman;,History of Dr. Gritman. He went to Europe in 1914 to study anaesthesia. His country calls during the flu epidemic. Staff lived in the thirty bed hospital.
[3:00],Nursing;,"Nurses had three months probation. They made all the dressings; methods of sterilization.1921, power lines were connected and changed sterilization method. Treatment for maternity cases. Making dressings. Gritman used X-rays to diagnose broken bones. How casts were made without plaster. He fastened bandages with stick pins."
[12:00],Milk for the hospital came from Gritman's cows;,Patients meals were planned by Mrs. Gritman... Milk for the hospital came from Gritman's cows.
[13:00],What was expected of the nurses;,"What was expected of the nurses. Obstetrical practice. Over load of babies made a strange bed for one. A pregnant woman with a heart condition is counseled to have an abortion, but chooses to deliver premature twins. Their treatment: and what became of her. Abortion advised if the mother's life was in danger.How abortion was induced."
[23:00],Waste makes for expense in a hospital;,Nothing was thrown away that could be used a second time. Waste makes for expense in a hospital.
[25:00],Surgical procedure;,Surgical procedure. Administering the anaesthesia. Chloroform use was dangerous. Collapsible stretchers. Miss Machlied assisted in surgery.
[30:00],Travelling medical bags for home delivery;,Travelling medical bags for home delivery. Neighbor women would bake dressings for the baby. Women were in bed ten days after childbirth; women were bound after birth.
[34:00],More on surgery;,More on surgery. Gritman's office patients were seen in the hospital office. He and his wife lived in the hospital. His death. More on X-rays.
[40:00],Her work in the hospital;,"Miss Machlied entered nurses training in 1921. Her work in the hospital when she came in 1918, prior to nurses training. Uniforms. Mrs. Lange recounts part of Miss Machlied's career. It was Dr. Gritman who convinced Miss Machlied to take nurses training.Length of training and how she was trained. Nurses ethics. Classes at night after twelve hour work day. Nurses were boarded and paid per year of training completed."
[51:00],The hospital set up;,The hospital set up; it still had some of the old hotel trappings
[55:00],Method Dr. Gritman introduced to give fluids by drop;,Method Dr. Gritman introduced to give fluids by drop. Blood was give patient to patient(direct method). No blood banks at that time.
[1:00:00],Gritman mixed his own medicines;,Gritman mixed his own medicines; the nurses were trained to do the same. Location and set up of operating room. Use of maggots and leeches in the healing process. More on the operating room.
[1:09:00],A man who fainted during his wife's delivery;,"A man who fainted during his wife's delivery. Women were anaesthetized prior to delivery. Placenta previa, a cause of death in childbirth. A woman who went into convulsions. Women didn't see a doctor until delivery time. The size of families were large, many dying in infancy.Factors for high mortality rate in children. Mot much knowledge of how to prevent conception."
[1:19:00],Mrs. Lange's training;,Mrs. Lange's training in comparison to Miss Machlied'a. Miss Machlied was Dr. Armstrong's first assistant in his surgery as well as managing the office and attending on home deliveries. What women would have home deliveries. Most were doctor assisted.
[1:23:00],A delivery she performed without a doctor's assistance;,A delivery she performed without doctor's assistance. Waiting for a woman to deliver at home. A nurse form Canada who'd never seen a breach birth. Difference in class size. Mrs. Lange began training at eighteen. A childbirth made difficult by an assisting nurse.
[1:29:00],Dr. Armstrong liked to play jokes;,Dr. Armstrong liked to play jokes on his workers. He had good rapport with his patients.
[1:30:00],Mrs. Lange's work as a specialty nurse;,Mrs. Lange's work as a specialty nurse. Dr. Armstrong liked funny things that happened to his nurses. Nurses caps and pins tell where a person received training.Mrs. Lange's interest in nursing came from career planning seminar she attended. Nursing was attractive because you received money plus room and board while in training. Emphasis was not on marriage as sole career for either women.
[1:41:00],Home delivery began to die out;,Home delivery began to die out but the trend is returning. Miss Machlied's major work was in obstetrics and surgery. She preferred surgery to medical work.Typhoid and scarlet fever patients.No fear of dealing with infectious patients. 1918 flu epidemic. Doctors who were in Moscow at that time. Gritman went by team although he had a car by that time. Gritman and Armstrong would travel long distances to administer aid.
[1:51:00],Description of nurses pins;,Description of nurses pins.It was hard Tor women to become doctors. Fast appendix operations.
[1:58:00],Gritman went several places to receive updated medical knowledge;,Gritman went several places to receive updated medical knowledge.Carithers hospital was Moscow's other private hospital. Wages for nurses during the depression.
[2:00:00],People who knew about Carithers hospital;,People who knew about Carithers hospital. Shorts mortuary was also the ambulance driver.
[2:04:00],People she worked with in Colfax;,"Miss Machlied came to Moscow because she could get: more money than in Colfax. People she worked with in Colfax. Her first meeting with a priest. She worked at Colfax to pay off an appendix operation. Hospital costs, past and present. Comparing nursing practice through the years. They had much more interaction with their patients than now. Patients were people, no over familiarity."
[2:12:00],Change has led to more paperwork;,When Miss Machlied was a patient she had to wait a long time to receive her medication. Change has led to more paperwork.
[2:16:00],New techniques in nursing;,New techniques in nursing that have been exchanged for the aid. Team nursing a recent innovation takes away from personal involvement with patients.
[2:21:00],Getting education in lecture form;,Getting education in lecture form and actual observation of doctors. The story of the new probationer and a male patient. A nursing story from a company hospital.
[2:25:00],The tragedy of Albert Johnson;,"The tragedy of Albert Johnson. The need to remove oneself from ""embarrassing"" situations. Your attitude gives patients the right attitude. More on Albert Johnson."
[2:29:00],Woman soaks husband in whiskey to preserve him for burial;,"Women that had the ""pleasure"" of seeing Anthony from the hospital windows. He embalmed his wife for later burial. Another woman soaked her husband in whiskey to preserve him for burial."
[2:30:00],Student nurses had freedom;,"Student nurses had freedom but had to be in by certain hours. Team-Leader method continued. Neither woman would like to be diagnosed by a nurse. Gritman hospital trained nurses,1892-1928."
[2:35:00],Mrs. Gritman's diary;,"Mrs. Gritman's diary, its loss is monumental for recounting daily occurrences in and out of the hospital.The hospital canned its own fruit, enough to feed the staff and patients. New food delivery system. No need for special nurses any more at Gritman."
[2:41:00],How doctors get away with fraud;,"Modern disposable hospital products make for waste and expense, (continued). Time is coming for outside food and laundry service in the hospital. Will people be able to afford it? Comment on a TV show concerning people getting government money on false pretences. How doctors get away with fraud. Some thoughts on malpractice. People are quick to sue."
[2:50:00],Getting through the depression on short pay;,Getting through the depression on short pay. The depression was probably the best lesson that could be learned.
