time,title,description
[0:00],"Parents homesteaded at Fort Riley, Kansas; planned railroad never came through; local towns; horse that ran away","Parents homesteaded at Fort Riley, Kansas, and sold out after a rainstorm killed off a carload of hogs. Father bought a relinquishment at Moler (between Craigmont and Nezperce) in 1898; the planned railroad never came through. Local towns. A horse that survived a bad runaway."
[10:00],Breaking wild horses; working on the threshing crew; grown up at fifteen; threshing operation,Breaking eleven wild horses at age thirteen. Starting on the threshing crew at age eleven. Desire of kids to work and be men; at fifteen they felt grown up. Threshing operation. Threshing was too hard to permit socializing; men had to be tough.
[23:00],Road building; horses; using a sledge hammer,Road building to pay poll tax. Four horses on a fresno. Learning to use a sledge hammer.
[29:00],Associating with neighbors; first telephone wire; playing phonograph,A family on every 160 acres. Associating with neighbors. First telephone wire was strung on the fence. Playing phonograph for the whole telephone line.
[30:00],School programs; neighbor debating religion; stories of Chinese and Magruder desperadoes; rough roads to Lewiston; rough-locking wheels,"School programs. His family performed ""A Slow Train Through Arkansas."" Debates. A non-believing neighbor who liked to debate religion with preachers. Many didn't believe in religion. Stories of Chinese and Magruder desperadoes. Rough roads from Camas Prairie to Lewiston. Rough-locking wheels."
[44:00],Chautauquas got corrupt; local revivals,Chautauquas were good but got corrupt. Local revivals were not sectarian.
[51:00],Learning to work; foreman for neighbor's threshing outfit; learning at school; going to Seattle; regular chores,Learning to work from father. At sixteen he was foreman for neighbor's threshing outfit. He was almost fired for something he didn't do. Learning at school meant nothing; he wanted to learn to work. Going to Seattle with a stock car; making cider. Regular chores. The pride in work.
[1:00:00],Father's credit at the bank; raising hogs; father's strength and character; paying grocery bills,Father had open line of credit at the bank. Raising hogs (and cattle). Father's strength and character. Mother a dressmaker. Buying a year's supply from Sears and Roebuck; many who were better off did. Paying grocery bills once a year.
[1:14:00],People not trustworthy; court and politics; people are overeducated; government hurting society,"People are no longer trustworthy; everything is settled in court and is political. In the old days, a man was as good as his word. People are overeducated without knowing anything except books. How government is hurting society."
[1:21:00],Peddling a wagon; couldn't get hired; first sale; contest sales,"How he started peddling from a wagon. He couldn't get hired for free for the experience. Persuading a peddlar to show him. His first sale, to a madame, netted him more than $2.50. The first year he made $30 a month. Contest sales. Mother protected him from being fleeced of his $250 in savings by the peddlar, who was crooked and in debt. Mother made his first sale on his own."
[1:30:00],Working for Grand Union Tea Company; won selling contests; selling to Mrs. Humbird,"Working for Grand Union Tea Company. After he won selling contests, they sent a tramp salesman to teach him how to sell. How the tramp sold to Mrs. Humbird, a society lady in Spokane."
[1:36:00],Secrets of selling; the salesman tramp; friend in the army band,"Secrets of selling - know the product, no need to be a good talker. The salesman tramp. A tramp friend in the army band. ""Showing"" his competitor how to build up a sale."
[1:48:00],Increasing sales; changing to mail order; salesmanship is the key to success; preference for brown eggs,The second year he made more than $250 a month. Visiting a home at a prearranged time increased sales. Change from peddling from the wagon to mail order. Salesmanship is the key to success in any field. His items were high priced and better than average quality. Making two sales at once. They kept peddling when they had the store. Preference of some women for brown eggs.
[1:58:00],Selling malt and hops during prohibition,"Selling malt and hops during prohibition, which he made his religious friend deliver."
[2:00:00],Routes in Lewiston and Clarkston; rate of commission; brand names; keeping religions straight; knowing German,"Division of routes in Lewiston and Clarkston by tramp. Rate of commission. Growing importance of brand names. He referred women to neighbors for testimonials, being careful to keep their religions straight. Knowing German helped."
[2:09:00],Selling a big order; fixing his tire,"Selling a big order to a man who hated peddlars, by fixing his tire first; he became a steady customer."
[2:17:00],Dealing with a big farmer; breaking down the cattle gate; playing poker,"Dealing with a big farmer who drank near Pomeroy. Breaking down the cattle gate and getting his Franklin stuck in the mud, the farmer was mad. He gave Bill the leftovers to eat. He lets himself get roped into a poker game, pretending he doesn't know much about it and has heard of the farmer's reputation,"
[2:30:00],Winning $750; barricaded the door of his room; tried to give the money back,"He won $750 and barricaded the door of his room. In the morning he tried to give back the money, saying they'd been drunk while he was sober. The farmer paid the men back and gave him the biggest order he ever got in Garfield County."
[2:39:00],Selling tea for whiskey; sampling Jamaica ginger and rum,"A man who'd been sold tea for whiskey, sampled Bill's Jamaica ginger straight despite his warning and almost choked. Sampling rum in Jamaica."
[2:47:00],Welcome reception; most people lived poorly; higher licing standard in town; meat in the country,"His welcome reception for staying overnight at farms; he entertained them. Most people lived poorly then - a bank director who ate on apple boxes, a family who cooked on a dirt floor coated with grease. Sense of superiority and higher living standard in the towns, but country food was better. Meat in the country. He thought his city cousins were stuck up."
[3:00:00],Parents separated; brother put himself through college; brother graduated from WSC at the top of his class; involvement in business,"Parents separated and father disappeared after selling farm. His brother Leo put himself through two years of college by growing a bean crop in his spare time with borrowed equipment, and sold just before the bottom fell out; Leo graduated WSC at the top of the class. Agreement to help put his third brother through college. Involvement of brothers in business."
[3:08:00],Opened the store in 1921; country suffering in the 1920s; wife was a head nurse at White's Hospital; bought a quarter section of land; buying stone crocks,"They opened the store in 1921 when the market collapsed and many farmers went broke. How Bob MacGregor got a good price for peas in Washington, D.C. during the depression. The country suffered in the twenties; the cities did all right. He started Morgan's Grocery with $400, borrowing from his father-in-law. They took nothing from the store for three years. His wife supported them as head nurse at White's Hospital. In 1924 they made $9,700 profit, enough to buy a quarter section of land. He sold 5 gallon malt cans, costing $1.15, for $7.50. Dried prunes were made into moonshine. Buying stone crocks."
