time,title,description
[0:00],Birth in Kendrick; rural doctor; dirt roads; weather,"Born in Kendrick, horse-and-buggy doctor. Dirt and mud roads. Weather."
[3:00],Forest fires and firefighting; how 1930s fire in Kendrick started; 1904 fire created a tent city in Kendrick,"Forest fires and firefighting. Smokechasers and lookouts. Saddleponies and packstring to get to a fire. Fire around Kendrick in 1930's started by train in Little Bear Canyon. 1904 Kendrick fire, business section sets up in tents"
[10:00],Kendrick school,Kendrick school.
[13:00],Hunting and fishing; Eating a vareity of fish and wildlife,Hunting and fishing. Plentiful game in early days. Fires helped habitat for big game. Lester's family ate lots of wild meat. Fish were plentiful. Steelhead and rainbows. Fishing trips on the Potlatch.
[23:00],Father's business; changes to the blacksmith business with arrival of automobile,Father was a carriage-maker and blacksmith. Retired to a gunshop. Blacksmith business kind of fizzled out with arrival of automobiles.
[27:00],Lester in a runaway wagon as a child,Runaways. Lester in a runaway wagon as a child.
[29:00],Weather change from early times. Kids winter games. Cutting ice and icehouses,Weather change from early times. Kids winter games. Cutting ice and icehouses.
[30:00],Information about Icehouses; ice in the summer time,"Icehouses (continued). Buying ice all summer, making ice cream."
[32:00],Weekend fishing trips. Bicycling then walking. Salting fish,Weekend fishing trips. Bicycling then walking. Salting fish.
[35:00],Delivering mail on American Ridge; winter weather during mail delivery,"Carrying the mail on American Ridge. Automobile by summer, team by winter. Snow sometimes too deep for teams. Driving through fields when the road is drifted in."
