time,title,description
[1:00],Big Anderson background,"Big Anderson: ""I'm getting better and better every day."" The meat on his lower legs had rotted to the bone. He took no help with cutting wood, and wouldn't eat food you brought unless you ate with him. He homesteaded Big Bear Ridge, then in Canada. Throwing sand in a cougar's face. He lived on the interest on $500. He made his own clothes. He walked into town, got stewed in the saloon. No one got to see his perpetual motion machine: ""I'll soon got it now."" Died after he was taken off his place, perhaps from taking a bath. He was a friendly man, and strong. He got angry at a relative who let him down. He read the Bible in a poor light."
[13:00],Big Anderson's parents,"Mother, a Norwegian, orphaned and taken to Minnesota where she met his father from Sweden. Father discouraged from homesteading near Genesee because there was no timber, so he did near Deary, and then pre-empted on Dry Ridge. Big yellow pine and no underbrush, because the Indians kept it burnt off."
[18:00],Deary Homesteading,"Father carried fifty pounds of flour on his back from Moscow, and had to work out on railroad building and harvest. Breaking land with a spike tooth harrow was difficult."
[24:00],Dynamite and straw,A Nora Shivaree dynamited the house windows. Cooking and threshing pictures. Getting rid of the straw stack by hand; cutting bands on the bundles.
[27:00],Troy Lumber Company,"Troy Lumber Company had big operation, lots of sawmills, hauling, land; it was started by the Bohmans, sawmill men from Sweden. They got workers from Sweden who worked hard for low wages. Phil helped some Swedish lumberjacks get food at meals in the camps. He couldn't speak English until he went to school."
[30:00],Education and languages,"Kids talked Swedish and Norwegian in the school yard, but the teacher didn't like it. With fifty kids and one teacher, you didn't learn much,"
[33:00],"Homesteading, cougar attack",Food at home. Grouse were very plentiful. Escape from a cougar on a snowy night. A cougar almost got a girl riding horseback near Avon; they always attack from behind. Relatives died from tuberculosis. Water from spring on the home place.
[41:00],Wintertime in Deary,"The winters were tough, roads had to be broken open with teams. Sledding with the hind bob from bobsleds. Playing with all the neighbor kids. Pie socials and basket socials. Kids had more fun in those days. Staying overnight in Deary when the roads froze."
[46:00],Troy Lumber in Winter,"Most hauling was done in winter. Huge lumber business and tremendous activity in early Troy. Many made a living hauling cordwood. Farmers always had something to sell in Troy. The old way of farming worked much better than the new, and should be reestablished. They came nine miles to town once a week, and twice a week to Anderson for mail. He hauled logs to the water power sawmill."
[53:00],Slavery; Drinking by men and women,"Joe Wells was a slave ans stayed with the Wells family after emancipation. When drunk he'd say ""I'm the only white man in Deary."" Troy Main Street was made so wide so four-horse teams could turn around. Farmers were the main drinkers in Troy and some women did too. You could buy half a gallon of beer for fifteen cents."
[1:00:00],Gyppoing,"As a teenager he decked logs for his uncle using a cant hook, a dangerous lob for a boy. When he started in the woods, the teamster held the lines while other men prepared the logs; but when they started gyppoing, the teamster and swamper handled the logs together. Gyppoing was the ruination of the country: once the company found out how much work a man could do, they cut down the work force and wages, ending Potlatch ""old folks' home."" Cat crews also have been cut down. When horses went out he thought he'd quit, but got used to cats once they put an A-frame in the front."
[1:11:00],Lunch breaks,"Axel Anderson tried to persuade him to drive cat. Axel fires an incompetent teamster. A man took his lunch every day and went off to a cabin instead of logging. Taking food in the woods to cook dinner on a shovel if there was no frying pan. The food was very good, but the lumberjacks complained anyway."
[1:18:00],Mill jobs (scalers and loggers),"Scalers were ordered to cheat the loggers; it was sometimes said by an amount equal to the overrun at the mill. Sometimes the scale was changed in the office, if the men made too much. When gyppoing started in 1921 and '22, the men made big money and bought cars, so the management clamped down. The men shouldn't have been so greedy and worked that hard. A boss who was generous to Phil."
[1:24:00],Spending money in town,"When the men made their stake and got cranky, the foremen let them go to town. They blew their money on their women and drink. Crying Gus cried when his was gone; he gave $10 to a girl who smiled at him on the street. A blacksmith used to swear he was going to save his money and go back to Sweden when he got letters from his family, but he always blew it just the same. Lots of lumberjacks had been married at one time. Braggers couldn't do anything they said they could."
[1:29:00],Drinking among lumberjacks,"Dick Ferrell was well liked and a good preacher, but he didn't save the men. Drunkard lumberjacks would drink anything - ketchup, hair tonic. Pat Malone liked to drink."
[1:30:00],Wobblies (IWW) in logging camps,"Bad conditions in logging camps. Wobblies helped improve conditions; but they also committed sabotage in the fields, were too radical. 1936 strike: a Wobbly went into camp and stayed until the men agreed to strike, but they had no money. Phil drove through a strike line."
[1:38:00],World War I in logging camps,World War I in the camps. Many men died from flu. Three army officers came and dictated to the men: he was arrested for mot having his registration card; an old German was taken away for leaving the camp.
[1:42:00],Wild Davy,Wild Davy.
