time,title,description
[0:00],Father's views about family; mother's broken collarbone and surgery,Father liberalized his views about family and gave her more freedom. Charging at stores. Father's ledger. Mother's broken collarbone and serious surgery.
[11:00],Brother's death in the Philippines; parents favoritism; resentment of her brother's freedom,"Brother's death in the Philippines. The children said mother favored boys, father girls. Her resentment of brother's freedom to go places; he was accident-prone."
[24:00],Mother giving mittens to a poor family; sister getting very gold chaperoning,Mother managed to give a poor family mittens without them knowing. Sister got very cold chaperoning a sleighing party.
[30:00],Poor families in Moscow; Use of first telephones and baths in town,Poor families. Use of first telephones and baths in town.
[33:00],Stories about a man named Wild Davey; Dr. Watkins shooting,Wild Davey. Kids pretended he was after them and said he ate his dogs. Hotels fed him. Hearing news of Dr. Watkins shooting. Killing of Steffens.
[45:00],Curiosity about red light district; father finding a diamond ring,"Children's curiosity about red light district. Father found a diamond ring, probably dropped by someone who'd won it gambling."
[49:00],Going to school in Moscow; mothers coming to visit unexpectedly,"School in Moscow. Program on the last day of the year. Speaking pieces. Subjects. Mothers came into the classroom to visit, unexpectedly."
[1:00:00],Reading as a child; assigned card number one in the library,Her reading as a youngster - Elsie Dinsmore books. Assigned card number one in the library.
[1:09:00],Being a flower girl in a wedding; first cars and movie theaters in Moscow,Flower girl at wedding. First cars and movie theatre. Summer stock in Moscow.
[1:19:00],Going to prep school and being interested in physical education; disliking home economics; wanting to be a doctor,"Prep school. Interest in physical education. Father's limited view of what women could study. Dislike of home economics study. A woman teacher training to be a doctor inspired her to become a doctor, but father was strongly opposed."
[1:28:00],Red Cross work in the flu epidemic,Red Cross work in the flu epidemic.
