time,title,description
[1:00],Dick Ferrell wasn't too hard on the lumberjacks; Methodist church in Spokane,"Packsack Dick Ferrell, who preached in the pan handle logging camps, slept and ate with the men, not in the company's guest facilities. He wasn't too hard on the lumberjacks, and was respected by them. He later had a Methodist church in Spokane."
[7:00],"Camp 35 was the biggest camp on wheels; Axel Anderson ""thawed out"" a man","Camp 35, with 350 men, was the biggest camp on wheels since the Panama Canal was built. Axel Anderson's answer to a man who told him to shove a peavey. Axel ""thawed out"" a man."
[10:00],IWW's against flag and religion; blackballed local IWW's and they left the country; restaurant was burnt down; fires pinned on the IWW; refused to join the company union,"The IWW's were against the flag and religion, so Leo wouldn't support them; but they were for improving conditions (eight hours a day and no carrying blankets). A membership card was a travelling ticket on many freight trains. The company blackballed local IWW's, and they had to leave the country because they couldn't get work. The authorities played on the company's side. A restaurant sympathetic to the Wobblies was allowed to burn down by shutting off the water hoses. Fires were pinned on the IWW. After they cleared the Wobblies out, the company improved conditions. After enlisting, Leo was met by ""the Association"" in Bovill. Leo was almost fired for refusing to join the company union, the 4-L's. Some IWW's were patriotic, many were bums. Most camps shut down: parts of some Wobbly songs."
[29:00],Lumberjack nicknames given to people and why,"(The lumberjack nicknames that follow are taken from a list that Leo Guilfoy drew up some years ago. For each one he explains the reason that name was given. Other stories told about these men are mentioned below.) Tamarack Slim—ordered a tailor-made suit, and the measurements were reversed."
[30:00],Lumberjack nicknames that he gave people,Society Red. Starvation Pete cooking. Haydown Jack. Broken Ass Pete. Shitty Shirt Bill. The Weasel. Butterfly Pete. Midnight Joe. High Trestle. Blue Pete. Black Russian.
[38:00],Lumberjack nicknames that he gave people,Sour Dough. Cream Puff Pee Wee. Birds Eye. Broad Shoulder Tommy. Big Island Pete. Patter Foot. Woodem up George. Ski Jumper. Bangor Kid.
[46:00],Movement of lumbering to Idaho; fighting fires,Movement of lumbering from Maine to Idaho. Leo almost fought the 1910 fire. Problems fighting fires; top fires.
[50:00],Spokane employment offices; railroad work,Spokane employment offices. Leo sneaked off a train on his way to a job. Railroad work. Gandy Dancing Tony.
[56:00],Cook for a railroad camp; gave job away,"Leo was assigned to cook for a railroad camp; he gave the job to a cook who was passing through, unbeknownst to the camp."
[1:00:00],Bean Ridge gets beat up; Paul Bunyan stories; fighting when drunk; working with nature,"Bean Ridge gets beat up after challenging anybody with a sheepskin coat. Hurry Up Jimmy was a foreman. Company saw that the foremen improved to hold the men. Galvanized Swede, Steam Shovel Ole. Paul Bunyan stories were popular with the lumberjacks. Fighting when drunk among lumberjacks; working with nature made them less mean."
[1:11:00],Sailor before the Revolution; terror of the czar,"In Odessa as a sailor before the Revolution, he saw the terror of the czar, and the Cossack killing of Jews. Plywood from Japan is better quality than ours."
[1:16:00],Nicknames; broke into forestry camps; sleigh hauling,"Crooked Neck, named for his deformity. Joe Take-A-Chance. Dirty Bert. Broom Face, a river drive boss. Ridgerunner broke into forestry camps and ate the grub, and Leo defended him. Silent Joe went for weeks in silence and then talked continually for two or three days. A walking lumberjack. Cruel Jimmy worked his men hard. Sleigh hauling. Cold Ham was a lazy cook who served it all the time. Peavey Jerry took good care of his peavey."
