time,title,description
[2:00],The changing of the wilderness; catching fish near Elk River; clear-cutting on Glover Creek,"The wilderness it used to be, and what it has be come. Catching fish near Elk River as fast as you could pull in the line. Clear-cutting on Glover Creek."
[6:00],Drinking in early Princeton; drunks lie all over on the Fourth of July,Drinking in early Princeton: a man gets rolled; drunks lie all over the road on the Fourth of July.
[8:00],Emmett wins at a ball-throwing concession,Emmett wins at a ball-throwing concession until he starts to show off.
[11:00],Bootleggers from Montana; flying booze into a field near Potlatch at night,Bootleggers from Montana drive armor-plated Studebakers. Flying booze into an improvised landing field near Potlatch at night.
[19:00],Chinese killed on Camas Creek; open prospecting holes in the hills,Many Chinese killed on Camas Creek. Open prospecting holes in the hills are dangerous.
[21:00],Poor stranger murdered in the hills,"A poor stranger, suspected of bank robbery, is murdered in the hills."
[25:00],Sheriff orders Emmett to shoot at any green car that goes by,"After a bank robbery, the sheriff orders Emmett to shoot at any green car that goes by."
[28:00],Bob broke the law as a young man,"Bob, who broke the law once as a young man, is hounded ever after."
[30:00],Native Americans in the country; Emmett riding a horse as a boy; huckleberries stolen by Emmett's gang,"Indians in the country: Emmett, riding on a horse as a boy, is scared by them; they plead with his grandfather to pick camas; they silently ask for the return of a frying pan, left behind the year before; their huckleberries are stolen by one of Emmett's gang."
[40:00],Someone tries to rob Emmett's parents' house at night,"Gypsy women clean out Guernsey's store, while the men talk up a horse race. Someone tries to rob Emmett's parents' house at night."
[46:00],Rumor that Chinese gold still buried in the hills,Rumor that Chinese gold is still buried in the hills. Chinese and Russians have become good guys overnight.
[50:00],Land changing hands; father and partners coming to Palouse,Land changed hands a lot in the earliest days. His father and partners got to Palouse by ride-and-tying. Work done by exchange.
[55:00],Trading six horses for down-payment on first car; farmers trying to stop machines,"Father traded six horses for down-payment on first car. Farmers tried to stop machines by yelling ""Whoa"". Getting around by horse."
[1:00:00],Pulling through the Depression; farms were self-sufficient; making petticoats from Bluestem Flour bags,"Pulling through the Depression ""on a cow's tail"". Farms were self-sufficient: growing their own food; carding wool; making petticoats from Bluestem Flour bags. If a depression hit now, people would be helpless."
[1:08:00],IWW's won better working conditions; everything wrong was blamed on IWW's,IWW's won the better working conditions for loggers. You never knew who was an IWW. Everything that went wrong was blamed on them. They disappeared when aims were achieved.
[1:15:00],Ku Klux Klan were vigilantes,Ku Klux Klan were vigilantes when Emmett was a boy.
[1:19:00],Potlatch mill first opened; Four-L's; IWW's sabotaged the company; Emmett almost saws through a sack of dynamite,"IWW's fought for better conditions for farmworker too. Potlatch mill first opened with two twelve hour shifts a day. Four-L's, the ""Long, Lazy, Lousy Lumbermen,"" intended to stop the men from organizing. IWW's did just enough sabotage to drive the company nuts. Emmett almost saws through a sack of dynamite."
[1:30:00],Propaganda against IWW; acts of sabotage on farms; improving farm labor conditions,"Propaganda against IWW, as the enemy. Acts of sabotage on farms, and their effect in improving farm labor conditions."
