time,title,description
[0:00],Looking for moonshine; becoming town cop during the Depression; hauling coal; and railroad accidents,Cecil: Draining a man's pond looking for moonshine. Deputy Jordan was always ready to fight prisoners. Becoming town cop and maintenance man during the depression for $50 a month. Hauling coal on his dray line. Fatal railroad accident at Arrow over a washed-out bridge.
[10:00],Being self-sufficient during the Depression; first washing machine; why they stayed in Juliaetta,"Self-sufficiency and making-do in depression. First washing machine cost $35, on time. People stayed through hard times. A woman preferred to fetch her own husband than to have Mr. Gruell put him in jail. Why they stayed in Juliaetta."
[16:00],Decline of rain but good growing country; getting ice for both home and business; skating from Juliaetta to Kendrick,Decline of rain fall; good growing country. Cutting ice for the town businesses. Keeping ice at home. Refrigerated cars. Skating from Juliaetta to Kendrick.
[22:00],Decline of cherry market; selling culls to bootleggers; why cherry orchards were popular but they were vulnerable to rain,"Decline of cherry market - sending cherries back, local people had to pay freight charges and lost money. Packing cherries and picking cherries. Selling culls to a Spokane bootlegger. Prevalence of cherry orchards. Pulling out orchards. Cherry crop was vulnerable to rain."
[31:00],Different seasons for different produce; social aspects of cannery work; working in the Juliaetta cannery; what her mother did for money,"Seasons for produce. Lug boxes in different sizes for different produce. Sociability of working together; desirability of cannery work. Monotony of work. Processing tomatoes. Cannery injuries came from cuts. Most of women in Juliaetta who could get away from home worked in the cannery. Mothers and daughters often worked together, widows often worked. Her mother boarded teachers and did quilting to help support the family, although there was a scant return on quilting."
[46:00],Who worked in the cannery; Men ran machinery and paid by the hour; skill at coring tomatoes,"Older people preferred cannery work to picking. Acceptance of wages. Men ran machinery and were paid by the hour, as were overseers. Variation in speed of workers. Skill of coring tomatoes."
[51:00],Town fires in Juliaetta; Different types of stores in Juliaetta; Not a lot of contact with Native Americans,Town fires thought to have been set for insurance money. Alexander's was a popular store; Miles and Needham store. Not a lot of contact with Indians in Juliaetta
[1:01:00],Fear of shoemaker named Muzick,"Her fear of the old shoemaker, an Austrian named Muzick, as a child (continued)"
[1:02:00],The old shoemaker Muzick,The old shoemaker.
[1:04:00],Local events celebrated at home and away; Loss of town park to sawmill,Children's Day maypole at home in the yard. Chautauqua and Fourth of July. Loss of town park to sawmill.
[1:09:00],Discussion of different churches and their locations in Juliaetta as well as revivals and who came to them,"Churches in Juliaetta - there have been too many. Change of congregations. Methodist Church was a ""dugout"" before building was completed; Methodist church became community church. Church membership influenced by friends. Strength of Lutheran Church. Revivals were highly emotional experiences, but their lasting effects may not have been great. Children went to revivals with their parents; they were religious rather than social events. Indians came to Methodist meetings."
[1:22:00],Mother's opposition to playing cards; Porter school of Art for painting lessons; Adams house burning a ton of coal a month,"Mother's opposition to playing cards, but not game cards. Porter School of Art was composed of local students who went to Mrs. R.H. Porter's house for painting lessons. Adams' house burnt a ton of coal a month in winter; his wheat."
[1:29:00],Why she chose teaching rather than nursing; Teaching during the war; not teaching in one's own neighborhood,"Choosing teaching rather than nursing because of a foot injury. Training for a life certificate at Lewiston Normal. She had to quit teaching when she married, and started again during the war. Teachers often not allowed to teach in their own neighborhood because they knew other children so well."
[1:35:00],Teacher training at Lewiston Normal; Teaching experiences; Discipline problems with children today,Nine weeks session of supervised teacher training for all elementary teachers from Lewiston Normal was very demanding. Teaching experience. Preparation for eighth grade exams: memorization and drilling. Discipline problems with school children today
[1:50:00],Dating activities and the rivalry between Juliaetta and Kendrick; Opposition to school consolidation; isolation of individual communities,"Dating activities. Rivalry between Juliaetta and Kendrick - fighting among the youth. Opposition to school consolidation, although it went smoothly. Teachers were expected to live in the town where they taught. Little cooperation between church congregations in the two towns; isolation of individual communities."
[18:37:00],Sports in Juliaetta and hiring pitchers; burning of Juliaetta school; how Ahsahka moonshiner marked his still,Fighting and ball playing. Hiring pitchers. Burning of Juliaetta school. Team fans were loyal and fought too. Ball playing was Sunday afternoon entertainment. Beating Kendrick 1-0 in 14 innings. Moonshine. Ahsahka moonshiner who drew a string around his still.
