time,title,description
[0:00],Farming during his childhood,"Paid 4 bits per day, nothing mechanized; planting, pulling, and piling beans as a child; became expensive to grow beans, all hand labor; hauling bundles with a wagon."
[4:00],Bean farming,"Bean growing depended on season, not necessarily a good place to grow beans; prices, sack sizes; how beans were chosen by hand, low wages in the Great Depression, “Dirty Thirties”."
[10:00],"Farming during the Great Depression, lived on gardens and farm food","Farming during the Depression; raised a garden, but half or more of living expenses came from that (milk, butter, eggs, meat, etc.); hay prices; farming with horses still, got first combine in 1938; rented acreage farmed with horses."
[14:00],"Typical day farming with horses, later combine","Typical day when farming with horses; 18 hour days, not all in the field; traded some work for use of a thrashing machine; sometimes hired a partial crew; never owned a thrasher, but had a horse-drawn combine with a motor which worked pretty well, but didn’t handle straw as well. Stories about using combine."
[21:00],Other horse farming equipment,Other horse farming equipment used; tried to plow everything in fall due to moisture levels.
[26:00],"Farming is now much easier with combines, tractors","Farming has become easier with combines, air conditioned cabs, plowing with tractors way easier, come in at night perfectly clean instead of covered in dirt, one man can do so much more."
[28:00],"Walking plows, farming as a teenager at age 16","Walking plows was hard work, started at age 16; cook houses used to feed crew."
[31:00],Worked with thrashing crew,"Worked with thrashing crew during many fall seasons, worked on American Ridge; two cooks fed workers in cook house; trips to Kendrick for fresh meat."
[35:00],"How beans were mechanized, sack sizes, bulk prices and hauling by wagon","Machines and sack piles, courier to town by wagon; changed to bulk wagons hauling bushels to loader; no tramways used in American Ridge, but over in nearby towns."
[39:00],"Farm cooperatives formed, used to purchase thrashing machine, goods","Cooperatives formed to buy thrashing machine; other co-op formed by farmer’s union when he was child, bought lots of goods through the coop, produce, honey, fish, brooms, etc. Co-op would also buy goods from the farmers. His father was a member of the co-op. Co-ops died out before 1927."
[42:00],"Neighborliness on American Ridge, automobiles change everything","Changes on American Ridge, the way neighbors work with each other; neighbors aren’t as close as they used to be; farms have gotten bigger; farmers used to cooperate with each other more, helped each other more; used to have parties and regular gatherings, played cards, literary program at schoolhouse. Automobiles changed things with neighbors, traveled to larger towns for entertain."
[45:00],Neighborliness then and now,"Neighborliness with accidents, medical costs, back then. Before telephones, kept in touch by horseback. Not snowed in very often; horses helped clear roads of snow."
[48:00],"Social life on American Ridge included card games, literary programs; school consolidation, where Walter attended school; World War I changed things","Socials were mostly card parties, literary programs. American Ridge one-room schoolhouse later dissolved, consolidated districts and moved to Kendrick. He attended for eight years, then went to high school of choice, Kendrick and also Lewiston since his sister lived there. Never returned to school after World War I, no one to look after the home (brothers went to war). Prices better for crops after the war."
[53:00],Walter and his brothers rented 200 acres of land after World War I,"When brothers returned from war, they rented another place and got 200 acres of land. Wheat prices."
[55:00],Great Dpression in American Ridge,"Great Depression in the area lasted through the 1930s, but started to pick up when Roosevelt was elected. 1932 was the toughest year. Government subsidy program helped smaller farmers."
