time,title,description
[1:00],Father emmigrated to US in 1906 from Bosnia; two brothers fought as guerillas in WWI,"His father came to the U.S. in 1906 to get work to support his family in Bosnia. Mike followed in 1913. Father returned home and bought land, but had a hard time. Two brothers fought as guerillas and died during World War I."
[10:00],Broke his back while logging in 1939; recovery,"Mike's back was broken by a log that got loose while he was toploading at Elk River in 1939. It took three years and a serious operation to recover, after being told he would never work in the woods again."
[17:00],Logging accidents; carelessness a factor,"He saw a man's head crushed between a log and a stump. A man bled to death in another accident. Accidents were caused by taking chances, by the men's carelessness."
[25:00],1914 Beals Butte fire,"The 1914 Beals, Butte fire. The endless skyline that was used to log the mountain. A brush fire turned into a crown fire and destroyed the camp and timber as the crew fled over Cougar Meadows, (cont.)"
[31:00],1914 Beals Butte fire; fighting the fire,"The fire nearly burnt up Bovill, but the wind changed. An engineer crossed the burning bridge with his train because his family was still in Bovill, and the other trains with firefighters then followed."
[36:00],1914 Beals Butte fire; Bovill bank; robbery,"The 1914 Bovill fire levelled much of the town. People were concerned that the bank's money burnt up, but it was saved in the safe. There was suspicion that the fire was set by someone who robbed a man killed in the fire."
[41:00],Language barriers; social life; drinking,"Mike's biggest problem when he first was in Bovill was understanding the language. Social life was good, and it was easy to get acquainted with girls. In the twenties there was much more drinking by both older and younger people."
[49:00],Discrimination against immigrants,"Some old lumberjacks disliked foreign people, not realizing that their ancestors came from overseas."
[52:00],Sam Pivach rumored crime; true story that happened in Elk River,"Sam Pivach did not kill a man at Elk River, as rumored in The Trees Grew Tall. Mike's father, a man of great honesty, was Sam's best friend. The killer escaped from Elk River by train, disguised with a cast on his leg. The man killed was an abusive bully who had been beating up the small guy. A similar incident happened in Fernwood when a man shot the overseer who kept picking on him on the job. The people wanted the man in Elk River to get away, because it wasn't his fault."
[59:00],"Sam Pivach provided work during Great Depression, made little money","Sam Pivach gave many men work in the Depression with his gyppo operation, but made little money with it."
[1:00:00],Bank of Troy,Bank of Troy personnel.
[1:03:00],Pat Malone moonshine; drinking,"Pat Malone used to warn Mike he was after him for moonshine. Summerfield and Pat lay in wait for Mike one night by the road on a tip, and searched his car but didn't find any. Mike had five gallons in the back of his car in Bovill when Pat told him he was going to catch him, but Pat didn't bother to look. Mike divided up moonshine with his friends, but didn't sell for profit. A man who Pat was after gave Mike five gallons which Mike hid, only to discover a railroad cut there a month later; Frank Mallory's whole crew had got dead drunk on it. Most Bovill moonshine came from Ahsahka. Sholz had a big operation, and gave Mike some free in return for information."
[1:19:00],Living a rich life without money; got a mortgage from Frank Brocke based on his word,"Life is full of learning. Mike isn't wealthy, but knows he has hurt no one. What you earn is yours; but if you need help you should get it. Frank Brocke took Mike's word as a mortgage."
[1:25:00],Sam Pivach estate,Mike took care of Sam Pivach's estate.
[1:30:00],"Yugoslavians were lumberjacks, lived in the woods","There were a couple hundred Yugoslavians who worked in the woods in the area. They'd lived in woods in Europe, and loved to be in wilderness."
[1:35:00],Young lumberjacks involved with bootlegging; Mike turned down bootlegging gig,"In the twenties younger lumberjacks moved to cities and got involved with bootlegging. Mike was offered 1250 a week to run whiskey and money if he went to jail, but he wouldn't. All the big bootleggers Mike knew went broke."
[1:40:00],Pat Malone and moonshine; Bovill church women against drinking,Pat Malone went after moonshine when he was pushed by Moscow. He was also pressured by church women in Bovill who were against drinking.
[1:43:00],IWW brough better working conditions to Potlatch; Mike did not join but donated money,"The IWW had no system nor leaders. They had no authority to negotiate with corporations. Mike refused to join, but donated to the fund for the Centralia trouble. John L. Lewis was the incorruptible labor leader. IWW brought about better conditions because Potlatch realized they'd have trouble all the time. Men like Tony Boyle and Nixon are power drunk."
