time,title,description
[0:00],Introduction,Introduction.
[1:00],How and why she came to Idaho and what they grew,"By immigrant train to county, 1884. Immigrant train. Florence sees her first orange. Father left Feather River because of crop failure and floods, joins brother-in-law on Little Bear Ridge. Proving up. Growing fruit. Prune dryer burns; arson?"
[11:00],Early beginnings of Troy,"The Black Hand, Swedes versus the world. Neighbor runs off with another woman. Troy, a wild town. Earliest beginnings of Troy."
[17:00],Early churches,Early churches.
[19:00],Banking with Vollmer in Lewiston and Troy; Banking practices with Martin Thomas,"Vollmer's Lewiston beginnings, his bank founded on a barrel of whiskey. Vollmer forecloses on many people's farms and rents them out, land is poorly used. He starts Vollmer Bank (in what is now Troy). Contrast between Vollmer's destructive banking practices, and the more productive ones of Martin Thomas. Thomas gave advice as well as money."
[27:00],King Ingle was a good judge of character; he never drank,King Ingle was a good judge of character; he never drank
[30:00],Swedish-Americans in Little Bear Ridge,Many Swedes among Little Bear Ridge settlers. There weren't enough of them to be clannish.
[31:00],Swedish-Americans and religion; farmhand tries to ride facing backwards,Swedes went to Methodist Church on Little Bear because there was no Lutheran Church around. People were cooperative. Farmhand tries to ride a horse while facing backwards.
[35:00],Going to school in Little Bear and Kendrick; Getting married in 1909,Little Bear school on short term. Florence outgrows it and goes to Kendrick High. Boarding with a Kendrick family. Married King Ingle in 1909.
[40:00],Father's accident and death,"Father thrown from hack in runaway, dies of lingering injuries."
[45:00],Cattle rustlers in Juliaetta; women's behavior towards saloons,"Cattle rustlers, never caught, centered in Juliaetta. Women would cross the street to pass a saloon."
[47:00],Improving the Bear Ridge road; how work was done on the early roads,Improving the Bear Ridge road. Volunteer work on the early roads.
[52:00],Early Little Bear settlers; Hired men would sometimes stay on for years,Early Little Bear settlers. Hired men would sometimes stay on for years.
[1:00:00],Florence's nephew dies from mishandled prescription,Florence's nephew dies from mishandled prescription.
