time,title,description
[0:00],How roads were cleared of snow,Clearing roads in snow. The first cats didn't work well.
[5:00],Strikes raise prices,"The world is going too fast. People were satisfied with what they had, not grasping like now. Striking raises prices."
[12:00],Working men; IWWs strike in 1917,Working men make the country run. IWWs struck for better conditions (1917). Men pitted greybacks against each other. Cleaning up before going in the house. Men were short-tempered because the woods work went against the grain.
[19:00],Families in logging camps,Families living in camps.
[23:00],Preaching in Princeton,"Two lumberjacks who kept arguing about politics. ""Abe Lincoln"" memorized the whole newspaper as he read it, having grown up in a printer's shop; he preached for free in Princeton on Sundays."
[30:00],Irishman fighting,A little Irishman beat the bully of the woods.
[34:00],Austrians (Bohunks) living in the woods; John Pivach was interpreter,"""Bohunks"" (Austrians). Number of unrelated Pivachs (family name). John Pivach lectured the Austrians to get them to speak English. They didn't know how to use knives and forks. They were good workers. A man who lifted a 700 pound bull block. Dick threw away a case of garlic because the men kept chewing it."
[44:00],Gambling with Austrians in the camps,Playing poker. Austrians like to play. A top player who cleaned out the camps - his methods. Dick played penny-ante and won $1.75 all winter. Two family men lost their big earnings to sharks. Potlatch Joe's gambling.
[57:00],Carpentry and violins,"Farmers made willow rocking chairs in the winter in Nebraska. Like her father, he played the violin; tuning it was hard."
[1:00:00],Violin music at parties; importance of neighbors then and now,"Playing the violin. Playing by note was ""higher class."" Get-togethers. People don't get to know their neighbors now, caring for your neighbor when they are sick."
[1:10:00],Friendship with Hershiel Tribble,His friendship with Hershiel Tribble. He didn't like working in kitchen in summer.
[1:14:00],Not drafted in World War I (WWI); Austrians arrive from Europe,"He wasn't taken in the First World War (WWI) because of a hernia; he could have gone to spruce division, but helped get white pine for the government here. Austrians were very hungry when they first got here from Europe; their government was rough."
[1:21:00],Murders and crime kept quiet,Murders were kept quiet because jacks didn't want to get involved. A murder in the neighborhood before Dick came. Killing and robbery of a neighbor.
[1:26:00],1914 Beals Butte Fire,"T.P. Jones tried to get the men to fight the 1914 Beals Butte fire in a dangerous place, and Bill Helmer overruled him, making him furious. His orders confounded the camps when he took ""spells"". He hated Gus Verdun's saloon."
[1:30:00],Relationship with Pat Malone; drinking,Verdun used to let the jacks sleep off their drunks at his place. Pat Malone opened his Canadian Club with Dick. Pat meant what he said. Giving a drink to Pat at Princeton despite his friend's fears. Pat's reputation.
[1:37:00],Relationship with Joe Wells; African Americans,Joe Wells invited Dick for lunch. Joe's joke about being a white man with Cougar Jack.
[1:40:00],Relationship with Laird,Laird was a reasonable man; his settlement with Dick's father over a horse.
[1:44:00],Young and experienced foremen; hurt on the job,"A foreman who put the sluicing gap in the wrong place. He wouldn't listen. He put two college boys with Dick on a dangerous rollway, and they almost got killed; the next morning some old timers went to work on the job and Dick wouldn't try to boss them. Most bosses wanted to give orders. You could learn from young kids."
[1:56:00],Preventing accidents; riding snow plows,"Stopping the newcomers from rolling the logs again in the bunkhouse. Axel Anderson gave May a ride in the snow plow, though it was against the rules."
[1:58:00],Job during the Great Depression; Old Nogle,A job from Nogle during the Depression.
[2:00:00],Working at Potlatch with a strict foreman; Old Nogle,"Working at Potlatch under a tight foreman, with Nogle's support."
[2:12:00],Breaking teams; Old Nogle,"Breaking teams for Nogle. Handling a horse that no one else could, and getting extra money for it."
