time,title,description
[1:00],Swedish Methodist Church,"Young people would gather at the parsonage of the Swedish Methodist Church, Thoroughman, the presiding elder, and DePartee, the minister. Ada Harland's leg gets pulled with comic results. Many years later Ada had completely forgotten the event."
[15:00],"Story of a veiled woman in black needing a rode to the Bulah Cemetary, may have been a man dressed as a woman.","Mrs, Carlson's husband Paul came in very late one night, after hanging out with the boys in Troy. A tall veiled woman dressed completely in black had got off the evening train, came to the garage and asked to hire a car to take her to Beulah Cemetery, Shorty Myklebust was volunteered and reluctantly drove her to the foot of the hill, where she slogged off. Mrs. Carlson believed she might be a man. (continued)"
[30:00],Never heard of veiled woman again.,(continued) Nobody ever heard of her again.
[32:00],"Telepathy, prescience, tarot cards","Dick Condell was killed, his wife and Ed Ramsdale badly injured in a car accident. Mrs. Carlson believes that her knack of predicting events like this by using cards is wrong. Lee, her daughter, recalls how her mother's prescience gave her hope before an operation. Mrs. Carlson accepts the things that come to her without asking, and telepathy with her children."
[41:00],Dreams predicting the future; Kimes family,"The Kimes family. Ed Ramsdale grubstaked Kimes in return for work. Mrs. Carlson dreams where they would find him, lost in a snowstorm. Thorwald Haverburg also has a dream, and they find Kimes dead."
[55:00],Renounces fortune telling; believes in the Bible,"Mrs. Carlson renounces fortune telling. She believes in the Bible. She explains what she means by ""characters"" (continued)"
[1:04:00],Mavis Lee; boarding in Lewiston; tasseography,"(continued) Boarding in Lewiston while going to school. She learns about reading coffee grounds, tea leaves, and cards. Includes discussion with her daughter, Mavis Lee Utley."
[1:16:00],Fortune telling on a boat,"On an excursion boat trip on the John-Teel to the mouth of the Grande Ronde River, the young people get her to tell their fortunes. The captain gives her a free dinner for telling his."
[1:23:00],"Education, teachers in Troy","Dr. Melton, a teacher in Troy, taught children instead of subjects. He teaches a woodcutter's son who'd got in trouble."
[1:27:00],Impersonates a gypsy fortune teller at Troy school,"Mrs. Carlson impersonates a gypsy in a fortune telling exhibit at a Troy high school fair, at Dr. Melton's insistence. (continued)"
[1:32:00],Experience telling fortunes while still in school,"(cont.) She disappoints a man who wants to be told he will marry again. No one recognizes her, or realizes she is absent from school. In later years people keep prodding her to tell fortunes."
[1:40:00],Emil Watts disappearance from creamery,"Emil Watts, a butter maker, comes to Troy to run the Pine Creek Creamery. He is very popular. He sends for his wife and children from Europe, and the evening they arrive the town has a pound party for them. Next morning the creamery was started up as usual, but he had disappeared. They sift the ashes of the furnace, look for tracks, check the trains, and search in the canyon, but there is never any sign. It remains a mystery. S. A. Anderson takes care of the wife (continued)"
[2:05:00],Watt family after disappearance,(cont.) Watt's wife goes to Spokane and works. The incident becomes a matter of speculation for the Carlson family.
