time,title,description
[0:00],Experience with cougars,Sisks homesteaded near Princeton in late eighties; experiences with cougars.
[6:00],Work of mothers,Home grown food. Mothers worked from daylight to dark. Washing and ironing.
[13:00],Currant bush mishap,Mrs. Wurman knocks down a currant bush by mistake.
[14:00],The Lynds sell site to Potlatch Lumber Company,The Lynds sell part of site of Potlatch to the Potlatch Lumber Company.
[19:00],Log drives on Palouse River,Log drives on the Palouse River.
[23:00],School and games,"One room school. Style of clothes. Playing Ante Over, Dare Base, Black Man, Steal Sticks, Pussy Wants a Corner."
[30:00],Community relations,"Community paper was read at school get-togethers, telling what people were doing. The whole family went to dances and community get-togethers. An all night affair, with a big feed in the morning."
[42:00],Courting and fear of not marrying,"Courting with the parents, dressed well and at home. Fear of being an old maid. How Mary met Reuben Lynd."
[45:00],Work of women,Girls' work in the harvest and around the farm. Fanning mills. Learning to cook young.
[51:00],Literary and intellectual life,Literary and debate. Acting in a play. Lanterns. What people talked about.
[56:00],Women's health and child bearing issues,"Doctoring was done by neighbors at home. Having babies at home. Midwives. Ten days of enforced rest in bed after delivery. Home cures, Home cures: mentholatum, Epsom salts. Children's sicknesses; scarlet fever."
[1:06:00],Childraising and family life,"Raising the children. Strictness of fathers. Families lived together - mother stayed at home, and never thought of working out. There was little reason to go to town; Saturday shopping, movies, and circus. People no longer know their neighbors."
[1:15:00],Timber between Palouse and Potlatch,Timber between Palouse and Potlatch.
[1:17:00],"Dancing, parties, and married life",Acquaintance with the Daileys. Learning to two-step. Shivarees were noise-making occasions. Avoiding the shivaree. Starting marriage in a chicken house. Starting marriage with little resources.
[1:23:00],Lynds and Wurman family histories,"The Lynds buy railroad land in Montana in 1919, and come back four years later. The Wurmans farmed in Canada in 1918, had four crop failures and traded for Okanogan land; Mamie stayed there for many years, reluctantly."
[1:30:00],Rubbernecks on telephone line; hauling water; school life,Rubbernecks on the telephone line. A son pulls a joke on a woman on the phone. Isolation of the Okanogan. Living without modern conveniences - hauling water. Remoteness of school near Princeton.
[1:36:00],Household work with food and animals,Butchering and preservation of meat. Mamie Munden's mother forces her husband to build a smokehouse. Making apple butter; making soap. Keeping pigs. Getting through hard times.
[1:48:00],Raising kids,"Kids took care of each other, so it was easy to raise a family. Acceptance of new babies in the family."
[1:53:00],Rarity of divorce and working couples,Divorce extremely rare in early days. Couples who work don't have time together. Devotion to family and future.
[1:57:00],Money and work in married relationship,"Times when these women worked out. Earned money belonged to the couple, whoever earned it."
[2:00:00],Marie Wurman cuts her sister's finger off; quilts,Mamie Wurman cut her sister's finger off with a hatchet by mistake. Quilt stitching - why would a woman cut the material up to put it back together?
[2:05:00],Foreigners and Indians,Foreigners from Missouri. How these women reacted to the Indians as children. Arkansans see Indians for the first time.
[2:13:00],Horse contests and Native American horses,Horse pulling contests - a man is knocked unconscious for interfering. A poor looking Indian sorrel cleans up at a horse race.
[2:17:00],Experiences with gypsies. Lumberjacks.,Experiences with gypsies. Lumberjacks.
