time,title,description
[1:00],"Nils Nilson, the foolish miner from Park","Nils Nilson, the foolish miner from Park."
[2:00],Olson's threshing operation on Little Bear and the surrounding ridges; Stacking vs. shocking grain,"Olson threshing operation. Threshing for 101 farmers on the ridges one wet fall, because they had mudhooks on the engine while the other operations didn't. The secret of pulling the engine out of deep holes with a plank and chain. Small farmers stacked grain instead of shocking. A bad job of stacking got the grain wet; Carl teases the farmer. Pleasures of threshing life. Going out of their way to thresh tiny amount of grain for farmers. Reasonable charge for threshing. Small size of most cleared farms on Little Bear and surrounding ridges."
[20:00],Different jobs on a threshing crew; Smut fire on the machinery,Jobs on threshing crew of twelve. Most local jobs short term. Smut fire in the threshing machinery. Work of engineer and separator tender. Setting up the machine quickly to show people on Big Bear how fast it could be done.
[30:00],Albert Olson's skill with the threshing machine; The variables that effect threshing technique,"Albert Olson could level the threshing machine while it was running; his gift for fixing machines. Deciding when the crop was ready to cut and thresh; effect of rain. Lateness of planting and harvesting. Old and new wheat varieties. A record day, 1142 sacks in nine hours; the picture was published in the Case Company's magazine, American Thrasherman. Wearing down teeth on the chain. Number of grates used depended on difficulty of threshing the particular grain."
[42:00],The difficulties of raising and threshing beans,"Threshing beans was difficult, dirty work. Problems with raising beans, and advantage of introducing another crop on summer fallow land. End of bean growing locally."
[46:00],Meeting people while threshing; Stories about local families,"Knowing the people in the country by threshing. Getting by on small farms. A rooster ""cans"" a man. A hook-nosed family said to be great cherry pickers."
[52:00],The right job for each worker,Finding the right job for each worker. The various jobs in small sawmills.
[57:00],Working in a sawmill near the coast,"Getting work in a sawmill near the coast. All workers had only two names: ""Do more, see less,"" or ""See more, do less."""
[1:00:00],Differences working on the West coast; many locals moved to the coast,"When the sun shined on the west coast, the men stopped working, went inside and played poker; it's the opposite in this country. Many early people moved from here to the coast."
[1:04:00],Jobs in small sawmills; logging in winter; Employment changes when Potlatch arrived,Live rollers in the sawmills. More about small sawmill jobs. Location of small mills in draws surrounded by timber; logging to them in winter. Troy Lumber Company. Change of employment opportunities with coming of Potlatch.
[1:12:00],A cow dies after killing a sheep,A family cow lays down and dies after mistakenly killing a sheep who was a fast friend.
[1:16:00],Drafted during WWI; Selling out of the threshing business as gas power replaced steam,"Carl and brother both drafted for WWI during harvesting, not given extension as the farmers were. Cost of threshing machinery. Threshing was better money than farming. He sold out because gas combines were replacing steam engines."
[1:20:00],Inflation during the depression; Responsibilities of the Government,Depression and inflation at the same time. Importance of every person; country should guarantee a good living income. Over time is a shuck. Advantage of manufacturing tax over income tax. Labor and taxes are what must run the country.
[1:26:00],Borrowing from the Bank of Troy,Borrowing from the Bank of Troy to build the service station. Troubles with car dealerships in Moscow and Troy. No resale value on trade-in. Liberal policies of the Bank of Troy.
[1:30:00],Difficulties for car dealerships and owners during the Great Depression,"Bank of Troy policies. Most car dealers went broke in the Depression. Car dealers had to carry the papers on cars, and lost much money on repossessions and trade-ins. In '28 Chevrolet put out a car twice as good as '27, but they tried to make Carl buy the '27's first. Going broke on repossessions. Training people to drive in open fields. A man left his new car in his garage for two years, thinking he'd been cheated because he didn't know about clutches. Virtues of Model T's. Eastern roads better then local. Peterson and Carlson Tools used scrap steel from cars."
[1:43:00],The Service station during the Depression; Banks going under,"Getting by with the service station in the Depression, no real profit. No money in selling gas. Keeping his money in the store safe. Advance warning that banks would go broke from investments in timber and cattle."
[1:48:00],On trial because a man had moonshine in Carl's car; Making cheap whiskey,"Carl was arrested because a man in his car had moonshine; he got off, and listened to the man lie about him at the trial. Sam McKean sat on whiskey during a search. Everybody made whiskey because it was cheap."
[1:52:00],Shoe grease and bare feet on the homestead in winter,Shoe grease and bare feet on the homestead in winter.
[1:54:00],Stories about Victor Anderson;,"Victor Anderson used to tell people he wasn't lonely because he had his woman (made with his fist and doll's eyes)in his pocket. Anderson's heaven and hell story (by folding one piece of paper in a certain way and cutting down the middle, it turns into a cross and parts of letters which spell ""hell"" see transcript). His love song, accompanied by jew's-harp and bark horn."
[2:00:00],Homesteaders were the real pioneers; Packing everything on your back,"Real story of pioneering the West is homesteading, not Buffalo Bill Cody. Toughness of homesteading with no towns, packing everything in on your back from Moscow. Family's first shelter a lean-to. Broadaxing cabins. Father's and Mother's work."
[2:09:00],Lack of regulation caused problems with concentrated homestead farms,"America in trouble with concentration of homesteads into huge farms, high food prices. Problem grew from lack of regulation. Too many products."
[2:14:00],Mother and Father taught children to treat people right; Too many came to American to get rich,"Mother disagreed with father over marriage in the Bible, and was surprised to find he was right. They taught children to treat people right, though they weren't religious. Whenever you swear, you get a black spot on your heart. Too many people came to America just to get rich. If Carl got rich he was going to help people."
[2:19:00],Leaving school at 14; Working from the age of 9,"He didn't learn much in school, and left at fourteen. Working at his uncle's store in Helmer, where a man sold near-beer instead of beer. Warning him about revenues; fixing his wooden leg. Pulling out stakes for the railroad survey through his uncle's meadow at age of nine."
[2:26:00],Stories about Per Johanneson's sawmill in Sweden,Per Johanneson burnt up his sawmill in Sweden and smuggled the insurance money to America. He paid his partner back in Sweden with confederate money.
