time,title,description
[0:00],Desire to become a nurse since childhood,Desire to become a nurse since childhood. Mother's opposition; oldest sister put her through nursing. Sister's generosity to others.
[7:00],Nursing training in South Dakota; family background,"Nursing training at Mowbridge, South Dakota. Her enjoyment of work, difference with young people nowadays who don't know what they want. It's easier to get ahead nowadays because others aren't trying. Sister studied piano at a conservatory. Family background."
[19:00],"Nursing training in Chicago; compares training, life between Chicago and South Dakota",Training at Chicago's Washington Boulevard. Relations with the head doctor and nurse. Living at Contaginus in Chicago. Working ten hour days as nurse. Her desire to be a surgical nurse unrealized. Sister's help in Mowbridge. Difference in social life between Mowbridge and Chicago.
[2:00],Dances and nursing in Bovill; Chicago hospital experiences,Dances in Bovill. More about the Chicago hospital. Bovill first aid nursing: she did many things she had to as a nurse for many years when there was no doctor. The only baby she had to deliver without a doctor.
[30:00],Her work as a nurse without a doctor in Bovill; practicing medicine in Bovill,Her work as nurse without a doctor in Bovill. Cooperation from Moscow's doctors and Bovill's vet. Family verses nursing duty. A religious group from Elk River that didn't believe in doctors.
[37:00],"Work at Bovill hospital with Dr. Gibson, stories","Getting job in Bovill. Work at Bovill hospital. Dr. Gibson a much better diagnostician than doctors nowadays. Doctor's wife gave anaesthetics all the time and had a sickly baby. Mrs. Denevan's argument with Dr. Gibson, who was often inconsiderate. Dr. Gibson's fear of dying."
[48:00],Working at Edgecliff Hospital in Spokane; tuberculosis; working hard,"Working at Edgecliff in Spokane, for tuberculosis. She preferred to work with men. She developed a cough and lost much weight there. Her recent minor heart trouble, from working too hard all her life. Work doesn't hurt people; she didn't do it for money."
[57:00],Understanding with Dr. Gibson;,"Getting job at Edgecliff. Understanding with Dr. Gibson when she agreed to work for him again. His meticulous cleanliness, and hers."
[1:00:00],Some Bovill operations,Some Bovill operations.
[1:04:00],Her husband Merle,Her husband Merle.
[1:07:00],"Stories of patients, dealing with them",Her courage in sewing up a badly cut lip. She worried about some of her work going wrong. Taking a sponge out of a woman who smelled rotten. Her boy got sick at the sight of blood.
[1:13:00],Her first childbirth; experience in the Depression; 1919 flu epidemic in Bovill,Dr. Gibson wasn't helpful when she had her first baby. Her strength. The depression. Flu epidemic prevented her from taking her nursing exam; seven died in 1919 Bovill flu.
[1:20:00],Stories of running the hospital; patient stories,More about running of the hospital. Using mustard plasters on flu patients.
[1:30:00],"Patients difficult to treat; her experiences with her children's injuries, discipline",First aid for a badly splintered finger. She couldn't remove a splinter from her daughter's finger. Discipline when raising children.
[1:37:00],Working as a private nurse; maternity cases,Working as a private nurse for an ornery maternity case. Main responsibilities for nurses at Bovill. Careful attention to new mothers compared to today. Maternity cases had to be paid for in advance.
[1:42:00],Bovill hospital;,More about Dr. Gibson's unwillingness to let her have her first baby in the hospital. Bovill hospital.
[1:47:00],Independence of women in spending money;,Lunching with Mrs. T.P. Jones in Moscow. Independence of women in spending husband's money.
[1:52:00],Death from a ruptured appendix; assisting doctor in operating room,Death from a ruptured appendix. Doctors aren't interested in older patients. Assisting doctor in operating room.
