time,title,description
[0:00],Walking to school. Bathing and washing with a tub,Walking to school. Bathing and washing with a tub
[4:00],She had a protective family; Dances in Genesee,"Nothing had was ever said about neighbors in country, so she thought everyone was perfect. No punishments from family. Being short upset her. Older brother always accompanied her on dates, protecting her without her realizing it; he refused to let her go out with one boy. Dances in Genesee. Brother protected her from dancing with a good dancer who'd been drinking. Dancing with everyone there. No lack of obedience then and now."
[20:00],Visiting Mrs. Wahl and description of her home,"Visiting Mrs. Wahl was a great pleasure for her. Mrs. Wahl kept an immaculate home, and taught her to play the piano. Caring for her crippled child. She fed the hired men on the porch She had a dressmaker come to make clothes. Grandmother used a horn to hear. Friendship with Mrs. Wahl."
[30:00],Socializing in the Genesee neighborhood with dances and card games,Socializing in the neighborhood - dances at her family home. Youngsters didn't go to dances in town. Dances were a weekly affair. Genesee social groups were for card playing.
[39:00],Father homesteaded on Indian reservation; was well liked,"Father homesteaded on the reservation. Indians liked him, calling him ""Chief Robert""; for a while he kept a horse saddled."
[43:00],Indian-White family; description of people and the household in Genesee; her friends drank and had little ambition,"An Indian-white family. The Indian mother sat like an Indian on the porch and never learned housekeeping. Daughter became a skilled homemaker and married a white man. She almost sent her daughter away to high school, but a friend in Genesee offered to keep her. Acceptance of the family. The daughter probably didn't go to country dances. Women were addressed formally. Indian presence around Genesee Her attitudes towards Indians - she saw the daughter as a white. Her Indian friends from Lapwai drank. One complained that Indians couldn't save their money, having little ambition. Surprise at meeting her friend's mother, a traditional Indian; her reluctance to visit her friend in Lapwai."
[1:00:00],Grandfather run out of harness shop in Salt Lake City by Mormons; homesteaders came to Genesee,Grandfather run out of harness shop in Salt Lake City by Mormons. Father and his brother came to Genesee from Walla Walla and homesteaded Mother's family from Nebraska.
[1:05:00],"Self-sufficiency on the farm; father wasn't a good farmer, mother worked entirely in the home","Self sufficiency on the farm. Pits for storing food. Father started farming as homesteader and never worked out. His successful farming. Building a home on his newer land. Mother's work was entirely taking care of the home; she never worked outside. People hung their clothes behind the door, and had no closet. Her family kept clean. Father worked in the garden and the older boys did much farm work. Mother had no leisure time. She didn't have a lot of work at home - milking cows. A horse that was supposed to be dangerous. Parents seemed to get along well."
[1:28:00],"Pvosenstein family mixed somewhat, less than most",Pvosenstein family - they seemed to mix somewhat less than most.
[1:29:00],Family moved into Genesee to put children in school,Family moved into Genesee to put children in school. (continued)
[1:30:00],Son took over farmhouse when father retired and moved into town and daughter married,"Son took over farm house when they moved into town, and father was mostly retired. When they moved into town most people still had hand pumps for water. Town gossip. No more spending in town than country. Usefulness of conveniences. She didn't work, but got married right after high school. Her parents wouldn't believe society today. People didn't expect much and got along with what they had. Honesty of people then."
