time,title,description
[0:00],Impact of deep snow on the neighborhood. Loss of chickens in a cold snap.,Impact of deep snow on the neighborhood. Loss of chickens in a cold snap.
[10:00],Her responsibility for chores; had cow that gave ten gallons of milk daily; how they acquired the cow,Her responsibility for chores. A big ornary cow that gave ten gallons of milk daily. How they acquired the cow. Method of milking. Intelligence of cows.
[24:00],Function of hired men on farm. Cutting ice for summer.,Function of hired men on farm. Cutting ice for summer.
[29:00],Women work harder than men. She worked in the field. She worked much harder than most women.,Women work harder than men. She worked in the field. She worked much harder than most women.
[30:00],Sharing of chores by parents and children,Sharing of chores by parents and children. Her farm work. Turning beans; gathering ruined beans from a neighbor.
[36:00],Women spent days working and visiting,Keeping up her children? appearances. Many women didn't work. Women spent days working and visiting together. Newspapers for wallpaper.
[41:00],Woman teased her husband; never criticized others; father made children do work he wouldn't do,A woman who teased her husband once in a great while. She was an angel because she never criticized others. This husband's character. He made his children do work that he wouldn't do.
[50:00],"Dynamic of wife and husband; she did most of raising children, husband free to leave","She did her work in raising children. Husband was free to leave, while she stayed. Her answer to a woman whose husband complained about her chore work, Husband got whatever he wanted as a boy."
[54:00],She was paid lower as a cook in the lumber camps than the lowest paid male flunkey,Her pay as cook in lumber camps was lower than the lowest paid male flunkey. Working and living in lumber camps with her younger children.
[1:00:00],Worked as doctor's helper at childbirth,Work as doctor's helper at childbirth. A woman who gave birth at her home. Going out to work despite a fire in the house. Trouble getting to a home snow. Playing cards while waiting for the delivery. A difficult birth.
[1:14:00],Depression in Kendrick; trying to provide food for the family,The depression was no harder than any other time. Providing food for the family; trouble with costly potatoes. Working in Kendrick. Cooking for state forestry brush crews.
[1:21:00],Husband's lack of work resulted in her working to provide for the family,Husband's lack of ambition resulted in her working out to provide for family needs. Women who worked out. Need to end welfare and put people to work.
[1:29:00],Left the farm for her need to work and he couldn't get along with mother,"How they left the farm: he couldn't get along with his mother, from whom he was renting. Her need to work."
[1:30:00],Moved closer to town; employed cooking for brush crew,Moving close to town. Son knew how to get some work Enjoyment of cooking for brush crew. Her love of horses.
[1:43:00],Germans were unfairly criticized during the war. Her opposition to internment of Japanese,Germans were unfairly criticized during the war. Her opposition to internment of Japanese.
[1:46:00],Cedar Ridge today; Indians on trail; neighborhood parties and dances,Indians went on trail past their place. All the families in the neighborhood were pour. Cedar Ridge today. No one put on airs in the neighborhood until recent times. Neighborhood parties and dances.
[1:53:00],Difficulty getting along with mother-in-law,Difficulty getting along with mother-in-law. Regret that she didn't write up Cedar Creek history with a friend.
