time,title,description
[0:00],Southern Style Fishing with Uncle Sam; Raising Worms,"Fishing with ""Uncle Sam"" Owings, who fished from the bridge, southern style; singing on the way home. Ease and style of fishing with father near Bovill; bait and gear. Raising worms under willows at the Mansion. First fishing in Elk River."
[11:00],Dandelion Pest,Raising dandelion greens in Moscow stared the dandelion pest in the area.
[14:00],First Year in Moscow,"In father's First year in Moscow, 1893, his pay was all in produce. A man named Adair tried to outfit his family at her father's expense. After established credit with Lehman. After storms, Hagan took the willow branches from the mansion for smoking his meat."
[20:00],Moscow Living; Fear of Kansas Storms,"Father's sister lived at Johnson, near Moscow. She and the other kids ran home with the fog in the evenings, Mother's fear of being alone in the Kansas storms caused them to come West. Mother chose Moscow over Pullman because of isolation of hills from downtown. How they acquired their living quarters in Moscow; decision to buy the mansion."
[30:00],Frugal Living in Moscow; Family Typhoid in Kansas,"Potlatch men boarded with them. Father hung wet sheets when sister was ill. Family typhoid in Moline, Kansas. Father had $65 when he got to Moscow. A strong drayman. People didn't have enough money to leave in 1893. Chipping enamel off their iron kettle."
[39:00],McConnell's Bankruptcy,McConnell's bankruptcy saved the mansion and the rest of the block; eventually he lost the house.
[41:00],"Health Concerns; Use of ""Colorado Mud""","Conversion of family to postum from coffee for health reasons. J.C. Elder brought her lunch daily when she had quinsy; use of ""Colorado Mud."""
[49:00],Sledding on Sixth Street; Wineman the Meat Man,"Bobsledding down Sixth to Main; Wineman the meat man sold the kids wieners and dill pickles. Hitching sleds to wood wagons, siding out of town."
[53:00],Band Wagon Concerts,Band concerts with the band wagon on Saturday evenings and at festive occasions.
[56:00],Calling Cards; Mother's Visitors,Calling cards for formal calling. History of her calling card table. Many visited mother in the mansion out of curiosity.
[1:00:00],Friendly Relations with Native Americans; Rheumatism Treatment,"Father's electric machine for rheumatism treatment was very popular with Indians, who liked to hold hands and grasp the electrodes. Father was good friends with the Indians. Visiting their camping ground in Moscow during the week of the Presbytery. Father ate their beef jerky."
[1:10:00],Mixing with the University Community,Frequent mixing between university and towns people then compared to now.
[1:12:00],Reading Club; A Music Professor,Her small reading club read Dickens especially. The music professor who couldn't get a riddle right.
[1:19:00],Mr. Renfrew's Funeral,"After Mr. Renfrew's death on his way back to his homestead, local men built a casket for him at Collins; while working, they played some of the records that Mabel McKinley, his relative, had made for him."
[1:23:00],Methodist Church; Church Determined Social Circles,"Winnie Booth and Dr. Ledbrook: he lived next door to her. Mrs. Ledbrook and the chest she claimed had come from the Mayflower. Furor at the Methodist church over the affair. People gave jewelry to the revivals. Importance of church in determining social circles. Her dislike of one Sunday school teacher, (continued)"
[1:30:00],Disagreeing with the Methodist Church,The teacher made the rows squeeze together in church. They were told to express their views when they disagreed. Bernadine learned nursery rhymes from Ione.
[1:33:00],The Son Father Never Had; The 1918 Flu; Trip to Elk River; Secret Thanksgiving with Owings,"She was the son father never had. Accompanying father on country calls at night. Crisis of the 1918 flu - father was county health officer, and closed public buildings. His trip to Elk River. Adairs had Thanksgiving with Owings family in secret. Kenworthy's anger at father for forcing him to shut down movie. Father's frequent evening calls."
[1:40:00],Local Papers; Accident on Halloween,"She was county tax collector. Hap Moody watched her girls work. Owings put out the Democratic paper although he was a minority. Agatha Sutton ran the Star Mirror and taught at the university; her near accident from a wire stretched across the road on Halloween. Family was Republican, but politics didn't affect friendship."
[1:58:00],Cleanliness in the Mansion,Mrs. McConnell had an obsession with cleanliness. Using the Duntley vacuum cleaner on the stairway. Boarders at Adair home.
[2:00:00],Life in the Mansion; Roomers at the House; Mother's Tuberculosis and Treatment,Inside the Mansion. Spreading snow on their carpets to keep dust down. Parents used back parlor in mansion as their sleeping room. Removal of back stairway. Bedroom furniture. Use of back and front parlors. Father put stove in fireplace. Use of arcola furnace and stoker. A boy student from Sigma Nu house lived in to take care of furnace. Roomers at the house. Mother had business sense and kept roomers as her contribution; she introduced Bernadine to stock market as a game. Mother's tuberculosis made her partially invalided. Father adored and cared for her. Inhalation treatment for mother. Mother's pleasure in music.
[2:15:00],Interest in Medicine; Freedom and Obedience in the Home,"Bernadine's great interest in medicine. She wanted to be a doctor, but father opposed it because women weren't accepted. Freedom and obedience in the home. Bernadine's training in singing."
[2:19:00],Uncle's Conversion,Uncle's conversion and grace at the table.
